AUTHENTICATION_BETA_REGION,- Beta=0
Button/Tooltip/PrimalSwarmHostACGluescreenDummy,Jednostka oblężnicza. Atakuje powijając pierwotną szarańczę.<n/><n/><c val="#ColorAttackInfo">Szarańcza może atakować jednostki naziemne.</c>=11285
Button/Tooltip/PrimalUltraliskACGluescreenDummy,Ciężka bestia szturmowa. Może szarżować na cel, zadawać obrażenia na obszarze i odrzucać wrogie jednostki.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne.</c>=11286
Button/Tooltip/PrimalWurmACGluescreenDummy,Podstawowa budowla obronna.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne i powietrzne.</c><n/><c val="FFE303">Wykrywacz</c>=11287
Button/Tooltip/PrimalZerglingACGluescreenDummy,Szybka jednostka walcząca w zwarciu.<n/><n/><c val="FFFF8A">Może atakować jednostki naziemne.</c>=11288
Button/Tooltip/PrismaticBeam,Obrażenia zadawane przez promień otchłani zwiększają się z czasem, gdy atakowany jest jeden cel.<n/><n/><c val="#ColorAttackInfo">Zadaje 20% obrażeń więcej jednostkom masywnym.</c>=11289
Button/Tooltip/Probe,Podstawowa jednostka robotnicza, która gromadzi surowce i przyzywa budowle protosów.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne.</c> /// Basic worker unit. Can gather resources and warp in Protoss structures.<n/><n/><c val="ffff8a">Can attack ground units.</c>=11290
Button/Tooltip/ProbeHallucination,Te kopie halucynacyjne działają jak prawdziwe jednostki, ale nie mogą zadawać obrażeń, wzywać budowli ani zbierać surowców i łatwiej giną. Halucynacje działają przez <d time="60"/>, a potem znikają.=11291
Button/Tooltip/ProtossAirArmorLevel1,Wzmacnia pancerz jednostek powietrznych protosów. /// Upgrades the armor of Protoss air units.=11292
Button/Tooltip/ProtossAirArmorLevel2,Jeszcze bardziej wzmacnia pancerz jednostek powietrznych protosów. /// Further upgrades the armor of Protoss air units.=11293
Button/Tooltip/ProtossAirArmorLevel3,Maksymalnie wzmacnia pancerz jednostek powietrznych protosów. /// Maximizes the armor of Protoss air units.=11294
Button/Tooltip/ProtossAirWeaponsLevel1,Zwiększa obrażenia zadawane przez jednostki powietrzne protosów. /// Upgrades the damage dealt by Protoss air units.=11295
Button/Tooltip/ProtossAirWeaponsLevel2,Jeszcze bardziej zwiększa obrażenia zadawane przez jednostki powietrzne protosów. /// Further upgrades the damage dealt by Protoss air units.=11296
Button/Tooltip/ProtossAirWeaponsLevel3,Maksymalnie zwiększa obrażenia zadawane przez jednostki powietrzne protosów. /// Maximizes the damage dealt by Protoss air units.=11297
Button/Tooltip/ProtossBuild,Wyświetla listę budowli podstawowych. /// A list of basic structures.=11298
Button/Tooltip/ProtossBuildAdvanced,Wyświetla listę budowli zaawansowanych. /// A list of advanced structures.=11299
Button/Tooltip/ProtossGroundArmorLevel1,Wzmacnia pancerz jednostek naziemnych protosów. /// Upgrades the armor of Protoss ground units.=11300
Button/Tooltip/ProtossGroundArmorLevel2,Jeszcze bardziej wzmacnia pancerz jednostek naziemnych protosów. /// Further upgrades the armor of Protoss ground units.=11301
Button/Tooltip/ProtossGroundArmorLevel3,Maksymalnie wzmacnia pancerz jednostek naziemnych protosów. /// Maximizes the armor of Protoss ground units.=11302
Button/Tooltip/ProtossGroundWeaponsLevel1,Zwiększa obrażenia zadawane przez jednostki naziemne protosów. /// Upgrades the damage dealt by Protoss ground units.=11303
Button/Tooltip/ProtossGroundWeaponsLevel2,Jeszcze bardziej zwiększa obrażenia zadawane przez jednostki naziemne protosów. /// Further upgrades the damage dealt by Protoss ground units.=11304
Button/Tooltip/ProtossGroundWeaponsLevel3,Maksymalnie zwiększa obrażenia zadawane przez jednostki naziemne protosów. /// Maximizes the damage dealt by Protoss ground units.=11305
Button/Tooltip/ProtossShieldsLevel1,Ulepsza osłony wszystkich jednostek i budowli protosów. /// Upgrades the shields of all Protoss units and structures.=11306
Button/Tooltip/ProtossShieldsLevel2,Jeszcze bardziej ulepsza osłony wszystkich jednostek i budowli protosów. /// Further upgrades the shields of all Protoss units and structures.=11307
Button/Tooltip/ProtossShieldsLevel3,Maksymalnie ulepsza osłony wszystkich jednostek i budowli protosów. /// Maximizes the shields of all Protoss units and structures.=11308
Button/Tooltip/PsiStorm,Tworzy burzę energii psionicznej, która utrzymuje się przez <d time="4"/> i zadaje do 80 pkt. obrażeń wszystkim jednostkom na wskazanym obszarze.=11309
Button/Tooltip/Pylon,Zapewnia zaopatrzenie.<n/>Zaopatrzenie umożliwia przyzywanie większej liczby jednostek.<n/>Zasila pobliskie budynki. /// Provides supply.<n/>Supply allows you to warp in more units.<n/>Creates power for nearby structures.=11310
Button/Tooltip/Queen,Jednostka obronna. Może powijać tumory biomasy, larwy i używać transfuzji. Porusza się dużo szybciej na biomasie.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne i powietrzne.</c> /// Defensive unit. Can use Spawn Larvae, Spawn Creep Tumor, and Transfusion. Moves much faster on creep.<n/><n/><c val="ffff8a">Can attack ground and air units.</c>=11311
Button/Tooltip/QueenCoopACGluescreenDummy,Jednostka obronna. Może powijać tumory biomasy, larwy i używać transfuzji. Porusza się dużo szybciej na biomasie.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne i powietrzne.</c>=11312
Button/Tooltip/QueenZagaraACGluescreenDummy,Jednostka obronna. Może powijać tumory biomasy, larwy i używać transfuzji. Porusza się dużo szybciej na biomasie.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne i powietrzne.</c>=11313
Button/Tooltip/RadarField,Może wykrywać ruch wrogów w zasięgu radarów, ale nie odsłania obszaru. /// Able to expose enemy movements within its radar capability. Does not reveal the area.=11314
Button/Tooltip/RaidLiberatorACGluescreenDummy,Elitarna stacjonarna jednostka obronna. Zadaje duże obrażenia pojedynczym celom naziemnym. Może przełączyć się w tryb myśliwski i zapewniać wsparcie lotnicze.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11315
Button/Tooltip/RailgunTurretACGluescreenDummy,Automatyczna wieżyczka obronna. Zadaje obrażenia jednostkom naziemnym wroga w linii prostej.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11316
Button/Tooltip/Raise,Podnosi budowlę, uniemożliwiając przejście jednostkom naziemnym. /// Raises the structure, preventing ground units from moving across it.=11317
Button/Tooltip/Rally,Wysyła nowowyszkolone jednostki we wskazane miejsce. Jednostki robotnicze wysłane do surowców automatycznie rozpoczną ich gromadzenie. /// Sends constructed units to the designated point. Workers rallied to resources will begin gathering automatically.=11318
Button/Tooltip/RallyEgg,Wysyła przekształcone jednostki do wyznaczonego punktu. Jednostki robotnicze zbierające się przy minerałach lub wespanie automatycznie zaczną zbieranie. /// Sends morphed worker units to the designated point. Workers rallied to Mineral Fields or Extractors will begin gathering automatically.=11319
Button/Tooltip/RallyExtra,Wysyła nowowyszkolone jednostki we wskazane miejsce. Jednostki robotnicze wysłane do surowców automatycznie rozpoczną ich gromadzenie. /// Sends constructed units to the designated point. Workers rallied to resources will begin gathering automatically.=11320
Button/Tooltip/RapidRegeneration,Zagrzebany karakan bardzo szybko regeneruje życie. /// The Roach regenerates life very quickly while burrowed.=11321
Button/Tooltip/RaptorACGluescreenDummy,Szybka jednostka walcząca w zwarciu. Przeskakuje przeszkody i doskakuje do celów. Zadaje większe obrażenia.<n/><n/><c val="FFFF8A">Może atakować jednostki naziemne.</c>=11322
Button/Tooltip/Ravager,Jednostka artyleryjska. Wykorzystuje żrącą żółć.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11323
Button/Tooltip/RavagerACGluescreenDummy,Jednostka artyleryjska. Wykorzystuje żrącą żółć.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11324
Button/Tooltip/RavagerBurrowed,Jednostka artyleryjska. Wykorzystuje żrącą żółć.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11325
Button/Tooltip/RavagerCocoon,W tym kokonie znajduje się karakan, który przekształca się w pustoszyciela.=11326
Button/Tooltip/RavasaurACGluescreenDummy,Jednostka atakująca z dystansu. Miota na duże odległości wielkimi kulami kwasu.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne.</c>=11327
Button/Tooltip/Raven,Jednostka wsparcia powietrznego. Może używać wieżyczek automatycznych, robotów obrony punktowej i pocisków Łowca.<n/><n/><c val="FFE303">Wykrywacz</c>=11328
Button/Tooltip/RavenTypeIIACGluescreenDummy,Prototypowa jednostka wsparcia powietrznego. Może używać wieżyczek kinetycznych, biomechanicznych robotów naprawczych i pocisków Predator.<n/><n/><c val="FFE303">Wykrywacz</c>=11329
Button/Tooltip/Reactor,Umożliwia równoczesne tworzenie 2 jednostek. /// Allows 2 units to be created simultaneously.=11330
Button/Tooltip/Reaper,Komandos. Potrafi pokonywać klify. Poza walką szybko regeneruje zdrowie. Wykorzystuje ładunki KD8.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11331
Button/Tooltip/ReaperSpeed,Zwiększa szybkość ruchu żniwiarzy.=11332
Button/Tooltip/ReaverACGluescreenDummy,Jednostka oblężnicza. Wypuszcza skarabeusze, które zadają duże obrażenia seryjne na obszarze.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne.</c>=11333
Button/Tooltip/Refinery,Stawiana na gejzerze z wespanem. Pozwala na wydobycie gazu. /// Built over a Vespene Geyser to allow harvesting of vespene gas.=11334
Button/Tooltip/RefineryRich,Stawiana na gejzerze z wespanem. Pozwala na wydobycie gazu.=11335
Button/Tooltip/RenegadeMissileTurret,Budowla obrony przeciwlotniczej. Wroga wobec wszystkich graczy.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki powietrzne.</c><n/><c val="FFE303">Wykrywacz</c>=11336
Button/Tooltip/Repair,Przywraca punkty życia jednostkom mechanicznym i budowlom kosztem surowców. /// Restores life to mechanical units and structures at the cost of resources.=11337
Button/Tooltip/ResearchBansheeCloak,Pozwala <c val="ffff8a">banshee</c> używać zdolności maskowania. Maskowanie czyni <c val="ffff8a">banshee</c> niewidzialnymi dla wrogów, chyba że dysponują oni jednostkami lub efektami wykrywającymi.=11338
Button/Tooltip/ResearchBattlecruiserEnergyUpgrade,Zwiększa energię początkową <c val="ffff8a">krążowników</c> o <d ref="Upgrade,BattlecruiserBehemothReactor,EffectArray[0].Value"/>.=11339
Button/Tooltip/ResearchBattlecruiserSpecializations,Wyposaża krążowniki w działa <c val="ffff8a">Yamato</c>.=11340
Button/Tooltip/ResearchBurrow,Umożliwia wszystkim naziemnym jednostkom zergów zagrzebywanie się. Zagrzebane jednostki nie mogą atakować, ale są niewidzialne, dopóki nie odkryją ich jednostki lub efekty wykrywające. /// Enables all Zerg ground units to use the Burrow ability. Burrow allows a unit to take cover underground, rendering it unable to attack. A burrowed unit is invisible unless revealed by detectors or effects.=11341
Button/Tooltip/ResearchCharge,Zwiększa szybkość ruchu <c val="ffff8a">zelotów</c> i umożliwia im prowokowanie pobliskich wrogów.=11342
Button/Tooltip/ResearchDurableMaterials,Wydłuża czas funkcjonowania tworzonych przez kruki <c val="ffff8a">wieżyczek automatycznych</c> i <c val="ffff8a">robotów obrony punktowej</c>.=11343
Button/Tooltip/ResearchExtendedThermalLance,Zwiększa zasięg broni <c val="ffff8a">kolosów</c>.=11344
Button/Tooltip/ResearchGhostEnergyUpgrade,Zwiększa energię początkową <c val="ffff8a">duchów</c> o <d ref="Upgrade,GhostMoebiusReactor,EffectArray[0].Value"/>.=11345
Button/Tooltip/ResearchGraviticBooster,Zwiększa szybkość ruchu <c val="ffff8a">obserwatorów</c>.=11346
Button/Tooltip/ResearchGraviticDrive,Zwiększa szybkość ruchu <c val="ffff8a">pryzmatów nadprzestrzennych</c>.=11347
Button/Tooltip/ResearchHallucination,Umożliwia <c val="ffff8a">wartownikom</c> tworzenie halucynacji.<n/><n/>Halucynacja tworzy kopię wybranych jednostek. Kopia zachowuje się jak prawdziwa jednostka, ale nie może zadawać obrażeń, korzystać z aktywnych umiejętności i łatwiej ginie. Halucynacje istnieją przez <d ref="Behavior,HallucinationTimedLife,Duration"/> s, po czym znikają. Wykrywacze wroga potrafią odróżnić halucynacje od prawdziwych jednostek protosów.=11348
Button/Tooltip/ResearchHiSecAutoTracking,Dodaje +1 do zasięgu <c val="ffff8a">wieżyczek automatycznych</c>, <c val="ffff8a">wieżyczek przeciwlotniczych</c>, <c val="ffff8a">fortec planetarnych</c> i <c val="ffff8a">robotów obrony punktowej</c>.=11349
Button/Tooltip/ResearchHighCapacityBarrels,Ulepsza miotacze ognia „Diablo” <c val="ffff8a">helionów</c> tak, że zadają +5 pkt. obrażeń lekkim jednostkom.<n/><n/><c val="#ColorAttackInfo">Nie wpływa na helbaty.</c>=11350
Button/Tooltip/ResearchHighTemplarEnergyUpgrade,Zwiększa energię początkową <c val="ffff8a">wysokich templariuszy</c> o <d ref="Upgrade,HighTemplarKhaydarinAmulet,EffectArray[0].Value"/>.=11351
Button/Tooltip/ResearchIncreasedRange,Zwiększa zasięg broni <c val="ffff8a">nieśmiertelnego</c>.=11352
Button/Tooltip/ResearchInterceptorLaunchSpeedUpgrade,Sprawia, że <c val="ffff8a">lotniskowiec</c> szybciej wypuszcza przechwytywacze.=11353
Button/Tooltip/ResearchJotunBoosters,Rakiety Lanzer <c val="ffff8a">wikinga</c> zyskują +2 zasięgu.=11354
Button/Tooltip/ResearchMedivacEnergyUpgrade,Zwiększa energię początkową <c val="ffff8a">promów medycznych</c> o <d ref="Upgrade,MedivacCaduceusReactor,EffectArray[0].Value"/>.=11355
Button/Tooltip/ResearchNeosteelFrame,Zwiększa ładowność <c val="ffff8a">bunkrów</c> o dwa miejsca. Zapewnia też dodatkową przestrzeń ładowną w <c val="ffff8a">centrach dowodzenia</c> i <c val="ffff8a">fortecach planetarnych</c>.=11356
Button/Tooltip/ResearchNeuralParasite,Udostępnia <c val="ffff8a">infektorom</c> umiejętność „Pasożyt neuronalny”.=11357
Button/Tooltip/ResearchPersonalCloaking,Umożliwia <c val="ffff8a">duchom</c> używanie maskowania, co czyni je niewidzialnymi dla wrogów, dopóki nie odkryją ich jednostki lub efekty wykrywające.=11358
Button/Tooltip/ResearchPsiStorm,Umożliwia <c val="ffff8a">wysokim templariuszom</c> rozpętywanie burz energii psionicznej, które zadają ciężkie obrażenia każdej jednostce na obszarze docelowym.=11359
Button/Tooltip/ResearchPunisherGrenades,Ulepszają ataki <c val="ffff8a">maruderów</c> o efekt spowolnienia trafionych jednostek.=11360
Button/Tooltip/ResearchRavenEnergyUpgrade,Zwiększa energię początkową <c val="ffff8a">kruków</c> o <d ref="Upgrade,RavenCorvidReactor,EffectArray[0].Value"/>.=11361
Button/Tooltip/ResearchSeekerMissile,Uzbraja <c val="ffff8a">kruki</c> w pociski Łowca, które aktywują się po <d ref="Behavior,SeekerMissileTimeout,Duration[0]"/> sek. i zadają znajdującemu się w zasięgu celowi <d ref="Effect,SeekerMissileDamage,Amount"/> pkt. obrażeń na obszarze.=11362
Button/Tooltip/ResearchShieldWall,<c val="ffff8a">Marines</c> zyskują 10 punktów życia.=11363
Button/Tooltip/ResearchSiegeTech,Umożliwia <c val="ffff8a">czołgom</c> przejście w tryb oblężniczy. W trybie tym czołgi oblężnicze mają znacznie większy zasięg i siłę rażenia, ale nie mogą się przemieszczać.=11364
Button/Tooltip/ResearchStalkerTeleport,Umożliwia <c val="ffff8a">tropicielom</c> teleportację do pobliskiego miejsca.=11365
Button/Tooltip/ResearchStrikeCannons,Wyposaża <c val="ffff8a">thory</c> w Działka uderzeniowe 250 mm.=11366
Button/Tooltip/ResearchVoidRaySpeedUpgrade,Zwiększa szybkość ruchu i przyspieszenie <c val="ffff8a">promieni otchłani</c>.=11367
Button/Tooltip/ResearchWarpGate,Umożliwia ulepszanie <c val="ffff8a">bram</c> do wrót przesyłowych.=11368
Button/Tooltip/ReturnCargo,Zwraca niesione surowce do najbliższego punktu zrzutu. /// Returns the carried resources to the nearest drop-off point.=11369
Button/Tooltip/RichMineralField,Robotnicy mogą wydobywać minerały z tego pola minerałów w szybszym tempie. /// Workers can harvest minerals from this Mineral Field at a faster rate than normal.=11370
Button/Tooltip/Roach,Jednostka szturmowa. Szybko regeneruje zdrowie po zagrzebaniu. Potrafi przekształcać się w pustoszyciela.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11371
Button/Tooltip/RoachACGluescreenDummy,Jednostka szturmowa. Po zagrzebaniu szybko odzyskuje zdrowie.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne.</c>=11372
Button/Tooltip/RoachVileACGluescreenDummy,Odmiana: parszywiec<n/><n/>Jednostka szturmowa. Zagrzebana szybko regeneruje zdrowie. Ataki osłabiają cel, zmniejszają jego szybkość ruchu i ataku.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=11373
Button/Tooltip/RoachWarren,Umożliwia ulepszanie karakanów.<n/><n/><c val="ffff8a">Udostępnia:</c><n/> – karakany z larw,<n/> – Pustoszycieli z karakanów.=11374
Button/Tooltip/RoboticsBay,Umożliwia ulepszanie obserwatorów, pryzmatów nadprzestrzennych i kolosów.<n/><n/><c val="ffff8a">Udostępnia:</c><n/> – kolosy w zakładzie robotyki,<n/> – destabilizatory w zakładzie robotyki.=11375
