Actor/EditorSuffix/GuideVisualQuadSplat,(Deprecated)=0
Actor/Name/SpectreMP,幽魂 - 多人對戰 /// Spectre MP=17394
Actor/Name/SpectreMPAttack,幽魂 - 多人對戰 - 攻擊 /// Spectre MP Attack=17395
Actor/Name/SpectreShieldCast,幽魂 - 護盾 - 施放 /// Spectre Shield Cast=17396
Actor/Name/SpectreShieldImpactModel,幽魂 - 護盾 - 衝擊模型 /// Spectre Shield Impact Model=17397
Actor/Name/SpectreShieldLoop,幽魂 - 護盾 - 循環 /// Spectre Shield Loop=17398
Actor/Name/SpectreShieldRange,幽魂 - 護盾 - 範圍 /// Spectre Shield Range=17399
Actor/Name/Spell_BlindingCloud_Impact,技能 - 障目毒霧 - 衝擊 /// Spell_BlindingCloud_Impact=17400
Actor/Name/Spell_CloakField_Off,技能 - 匿蹤力場 - 關閉 /// Spell_CloakField_Off=17401
Actor/Name/Spell_CloakField_On,技能 - 匿蹤力場 - 啟用 /// Spell_CloakField_On=17402
Actor/Name/Spell_CombatDrugs_Launch,技能 - 戰鬥藥品 - 啟動 /// Spell_CombatDrugs_Launch=17403
Actor/Name/Spell_CreepSpray_Loop,技能 - 蟲苔噴沫 - 循環 /// Spell_CreepSpray_Loop=17404
Actor/Name/Spell_DisablingCloud_Impact,技能 - 失能毒雲 - 衝擊 /// Spell_DisablingCloud_Impact=17405
Actor/Name/Spell_Entomb_Impact,技能 - 隔絕罩 - 衝擊 /// Spell_Entomb_Impact=17406
Actor/Name/Spell_Entomb_Launch,技能 - 隔絕罩 - 啟動 /// Spell_Entomb_Launch=17407
Actor/Name/Spell_Preordain_Impact,技能 - 預知 - 衝擊 /// Spell_Preordain_Impact=17408
Actor/Name/Spell_Preordain_Launch,技能 - 預知 - 啟動 /// Spell_Preordain_Launch=17409
Actor/Name/Spell_Yoink_Impact,技能 - 猛拔 - 衝擊 /// Spell_Yoink_Impact=17410
Actor/Name/SpineCrawlerAttackDeathForce,脊刺爬行蟲 - 攻擊 - 死亡 - 動力 /// Spine Crawler Attack Death Force=17411
Actor/Name/SpineCrawlerAttackSprawlDeathForce,脊刺爬行蟲 - 攻擊 - 展開 - 死亡 - 動力 /// Spine Crawler Attack Sprawl Death Force=17412
Actor/Name/SpineCrawlerHurlDeathForce,脊刺爬行蟲 - 發射 - 死亡 - 動力 /// Spine Crawler Hurl Death Force=17413
Actor/Name/SpineCrawlerHurlDeathRagdoll,脊刺爬行蟲 - 發射 - 死亡布娃娃 /// Spine Crawler Hurl Death Ragdoll=17414
Actor/Name/SpineCrawlerHurlDeathRagdollBloodPrevent,脊刺爬行蟲 - 發射 - 死亡布娃娃 - 鮮血 - 防止 /// Spine Crawler Hurl Death Ragdoll Blood Prevent=17415
Actor/Name/SpineCrawlerHurlDeathRagdollWithTeamColor,脊刺爬行蟲 - 發射 - 死亡布娃娃 - 隊伍顏色 /// Spine Crawler Hurl Death Ragdoll With Team Color=17416
Actor/Name/SplatPreInitTest,效果圖 - 預置初始測試 /// Splat Pre Init Test=17417
Actor/Name/SporeCrawlerAttackExplosiveForce,脊刺爬行蟲 - 攻擊 - 爆炸 -  動力 /// Spore Crawler Attack Explosive Force=17418
Actor/Name/SporeCrawlerAttackForce,脊刺爬行蟲 - 攻擊 - 動力 /// Spore Crawler Attack Force=17419
Actor/Name/StalkerAttackDeathForce,追獵者 - 攻擊 - 死亡 - 動力 /// Stalker Attack Death Force=17420
Actor/Name/StalkerAttackRingDeathForce,追獵者 - 攻擊 - 光環 - 死亡 - 動力 /// Stalker Attack Ring Death Force=17421
Actor/Name/StalkerForceDirectionRandomizer,追獵者 - 動力 - 方向 - 隨機發生器 /// Stalker Force Direction Randomizer=17422
Actor/Name/Stalker_Land,Stalker_Land /// Stalker_Land=17423
Actor/Name/StarshipArch,星際戰艦 - 拱門 /// Starship Arch=17424
Actor/Name/StarshipCockpit,星際戰艦 - 座艙 /// Starship Cockpit=17425
Actor/Name/StarshipContainers,星際戰艦 - 容器 /// Starship Containers=17426
Actor/Name/StarshipCurtain,遮蔽物(視線阻擋器) /// Curtain (LOS BLOCKER)=17427
Actor/Name/StarshipEngine,星際戰艦 - 引擎 /// Starship Engine=17428
Actor/Name/StarshipHallTrim,蟲族之心 - 星際戰艦 - 大廳佈置 /// HotS - Starship Hall Trim=17429
Actor/Name/StarshipHoldingPen,星際戰艦隔離槽 /// Starship Holding Pen=17430
Actor/Name/StarshipHoldingPenLarge,星際戰艦隔離槽大型 /// Starship Holding Pen Large=17431
Actor/Name/StarshipIceWorldFauna,星際戰艦冰天雪地動物 /// Starship Ice World Fauna=17432
Actor/Name/StarshipIceWorldFlora,星際戰艦冰天雪地植物 /// Starship Ice World Flora=17433
Actor/Name/StarshipIceWorldIceSamples,星際戰艦冰天雪地寒冰樣本 /// Starship Ice World Ice Samples=17434
Actor/Name/StarshipIceWorldMinerals,星際戰艦冰天雪地晶礦 /// Starship Ice World Minerals=17435
Actor/Name/StarshipOrnateElements,星際戰艦華麗元素 /// Starship Ornate Elements=17436
Actor/Name/StarshipOrnateWindowCurved,星際戰艦華麗窗戶曲面 /// Starship Ornate Window Curved=17437
Actor/Name/StarshipOuterHullPlates,星際戰艦外圍船體甲板 /// Starship Outer Hull Plates=17438
Actor/Name/StarshipProtossWallpost,星際戰艦 - 神族告示牆 /// Starship Protoss Wallpost=17439
Actor/Name/StarshipVacuumEffect,星際戰艦真空效果 /// Starship Vacuum Effect=17440
Actor/Name/StarshipVent,星際戰艦通風口 /// Starship Vent=17441
Actor/Name/StarshipVentdoor,星際戰艦通風口大門 /// Starship Vent Door=17442
Actor/Name/StarshipVentdoorUnit,星際戰艦通風口大門單位(BLUR) /// Starship Vent Door Unit (BLUR)=17443
Actor/Name/StarshipVentdoorUnit2,星際戰艦通風口大門單位(ULBR) /// Starship Vent Door Unit (ULBR)=17444
Actor/Name/StarshipWallLights,星際戰艦牆壁燈光 /// Starship Wall Lights=17445
Actor/Name/StarshipWingPiece,星際戰艦 - 翼片 /// Starship Wing Piece=17446
Actor/Name/StasisTinter,靜滯 - 著色器 /// Stasis Tinter=17447
Actor/Name/StormSphereAttachment,風暴球 - 附加物 /// Storm Sphere Attachment=17448
Actor/Name/StunRoundAttack,震爆彈 - 攻擊 /// Stun Round Attack=17449
Actor/Name/StunRoundAttackBeam,震爆彈 - 攻擊光束 /// Stun Round Attack Beam=17450
Actor/Name/StunRoundImpactModel,震爆彈_衝擊模型 /// Stun Round Impact Model=17451
Actor/Name/StunRoundImpactSound,震爆彈_衝擊音效 /// Stun Round Impact Sound=17452
Actor/Name/StunRoundModel,震爆彈_模型 /// Stun Round Model=17453
Actor/Name/StunRoundRange,震爆彈_範圍 /// Stun Round Range=17454
Actor/Name/StunRoundTinter,震爆彈 - 著色器 /// Stun Round Tinter=17455
Actor/Name/Subjugator,征服者 /// Subjugator=17456
Actor/Name/SubjugatorAttack,征服者 - 攻擊 /// Subjugator Attack=17457
Actor/Name/SwarmHostCocoon,百生獸 - 蟲繭 /// Swarm Host Cocoon=17458
Actor/Name/SwarmHostDeathRagdoll,百生獸 - 死亡布娃娃 /// Swarm Host Death Ragdoll=17459
Actor/Name/SwarmHostDeathRagdollDetonationForce,百生獸 - 死亡布娃娃 - 引爆 - 動力 /// Swarm Host Death Ragdoll Detonation Force=17460
Actor/Name/SwarmHostEggSpawn,百生獸 - 蟲卵 - 孵化 /// Swarm Host Egg Spawn=17461
Actor/Name/SwarmHostMP,百生獸 - 多人對戰 /// Swarm Host MP=17462
Actor/Name/SwarmHostMPBurrowedSound,百生獸 - 多人對戰 - 遁地的 - 音效 /// Swarm Host MP Burrowed Sound=17463
Actor/Name/SwarmHostMPBurrowedSplat,百生獸 - 多人對戰 - 遁地的 - 效果圖 /// Swarm Host MP Burrowed Splat=17464
Actor/Name/SwarmHostMPEgg,百生獸 - 多人對戰 - 蟲卵 /// Swarm Host MP Egg=17465
Actor/Name/SwarmHost_Land,SwarmHost_Land /// SwarmHost_Land=17466
Actor/Name/SwarmTestCurtain,蟲群測試遮蔽物(視線阻擋器) /// Swarm Test Curtain (LOS Blocker)=17467
Actor/Name/TIMAppendix,T.I.M.附件 /// T.I.M. Appendix=17468
Actor/Name/TalDarimDoor,塔達力姆閘門 /// Tal Darim Door=17469
Actor/Name/TalDarimSuperMegaPylon,塔達力姆超巨大水晶塔 /// Tal Darim Super Mega Pylon=17470
Actor/Name/TalDarimTower,星際戰艦高塔 /// Starship Tower=17471
Actor/Name/TalkIconBubble,對話圖示泡泡 /// Talk Icon Bubble=17472
Actor/Name/TalkIconRing,對話圖示泡泡環 /// Talk Icon Ring=17473
Actor/Name/TalonsLMAttack,蟲爪 - LM - 攻擊 /// Talons LMAttack=17474
Actor/Name/TalonsLMAttackMissile,蟲爪 - LM - 攻擊 - 飛彈 /// Talons LMAttack Missile=17475
Actor/Name/TarBubble,焦油泡 /// Tar Bubble=17476
Actor/Name/TarSludge,焦油泥 /// Tar Sludge=17477
Actor/Name/Tempest,暴風艦 /// Tempest=17478
Actor/Name/TempestAttack,暴風艦 - 攻擊 /// Tempest Attack=17479
Actor/Name/TempestAttackForce,暴風艦 - 攻擊 - 動力 /// Tempest Attack Force=17480
Actor/Name/TempestAttackMissile,暴風艦 - 攻擊 - 飛彈 /// Tempest Attack Missile=17481
Actor/Name/TempestDeathRagdoll,暴風艦 - 死亡布娃娃 /// Tempest Death Ragdoll=17482
Actor/Name/TempestDeathRagdollDetonationForce,暴風艦 - 死亡布娃娃 - 引爆 - 動力 /// Tempest Death Ragdoll Detonation Force=17483
Actor/Name/TempestRange,暴風艦範圍 /// Tempest Range=17484
Actor/Name/TempestUnitModelFrameActor,暴風艦 - 單位模型 - 框架動作者 /// Tempest Unit Model Frame Actor=17485
Actor/Name/TempestWarpInStargate,暴風艦 - 躍傳 - 星際之門 /// Tempest Warp In Stargate=17486
Actor/Name/Tempest_AirAttackPreCast,Tempest_AirAttackPreCast /// Tempest_AirAttackPreCast=17487
Actor/Name/Tempest_Death,Tempest_Death /// Tempest_Death=17488
Actor/Name/TemporalFieldCursorSplat,時空力場 - 游標效果圖 /// Temporal Field Cursor Splat=17489
Actor/Name/TemporalFieldImpactModel,時空力場 - 衝擊模型 /// Temporal Field Impact Model=17490
Actor/Name/TemporalFieldModel,時空力場 - 模型 /// Temporal Field Model=17491
Actor/Name/TemporalFieldRange,時空力場 - 範圍 /// Temporal Field Range=17492
Actor/Name/TemportalFieldEnd,時空力場 - 結束 /// Temportal Field End=17493
Actor/Name/TemportalFieldLaunch,時空力場 - 發射 /// Temportal Field Launch=17494
Actor/Name/TemportalFieldLoop,時空力場 - 循環 /// Temportal Field Loop=17495
Actor/Name/TentacleMonster,觸鬚怪 /// Tentacle Monster=17496
Actor/Name/TerrainObjectCharTerranLavaFlow_Doodad,地形物件查爾星人類熔岩流 /// Terrain Object Char Terran Lava Flow=17497
Actor/Name/TerrainObjectCollapsingIceLargeDoodad,地形物件瓦解的寒冰大型 /// Terrain Object Collapsing Ice Large=17498
Actor/Name/TerrainObjectCollapsingIceMediumDoodad,地形物件瓦解的寒冰中型 /// Terrain Object Collapsing Ice Medium=17499
Actor/Name/TerrainObjectDisintegratorPowerLinkDoodad,崩解器動力連結(地形物件飾物) /// Disintegrator Power Link (Terrain Object Doodad)=17500
Actor/Name/TerrainObjectExpeditionGateDoodad,遠征大門(地形物件) /// Expedition Gate (Terrain Object)=17501
Actor/Name/TerrainObjectHoldingPenDoodad,地形物件隔離槽 /// Terrain Object Holding Pen=17502
Actor/Name/TerrainObjectHybridGasVentDoodad,混源體瓦斯通風口 - 地形物件 /// Hybrid Gas Vent - Terrain Object=17503
Actor/Name/TerrainObjectHybridLabBrutaliskCageDoodad,蟲族之心 - 地形物件混源體實驗室殘暴蟲牢籠飾物 /// HotS - Terrain Object Hybrid Lab Brutalisk Cage Doodad=17504
Actor/Name/TerrainObjectProtossDockingBayDoodad,地形物件神族停泊區 /// Terrain Object Protoss Docking Bay=17505
Actor/Name/TerrainObjectSpacePrisonFloorDoodad,太空監獄地板(地形物件) /// Space Prison Floor (Terrain Object)=17506
Actor/Name/TerrainObjectSpacePrisonGridFloorDoodad,太空監獄網格地板(地形物件) /// Space Prison Grid Floor (Terrain Object)=17507
Actor/Name/TerrainObjectStarshipFloraPod,地形物件星際戰艦植物艙 /// Terrain Object Starship Flora Pod=17508
Actor/Name/TerrainObjectStarshipFloraPodDoodadA,地形物件植物艙飾物(A) /// Terrain Object Flora Pod Doodad (A)=17509
Actor/Name/TerrainObjectStarshipFloraPodDoodadB,地形物件植物艙飾物(B) /// Terrain Object Flora Pod Doodad (B)=17510
Actor/Name/TerrainObjectStarshipFloraPodDoodadC,地形物件植物艙飾物(C) /// Terrain Object Flora Pod Doodad (C)=17511
Actor/Name/TerrainObjectStarshipFloraPodDoodadD,地形物件植物艙飾物(D) /// Terrain Object Flora Pod Doodad (D)=17512
Actor/Name/TerrainObjectStarshipFloraPodDoodadE,地形物件植物艙飾物(E) /// Terrain Object Flora Pod Doodad (E)=17513
Actor/Name/TerrainObjectStarshipFloraPodDoodadF,地形物件植物艙飾物(F) /// Terrain Object Flora Pod Doodad (F)=17514
Actor/Name/TerrainObjectStarshipFloraPodDoodadG,地形物件植物艙飾物(G) /// Terrain Object Flora Pod Doodad (G)=17515
Actor/Name/TerrainObjectStarshipFloraPodDoodadH,地形物件植物艙飾物(H) /// Terrain Object Flora Pod Doodad (H)=17516
Actor/Name/TerrainObjectStarshipOrnateWallCurved,地形物件星際戰艦華麗牆壁曲面 /// Terrain Object Starship Ornate Wall Curved=17517
Actor/Name/TerrainSquibAnimations,人類 - 小型爆破效果動畫 /// Terrain Squib Animations=17518
Actor/Name/TerranAntiAirVehicle,人類防空載具 /// Terran Anti Air Vehicle=17519
Actor/Name/TerranAntiAirVehicleAttack,人類防空載具 - 攻擊 /// Terran Anti Air Vehicle Attack=17520
Actor/Name/TerranAntiAirVehicleAttackMissile,人類防空載具 - 攻擊 - 飛彈 /// Terran Anti Air Vehicle Attack Missile=17521
Actor/Name/TerranAntiAirVehicleTurret,人類防空載具 - 砲塔 /// Terran Anti Air Vehicle Turret=17522
Actor/Name/TerranAntiAirWalker,人類防空步行機 /// Terran Anti Air Walker=17523
Actor/Name/TerranAntiAirWalkerAttack,人類防空步行機 - 攻擊 /// Terran Anti Air Walker Attack=17524
Actor/Name/TerranAntiAirWalkerAttackMissile,人類防空步行機 - 攻擊 - 飛彈 /// Terran Anti Air Walker Attack Missile=17525
Actor/Name/TerranAntiAirWalkerMarauder,人類防空步行機 - 掠奪者 /// Terran Anti Air Walker Marauder=17526
Actor/Name/TerranAntiAirWalkerMarauderOffset,人類防空步行機 - 掠奪者 - 偏移 /// Terran Anti Air Walker Marauder Offset=17527
Actor/Name/TerranAntiAirWalkerMarauderRotation,人類防空步行機 - 掠奪者 - 旋轉 /// Terran Anti Air Walker Marauder Rotation=17528
Actor/Name/TerranAntiAirWalkerTurret,人類防空步行機 - 砲塔 /// Terran Anti Air Walker Turret=17529
Actor/Name/TerranButcherPropLarge,人類肉販屬性 - 大 /// Terran Butcher Prop Large=17530
Actor/Name/TerranButcherPropSmall,人類肉販屬性 - 小 /// Terran Butcher Prop Small=17531
Actor/Name/TerranHalfWall,人類半牆 /// Terran Half Wall=17532
Actor/Name/TerrazineGeyser,態化氫湧源 /// Terrazine Geyser=17533
Actor/Name/TestBlade,測試刀刃 /// Test Blade=17534
Actor/Name/TestDomeRegion,測試圓頂區域 /// Test Dome Region=17535
Actor/Name/TestDomeSoundEmitterRegion,測試圓頂音效發射器區域 /// Test Dome Sound Emitter Region=17536
Actor/Name/TestForceAlpha,測試力道 - Alpha /// Test Force Alpha=17537
Actor/Name/TestForceBeta,測試力道 - Beta /// Test Force Beta=17538
Actor/Name/TestForceBox,測試力道 - 方塊 /// Test Force Box=17539
Actor/Name/TestForceBoxAngled,測試力道 - 方塊 - 有角度 /// Test Force Box Angled=17540
Actor/Name/TestForceCylinder,測試力道 - 圓柱 /// Test Force Cylinder=17541
Actor/Name/TestForceDelta,測試力道 - 三角 /// Test Force Delta=17542
Actor/Name/TestForceEpsilon,測試力道 - Epsilon /// Test Force Epsilon=17543
Actor/Name/TestForceEta,測試力道 - Eta /// Test Force Eta=17544
Actor/Name/TestForceForward,測試力道 - 向前 /// Test Force Forward=17545
Actor/Name/TestForceGamma,測試力道 - Gamma /// Test Force Gamma=17546
Actor/Name/TestForceHemi,測試力道 - 半 /// Test Force Hemi=17547
Actor/Name/TestForceHemiForward,測試力道 - 半 - 向前 /// Test Force Hemi Forward=17548
Actor/Name/TestForceRadBox,測試力道 - 雷達 - 方塊 /// Test Force Rad Box=17549
Actor/Name/TestForceRadCone,測試力道 - 雷達 - 圓錐 /// Test Force Rad Cone=17550
Actor/Name/TestForceRadCylinder,測試力道 - 雷達 - 圓柱 /// Test Force Rad Cylinder=17551
Actor/Name/TestForceRadSphere,測試力道 - 雷達 - 球體  /// Test Force Rad Sphere=17552
Actor/Name/TestForceRadSphereHosted,測試力道 - 雷達 - 球體 - 具主體  /// Test Force Rad Sphere Hosted=17553
Actor/Name/TestForceSphere,測試力道 - 球體  /// Test Force Sphere=17554
Actor/Name/TestForceZeta,測試力道 - Zeta /// Test Force Zeta=17555
Actor/Name/TestZerg,測試蟲族 /// Test Zerg=17556
Actor/Name/ThawUnit,解凍單位 /// Thaw Unit=17557
Actor/Name/Thor250mmStrikeCannonForce,雷神 - 250毫米突擊砲 - 動力 /// Thor250mm Strike Cannon Force=17558
Actor/Name/Thor250mmStrikeCannonForce01,雷神 - 250毫米突擊砲 - 動力01 /// Thor250mm Strike Cannon Force 01=17559
Actor/Name/Thor250mmStrikeCannonForce02,雷神 - 250毫米突擊砲 - 動力02 /// Thor250mm Strike Cannon Force 02=17560
Actor/Name/Thor250mmStrikeCannonForce03,雷神 - 250毫米突擊砲 - 動力03 /// Thor250mm Strike Cannon Force 03=17561
Actor/Name/Thor250mmStrikeCannonForceBase,雷神 - 250毫米突擊砲 - 動力 - 基地 /// Thor250mm Strike Cannon Force Base=17562
Actor/Name/ThorAAAttackForce,雷神 - 對空攻擊 - 動力 /// Thor AAAttack Force=17563
Actor/Name/ThorAAAttackSprayForce,雷神 - 對空攻擊 - 散射 - 動力 /// Thor AAAttack Spray Force=17564
Actor/Name/ThorAttackForce,雷神 - 攻擊 - 動力 /// Thor Attack Force=17565
Actor/Name/ThorAttackForceUp,雷神 - 攻擊 - 動力 - 向上 /// Thor Attack Force Up=17566
Actor/Name/ThorAttackImpulse,雷神 - 攻擊 - 脈動 /// Thor Attack Impulse=17567
Actor/Name/ThorDeathRagdoll,雷神 - 死亡布娃娃 /// Thor Death Ragdoll=17568
Actor/Name/ThorDeathRagdollDetonationForce,雷神 - 死亡布娃娃 - 引爆 - 動力 /// Thor Death Ragdoll Detonation Force=17569
Actor/Name/Thor_Land,Thor_Land /// Thor_Land=17570
Actor/Name/TornadoMissileAttack,龍捲飛彈 - 攻擊 /// Tornado Missile Attack=17571
Actor/Name/TornadoMissileAttackMissile,龍捲飛彈 - 攻擊 - 飛彈 /// Tornado Missile Attack Missile=17572
Actor/Name/TornadoMissileDummyAttack,龍捲飛彈 - 模型 - 攻擊 /// Tornado Missile Dummy Attack=17573
Actor/Name/TornadoMissileDummyAttackMissile,龍捲飛彈 - 模型 - 攻擊 - 飛彈 /// Tornado Missile Dummy Attack Missile=17574
Actor/Name/TowerMine,哨塔機雷 /// Tower Mine=17575
Actor/Name/TramBackground,軌道列車背景 /// Tram Background=17576
Actor/Name/TramCar,軌道列車 /// Tram Car=17577
Actor/Name/TramCrane,軌道列車起重機 /// Tram Crane=17578
Actor/Name/TramCraneRelay,軌道列車起重機傳遞 /// Tram Crane Relay=17579
Actor/Name/UI_ResourcePickup,UI_ResourcePickup /// UI_ResourcePickup=17580
Actor/Name/Ultra_Land,Ultra_Land /// Ultra_Land=17581
Actor/Name/UltraliskAttackForce,雷獸 - 攻擊 - 動力 /// Ultralisk Attack Force=17582
Actor/Name/UltraliskAttackLateralForce,雷獸 - 攻擊 - 橫向 - 動力 /// Ultralisk Attack Lateral Force=17583
Actor/Name/UltraliskAttackLateralLeftForce,雷獸 - 攻擊 - 橫向 - 左 - 動力 /// Ultralisk Attack Lateral Left Force=17584
Actor/Name/UltraliskAttackLateralRightForce,雷獸 - 攻擊 - 橫向 - 右 - 動力 /// Ultralisk Attack Lateral Right Force=17585
Actor/Name/UltraliskAttackUpwardForce,雷獸 - 攻擊 - 向上 - 動力 /// Ultralisk Attack Upward Force=17586
Actor/Name/UltraliskBurrowChargeImpact,雷獸 - 遁地突襲 - 衝擊 /// Ultralisk Burrow Charge Impact=17587
Actor/Name/UltraliskBurrowChargeMPCursorSplat,雷獸 - 遁地突襲 - 多人對戰 - 游標效果圖 /// Ultralisk Burrow Charge MP Cursor Splat=17588
Actor/Name/UltraliskBurrowChargeModel,雷獸 - 遁地突襲 - 模型 /// Ultralisk Burrow Charge Model=17589
Actor/Name/UltraliskChargeDeathForce,雷獸 - 衝鋒 - 死亡 - 動力 /// Ultralisk Charge Death Force=17590
Actor/Name/UltraliskChargeDeathImpulse,雷獸 - 遁地突襲 - 死亡 - 脈動 /// Ultralisk Charge Death Impulse=17591
Actor/Name/UltraliskDeathRagdoll,雷獸 - 死亡布娃娃 /// Ultralisk Death Ragdoll=17592
Actor/Name/UltraliskDeathRagdollDetonationForce,雷獸 - 死亡布娃娃 - 引爆 - 動力 /// Ultralisk Death Ragdoll Detonation Force=17593
Actor/Name/UmojanLabAlarms,尤摩捷實驗室警報 /// Umojan Lab Alarm=17594
Actor/Name/UmojanLabArch,尤摩捷實驗室拱門 /// Umojan Lab Arch=17595
Actor/Name/UmojanLabBackgroundCatwalk,尤摩捷實驗室背景狹窄通道 /// Umojan Lab Background Catwalk=17596
Actor/Name/UmojanLabBridgeThin,尤摩捷實驗室橋窄 /// Umojan Lab Bridge Thin=17597
Actor/Name/UmojanLabCatwalk,尤摩捷實驗室狹窄通道 /// Umojan Lab Catwalk=17598
Actor/Name/UmojanLabCatwalkAnimated,尤摩捷實驗室狹窄通道動畫 /// Umojan Lab Catwalk Animated=17599
Actor/Name/UmojanLabCatwalkBroken,尤摩捷實驗室狹窄通道毀壞 /// Umojan Lab Catwalk Broken=17600
Actor/Name/UmojanLabCatwalkSection45Left,尤摩捷實驗室狹窄通道區段45左中 /// Umojan Lab Catwalk Section 45 Left Medium=17601
Actor/Name/UmojanLabCatwalkSection45LeftShort,尤摩捷實驗室狹窄通道區段45左短 /// Umojan Lab Catwalk Section 45 Left Short=17602
Actor/Name/UmojanLabCatwalkSection45Right,尤摩捷實驗室狹窄通道區段45右中 /// Umojan Lab Catwalk Section 45 Right Medium=17603
