RequirementNode/Name/1,1=0
Unit/Name/Pulsar4DMDummy,Pulsar - 4DM Dummy=3902
Unit/Name/XayidMISSILE,Missile (Xayid)=3903
Unit/Name/XayidMISSILE_INVULNERBLE,Invulnerable Missile (Xayid)=3904
Upgrade/EditorPrefix/AAMDefenseTurret,Badger -=3905
Upgrade/EditorPrefix/AmplifiedSphere,Cataract -=3906
Upgrade/EditorPrefix/AnisopteraWings,Myriad -=3907
Upgrade/EditorPrefix/ApertureKeyhole,Aperture -=3908
Upgrade/EditorPrefix/BattleFrenzy,Reviler -=3909
Upgrade/EditorPrefix/BileDucts,Roamer -=3910
Upgrade/EditorPrefix/BlazeFirewallRevert,Blaze -=3911
Upgrade/EditorPrefix/BlitzerBoreanReactor,Blitzer -=3912
Upgrade/EditorPrefix/BoreDrills,Hornet -=3913
Upgrade/EditorPrefix/CalcifiedHusk,Roamer -=3914
Upgrade/EditorPrefix/CalibratedEngines,Spitfire -=3915
Upgrade/EditorPrefix/CleavingSpores,Raptor -=3916
Upgrade/EditorPrefix/CloakingGenerator,Processor -=3917
Upgrade/EditorPrefix/DexterousJoints,Xayidling -=3918
Upgrade/EditorPrefix/DissonanceProjector,Echo -=3919
Upgrade/EditorPrefix/EnhancedTargeting,Torrent -=3920
Upgrade/EditorPrefix/ExaltedShield,Pariah -=3921
Upgrade/EditorPrefix/FirewallShield,Blaze -=3922
Upgrade/EditorPrefix/FixerFusionWelders,Fixer -=3923
Upgrade/EditorPrefix/FixerReactiveArmor,Fixer -=3924
Upgrade/EditorPrefix/Hunker,Massalisk -=3925
Upgrade/EditorPrefix/IncendiaryInfusion,Exterminator -=3926
Upgrade/EditorPrefix/IntegratedOptics,Processor -=3927
Upgrade/EditorPrefix/InternalProducers,Tesla -=3928
Upgrade/EditorPrefix/LatentCharge,Volt -=3929
Upgrade/EditorPrefix/ModifiedGait,Volt -=3930
Upgrade/EditorPrefix/OcularAcuity,Xayidling -=3931
Upgrade/EditorPrefix/PhalanxReactor,Aquila -=3932
Upgrade/EditorPrefix/PiercingThrust,Xayidling -=3933
Upgrade/EditorPrefix/ProlongedSpores,Spitter -=3934
Upgrade/EditorPrefix/PulsarDampener,Pulsar -=3935
Upgrade/EditorPrefix/RefinedExcretion,Xayithoan -=3936
Upgrade/EditorPrefix/RefittedNozzles,Blaze -=3937
Upgrade/EditorPrefix/ReinforcedPlating,Equalizer -=3938
Upgrade/EditorPrefix/ResidualAcid,Prowler -=3939
Upgrade/EditorPrefix/ScorpaliskMetabolics,Scorpalisk -=3940
Upgrade/EditorPrefix/SelffixProtocol,Virtus -=3941
Upgrade/EditorPrefix/ShapedHull,Boar -=3942
Upgrade/EditorPrefix/ShieldCompulsion,Umbra - =3943
Upgrade/EditorPrefix/SpitfireMadcapRounds,Spitfire -=3944
Upgrade/EditorPrefix/StealthSystems,Courier -=3945
Upgrade/EditorPrefix/SubterraneanSensors,Mole -=3946
Upgrade/EditorPrefix/VengeanceMissile,Avenger -=3947
Upgrade/EditorPrefix/VolatileDischarge,Kraken -=3948
Upgrade/EditorPrefix/WraithChamber,Umbra - =3949
Validator/EditorPrefix/ElytraHasWeaponChargesCaster,Myriad -=3950
Validator/EditorPrefix/ElytraHasWeaponChargesRecall,Myriad -=3951
Validator/EditorPrefix/ElytraHasWeaponChargesSelf,Myriad -=3952
Validator/EditorPrefix/GamutOrbTargetIsDead,Inducer -=3953
Validator/EditorPrefix/GamutOrbTargetIsHidden,Inducer -=3954
Validator/EditorPrefix/HasNoTurn,Pulsar -=3955
Validator/EditorPrefix/TrackingMunitionsApplied,Spitfire -=3956
Validator/EditorPrefix/UseElytraHangarAttackRequirement,Myriad -=3957
Validator/EditorSuffix/UploaderNotResearchingAPR2,(Aquila Phalanx Reactor)=3958
Validator/Name/ACR,ACR=3959
Validator/Name/AegisShieldAuraKBTargetNotDead,Aegis - Shield Aura KB Target Not Dead=3960
Validator/Name/AnnexCapNotReached,Annex Cap Not Reached=3961
Validator/Name/AnnexDummyUnitIsAlive,Annex Dummy Unit Is Alive=3962
Validator/Name/Aperture1CargoAnd10Energy,Aperture 1 Cargo And 10 Energy=3963
Validator/Name/Aperture2CargoAnd20Energy,Aperture 2 Cargo And 20 Energy=3964
Validator/Name/Aperture4CargoAnd40Energy,Aperture 4 Cargo And 40 Energy=3965
Validator/Name/Aperture8CargoAnd80Energy,Aperture 8 Cargo And 80 Energy=3966
Validator/Name/ApertureEnergy,Aperture Energy=3967
Validator/Name/AquilaPhalanxReactorUpgraded,Aquila Phalanx Reactor Upgraded=3968
Validator/Name/ArmorIs0,Armor Is 0=3969
Validator/Name/ArmorIs1,Armor Is 1=3970
Validator/Name/ArmorIs2,Armor Is 2=3971
Validator/Name/ArmorIs3,Armor Is 3=3972
Validator/Name/ArmorIs4,Armor Is 4=3973
Validator/Name/ArmorIs5OrGreaterThan,Armor Is 5 Or Greater Than=3974
Validator/Name/AvengerTacticalAI,Avenger Tactical AI=3975
Validator/Name/AvengerVengeanceMissileUpgraded,Avenger Vengeance Missile Upgraded=3976
Validator/Name/BadgerAAMDefenseTurretUpgraded,Badger AAM Defense Turret Upgraded=3977
Validator/Name/BattleFrenzyIsComplete,Battle Frenzy Is Complete=3978
Validator/Name/BilePitNotSustained,Bile Pit Not Sustained=3979
Validator/Name/BlazeFirewallShieldUpgraded,Blaze Firewall Shield Upgraded=3980
Validator/Name/BlazeRefittedNozzlesUpgraded,Blaze Refitted Nozzles Upgraded=3981
Validator/Name/BlazeTacticalAI,BlazeTacticalAI=3982
Validator/Name/BlindingBurstActivate,Blinding Burst Activate=3983
Validator/Name/BlindingBurstCooldownComplete,Blinding Burst Cooldown Complete=3984
Validator/Name/BoreDrillTargetFilters,Hornet Bore Drills Upgraded=3985
Validator/Name/CanBeFused,Can Be Fused=3986
Validator/Name/CasterEnergyLT75,Caster Energy LT75=3987
Validator/Name/CasterHasChannel,@CasterHasChannel=3988
Validator/Name/CasterHasDealtNoDamage,Caster Has Dealt No Damage=3989
Validator/Name/CasterIsAnnexing,Caster Is Annexing=3990
Validator/Name/CasterIsAtrium,Caster Is Atrium=3991
Validator/Name/CasterIsConduit,Caster Is Conduit=3992
Validator/Name/CasterIsEdifice,Caster Is Edifice=3993
Validator/Name/CasterIsEmpyrean,Caster Is Empyrean=3994
Validator/Name/CasterIsFoundry,Caster Is Foundry=3995
Validator/Name/CasterIsMovingGTE3,Caster Is Moving GTE 3=3996
Validator/Name/CasterIsMovingGTE8,Caster Is Moving GTE 8=3997
Validator/Name/CasterIsMovingLT8,Caster Is Moving LT 8=3998
Validator/Name/CasterIsNotBlindedByProwler,Caster Is Not Blinded By Prowler=3999
Validator/Name/CasterIsNotUnderConstruction,Caster Is Not Under Construction=4000
Validator/Name/CasterIsOutlet,Caster Is Outlet=4001
Validator/Name/CasterIsSanctum,Caster Is Sanctum=4002
Validator/Name/CasterNotDealingDamage,Caster Not Dealing Damage=4003
Validator/Name/CasterShieldsGE20,Caster Shields GE20=4004
Validator/Name/ChargeCannon,ChargeCannon=4005
Validator/Name/ChargeCannonTM,ChargeCannonTM=4006
Validator/Name/CleavingSporesCompleted,Cleaving Spores Completed=4007
Validator/Name/DisguiseAsSpitfire,Disguise As Spitfire=4008
Validator/Name/DisguiseAsVolt,Disguise As Volt=4009
Validator/Name/DisguiseAsXayidling,Disguise As Xayidling=4010
Validator/Name/DistanceGE14,Distance GE 14=4011
Validator/Name/DistanceGE6,Distance GE 6=4012
Validator/Name/DistanceGE8,Distance GE 8 =4013
Validator/Name/DistanceGE9,Distance GE 9=4014
Validator/Name/DistanceLT8,Distance LT 8=4015
Validator/Name/DistanceLT9,Distance LT 9=4016
Validator/Name/EchoReverbFate,Echo Reverb Fate=4017
Validator/Name/EchoTeleportController,Echo Teleport Controller=4018
Validator/Name/ElytraHasWeaponChargesRecall,Elytra Has Weapon Charges Recall=4019
Validator/Name/ElytraHasWeaponChargesSelf,Elytra Has Weapon Charges Self=4020
Validator/Name/FixerNoFusionWelders,Fixer No Fusion Welders=4021
Validator/Name/FixerNoReactiveArmor,Fixer No Reactive Armor=4022
Validator/Name/GamutOrbTargetIsDead,Gamut Orb Target Is Dead=4023
Validator/Name/GamutOrbTargetIsHidden,Gamut Orb Target Is Hidden=4024
Validator/Name/HarbingerJudgementModeOn,Harbinger - Judgement Mode On=4025
Validator/Name/HasAegisShieldProtection,Has Aegis Shield Protection=4026
Validator/Name/HasBattleFrenzy,Has Battle Frenzy=4027
Validator/Name/HasBoreDrillStack,Has Bore Drill Stack=4028
Validator/Name/HasNoEnergy,Has No Energy=4029
Validator/Name/HasNoMendBehavior,Has No Mend Behavior=4030
Validator/Name/HasNoTurn,Has No Turn=4031
Validator/Name/IgnitionBlastActive,Ignition Blast Active=4032
Validator/Name/InRangeCurrentTargetOfTarget,In Range Current Target Of Target=4033
Validator/Name/IncendiaryInfusionTargetFilters,Not Have Incendiary Infusion=4034
Validator/Name/InducerGamutOrbTarget,Inducer - Gamut Orb Target=4035
Validator/Name/InducerGamutOrbTargetNotTeleported,Inducer - Gamut Orb Target Not Teleported=4036
Validator/Name/InterdictorBurrow,Interdictor Burrow=4037
Validator/Name/InterdictorBurrowedTacticalAI,InterdictorBurrowedTacticalAI=4038
Validator/Name/InterdictorUnburrow,Interdictor Unburrow=4039
Validator/Name/InvertFFieldDistanceMaximum,@InvertFFieldDistance Maximum=4040
Validator/Name/InvertFFieldDistanceMinimum,@InvertFFieldDistance Minimum=4041
Validator/Name/InvertFFieldDistanceMinimum2,@InvertFFieldDistance Minimum2=4042
Validator/Name/Is1CargoSize,Is 1 Cargo Size=4043
Validator/Name/Is2CargoSize,Is 2 Cargo Size=4044
Validator/Name/Is4CargoSize,Is 4 Cargo Size=4045
Validator/Name/Is8CargoSize,Is 8 Cargo Size=4046
Validator/Name/IsAcidNest,Is Acid Nest=4047
Validator/Name/IsAperture,Is Aperture=4048
Validator/Name/IsAquila,Is Aquila=4049
Validator/Name/IsArmoredType,Is Armored Type=4050
Validator/Name/IsAstralConduit,Is Astral Conduit=4051
Validator/Name/IsAtrium,Is Atrium=4052
Validator/Name/IsAurora,Is Aurora=4053
Validator/Name/IsBadger,Is Badger=4054
Validator/Name/IsBilePit,Is Bile Pit=4055
Validator/Name/IsBlaze,Is Blaze=4056
Validator/Name/IsBlitzer,Is Blitzer=4057
Validator/Name/IsBurrowedInterdictor,Is Burrowed Interdictor=4058
Validator/Name/IsBurrowedRepulsor,Is Burrowed Repulsor=4059
Validator/Name/IsCargoSize1OrSmallKeironAir,Is Cargo Size 1 Or Small Keiron Air=4060
Validator/Name/IsCargoSize2OrMediumKeironAir,Is Cargo Size 2 Or Medium Keiron Air=4061
Validator/Name/IsCargoSize4OrLargeKeironAir,Is Cargo Size 4 Or Large Keiron Air=4062
Validator/Name/IsCargoSize8OrHugeKeironAir,Is Cargo Size 8 Or Huge Keiron Air=4063
Validator/Name/IsCataract,Is Cataract=4064
Validator/Name/IsCelestialOutlet,Is Celestial Outlet=4065
Validator/Name/IsCitadel,Is Citadel=4066
Validator/Name/IsCitadelCharged,Is Citadel (Charged)=4067
Validator/Name/IsCitadelNormal,Is Citadel (Normal)=4068
Validator/Name/IsConverter,Is Converter=4069
Validator/Name/IsEcho,Is Echo=4070
Validator/Name/IsEchoCombine,Is Echo Combine=4071
Validator/Name/IsEchoDiscord,Is Echo (Discord)=4072
Validator/Name/IsEdifice,Is Edifice=4073
Validator/Name/IsElysium,Is Elysium=4074
Validator/Name/IsElytron,Is Elytron=4075
Validator/Name/IsEmanator,Is Emanator=4076
Validator/Name/IsEmpyrean,Is Empyrean=4077
Validator/Name/IsFoundry,Is Foundry=4078
Validator/Name/IsFuse,Is Fuse=4079
Validator/Name/IsGyre,Is Gyre=4080
Validator/Name/IsHarbinger,Is Harbinger=4081
Validator/Name/IsHunkeredMassalisk,Is Hunkered Massalisk=4082
Validator/Name/IsInciter,Is Inciter=4083
Validator/Name/IsInducer,Is Inducer=4084
Validator/Name/IsInterdictor,Is Interdictor=4085
Validator/Name/IsJupiter,Is Jupiter=4086
Validator/Name/IsKraken,Is Kraken=4087
Validator/Name/IsLurker,Is Lurker=4088
Validator/Name/IsMissile,Is Missile=4089
Validator/Name/IsMobileMassalisk,Is Mobile Massalisk=4090
Validator/Name/IsMole,Is Mole=4091
Validator/Name/IsMoleBurrowed,Is Mole Burrowed=4092
Validator/Name/IsMyriad,Is Myriad=4093
Validator/Name/IsNotDetected,Is Not Detected=4094
Validator/Name/IsNotElytron,Is Not Elytron=4095
Validator/Name/IsPantheon,Is Pantheon=4096
Validator/Name/IsParagon,Is Paragon=4097
Validator/Name/IsPariah,Is Pariah=4098
Validator/Name/IsPariahCombine,Is Pariah Combine=4099
Validator/Name/IsPariahProjection,Is Pariah Projection=4100
Validator/Name/IsPulsar,Is Pulsar=4101
Validator/Name/IsRepulsor,Is Repulsor=4102
Validator/Name/IsSanctum,Is Sanctum=4103
Validator/Name/IsScavengerNest,Is Scavenger Nest=4104
Validator/Name/IsShieldCapableAndBlazeWithFirewallShield,Is Shield Capable And Blaze With Firewall Shield=4105
Validator/Name/IsSiegeTankSieged,Is Siege Tank Sieged=4106
Validator/Name/IsSpitter,Is Spitter=4107
Validator/Name/IsStructureOrMassive,Is Structure Or Massive=4108
Validator/Name/IsTeslaCharge,Is Tesla Charge=4109
Validator/Name/IsTeslaCloakCharge,Is Tesla Cloak Charge=4110
Validator/Name/IsTeslaShockCharge,Is Tesla Shock Charge=4111
Validator/Name/IsTitan,Is Titan=4112
Validator/Name/IsUmbra,Is Umbra=4113
Validator/Name/IsUploader,Is Uploader=4114
Validator/Name/IsVolt,Is Volt=4115
Validator/Name/IsXayidProductionStructure,Is Xayid Production Structure=4116
Validator/Name/IsZenith,Is Zenith=4117
Validator/Name/JupiterHasBombingOrder,Jupiter Has Bombing Order=4118
Validator/Name/KeironCasterEnergyGE10,Keiron - Caster Energy GE 10=4119
Validator/Name/KeironCasterEnergyGE20,Keiron - Caster Energy GE 20=4120
Validator/Name/KeironCasterEnergyGE40,Keiron - Caster Energy GE 40=4121
Validator/Name/KeironCasterEnergyGE80,Keiron - Caster Energy GE 80=4122
Validator/Name/KeironStructureHasDiscordDebuff,Keiron Structure Has Discord Debuff=4123
Validator/Name/LifeGTEDelta20,Life GTE Delta 20=4124
Validator/Name/MassaliskCasterIsHunkered,Massalisk Caster Is Hunkered=4125
Validator/Name/MoleAttackInferior,Mole Attack Inferior=4126
Validator/Name/MoleAttackNormal,Mole Attack Normal=4127
Validator/Name/MoleAttackSuperior,Mole Attack Superior=4128
Validator/Name/MoleHostileSearch,Mole Hostile Search=4129
Validator/Name/MoleNotWantsToMoveOrEnemiesInRange,Mole Not Wants To Move Or Enemies In Range=4130
Validator/Name/MoleSubterraneanSensorsUpgraded,Mole Subterranean Sensors Upgraded=4131
Validator/Name/MoleTacticalAIActivate,Mole Tactical AI Activate=4132
Validator/Name/MoleTacticalAIDeactivate,Mole Tactical AI Deactivate=4133
Validator/Name/MustHaveInducerGamutOrb,Must Have Inducer Gamut Orb=4134
Validator/Name/MyriadElytronDistance,Myriad - Elytron Distance=4135
Validator/Name/NoAegisShieldAura,No Aegis Shield Aura=4136
Validator/Name/NoAegisShieldProtection,No Aegis Shield Protection=4137
Validator/Name/NoAirHostilesNearby,No Air Hostiles Nearby=4138
Validator/Name/NoAnalyzeWeaknessBuff,No Analyze Weakness Buff=4139
Validator/Name/NoEnemyCloakedUnitsNearby,No Enemy Cloaked Units Nearby=4140
Validator/Name/NoGroundHostilesNearby,No Ground Hostiles Nearby=4141
Validator/Name/NoMoreThan4FeedingPoolHealStacks,No More Than 4 Feeding Pool Heal Stacks=4142
Validator/Name/NoNaniteGrenadeBuff,No Nanite Grenade Buff=4143
Validator/Name/NotAegis,Not Aegis=4144
Validator/Name/NotAnnexed,Not Annexed=4145
Validator/Name/NotAttacking,Not Attacking=4146
Validator/Name/NotBlindedByProwler,Not Blinded By Prowler=4147
Validator/Name/NotBuilding00,Not Building 00=4148
Validator/Name/NotBuilding01,Not Building 01=4149
Validator/Name/NotBuilding02,Not Building 02=4150
Validator/Name/NotBuilding03,Not Building 03=4151
Validator/Name/NotBuilding04,Not Building 04=4152
Validator/Name/NotBuilding05,Not Building 05=4153
Validator/Name/NotBuilding06,Not Building 06=4154
Validator/Name/NotBuilding07,Not Building 07=4155
Validator/Name/NotBuilding08,Not Building 08=4156
Validator/Name/NotBuilding09,Not Building 09=4157
Validator/Name/NotBuilding10,Not Building 10=4158
Validator/Name/NotBuilding11,Not Building 11=4159
Validator/Name/NotBuilding12,Not Building 12=4160
Validator/Name/NotBuilding13,Not Building 13=4161
Validator/Name/NotBuilding14,Not Building 14=4162
Validator/Name/NotBuilding15,Not Building 15=4163
Validator/Name/NotBuilding16,Not Building 16=4164
Validator/Name/NotBuilding17,Not Building 17=4165
Validator/Name/NotBuilding18,Not Building 18=4166
Validator/Name/NotBuilding19,Not Building 19=4167
Validator/Name/NotBuilding20,Not Building 20=4168
Validator/Name/NotBuilding21,Not Building 21=4169
Validator/Name/NotBuilding22,Not Building 22=4170
Validator/Name/NotBuilding23,Not Building 23=4171
Validator/Name/NotBuilding24,Not Building 24=4172
Validator/Name/NotBuilding25,Not Building 25=4173
Validator/Name/NotBuilding26,Not Building 26=4174
Validator/Name/NotBuilding27,Not Building 27=4175
Validator/Name/NotBuilding28,Not Building 28=4176
Validator/Name/NotBuilding29,Not Building 29=4177
Validator/Name/NotBuilding30,Not Building 30=4178
Validator/Name/NotBuildingCombine,Not Building Combine=4179
Validator/Name/NotCitadel,Not Citadel=4180
Validator/Name/NotCitadelCharged,Not Citadel (Charged)=4181
Validator/Name/NotCitadelNormal,Not Citadel (Normal)=4182
Validator/Name/NotDummyUnit,Not Dummy Unit=4183
Validator/Name/NotHaveIncendiaryInfusionAir,Not Have Incendiary Infusion (Air)=4184
Validator/Name/NotHaveIncendiaryInfusionGround,Not Have Incendiary Infusion (Ground)=4185
Validator/Name/NotHaveOutfittingStation,Not Have Outfitting Station=4186
Validator/Name/NotMaterializing,Not Materializing=4187
Validator/Name/ParagonDoesNotHaveHasSpawn,!Paragon Does Not Have Has Spawn=4188
Validator/Name/ParagonHasFollowOrIsParagon,!Paragon Has Follow Or Is Paragon=4189
Validator/Name/ParagonHasIsParagon,!Paragon Has Is Paragon=4190
Validator/Name/ParagonHasParagonFollow,!Paragon Has Paragon Follow=4191
Validator/Name/ParagonNoCreate,!Paragon No Create=4192
Validator/Name/ParagonSourceHasParagonFollow,!Paragon Source Has Paragon Follow=4193
Validator/Name/ParagonSpawnCount,!Paragon Spawn Count=4194
Validator/Name/ParagonSpawnDisconnectRange,!Paragon Spawn Disconnect Range=4195
Validator/Name/PlayerIsKeiron,Player Is Keiron=4196
Validator/Name/ProcessingCoreMiningPriority,Processing Core Mining Priority=4197
Validator/Name/ProcessorAutocastFilter,Processor Autocast Filter=4198
Validator/Name/ProducesAvianNestWasp,Produces Avian Nest Wasp=4199
Validator/Name/ProducesBiomassHatcheryLarva,Produces Biomass Hatchery Larva=4200
Validator/Name/ProducesXayidDenLarva,Produces Xayid Den Larva=4201
Validator/Name/PulsarAutocast,Pulsar Autocast=4202
Validator/Name/PulsarIsFiringWeapon,Pulsar Is Firing Weapon=4203
Validator/Name/RangeCheckLE3,RangeCheckLE3=4204
Validator/Name/RangeLE3AndTargetNotDead,Range LE3 And Target Not Dead=4205
Validator/Name/RepulsorBurrow,Repulsor Burrow=4206
Validator/Name/RepulsorBurrowedTacticalAI,RepulsorBurrowedTacticalAI=4207
Validator/Name/RepulsorInterdictorBurrowCD,Repulsor/Interdictor Burrow CD=4208
Validator/Name/RepulsorUnburrow,Repulsor Unburrow=4209
Validator/Name/RevenantLaunchTargetDistances,Revenant Launch Target Distances=4210
Validator/Name/RevenantLaunchTargetFast,Revenant Launch Target Fast=4211
Validator/Name/RevenantLaunchTargetFastCombine,Revenant Launch Target Fast Combine=4212
Validator/Name/RevenantLaunchTargetSlow,Revenant Launch Target Slow=4213
Validator/Name/ScorpaliskMetabloicsCompleted,Scorpalisk Metabloics Completed=4214
Validator/Name/ShackledMaxStack,Shackled Max Stack=4215
Validator/Name/ShieldGTE50P,Shield GTE 50P=4216
Validator/Name/ShieldLT50P,Shield LT 50P=4217
Validator/Name/SourceIsDead,Source Is Dead=4218
Validator/Name/SpitfireCalibratedEnginesUpgraded,Spitfire Calibrated Engines Upgraded=4219
Validator/Name/SpitfireMadcapRounds,Spitfire Madcap Rounds=4220
Validator/Name/StructureNotLockedDown,Structure Not Locked Down=4221
Validator/Name/TacticalAIBlitzer,TacticalAIBlitzer=4222
Validator/Name/TacticalAICasnoliskStagnatingBile,TacticalAI Casnolisk Stagnating Bile=4223
Validator/Name/TacticalAIMassalisk,TacticalAI Massalisk=4224
Validator/Name/TacticalAIMassaliskHunkeredSearchEmptyAir,TacticalAI Massalisk Hunkered Search Empty Air=4225
Validator/Name/TacticalAIMassaliskSearchAir,TacticalAI Massalisk Search Air=4226
Validator/Name/TacticalAIMassaliskSearchEmptyGround,TacticalAI Massalisk Search Empty Ground=4227
Validator/Name/TacticalAIProcessorAnalyzeWeakness,Tactical AI Processor Analyze Weakness=4228
Validator/Name/TacticalAIProcessorDetectionOn,Tactical AI Processor Detection On=4229
Validator/Name/TacticalAIProcessorSupport,Tactical AI Processor Support=4230
Validator/Name/TacticalCourierCloakOff,Tactical Courier Cloak Off=4231
Validator/Name/TacticalCourierCloakOn,Tactical Courier Cloak On=4232
Validator/Name/TacticalCourierCloakThreatSearch,Tactical Courier Cloak Threat Search=4233
Validator/Name/TacticalCourierCloakThreatSearchEmpty,Tactical Courier Cloak Threat Search Empty=4234
Validator/Name/TargetIsNotFused,Target Is Not Fused=4235
Validator/Name/TargetLifeLT60Percent,Target Life LT60 Percent=4236
Validator/Name/TargetLifeLessThan75Percent,Target Life Less Than 75 Percent=4237
Validator/Name/TeslaChargeCargoState,Tesla Charge Cargo State=4238
Validator/Name/TeslaEquippingCloakCharge,Tesla Equipping Cloak Charge=4239
Validator/Name/TeslaEquippingShockCharge,Tesla Equipping Shock Charge=4240
Validator/Name/TeslaNotEquipped,Tesla Not Equipped=4241
Validator/Name/TeslaShockChargeTargetValidators,Tesla Shock Charge Target Validators=4242
Validator/Name/ThreatensAquila,Threatens Aquila=4243
Validator/Name/ThreatensMassalisk,Threatens Massalisk=4244
Validator/Name/TorrentRangeUpgrade,Torrent Range Upgrade=4245
Validator/Name/TrackingImplantTargetFilters,Has Tracking Munitions=4246
Validator/Name/TrackingMunitionsApplied,Tracking Munitions Applied=4247
Validator/Name/UndetectedEnemyCloakedUnitsNearby,Undetected Enemy Cloaked Units Nearby=4248
Validator/Name/UnitChargeE1,Unit Charge E 1=4249
Validator/Name/UnitChargeE2,Unit Charge E 2=4250
Validator/Name/UnitChargeGT0,Unit Charge GT 0=4251
Validator/Name/UnitChargeLT1,Unit Charge LT 1=4252
Validator/Name/UnitChargeLT2,Unit Charge LT 2=4253
Validator/Name/UnitChargeLT3,Unit Charge LT 3=4254
Validator/Name/UnitHasNoMoreThan4FeedingPoolHealStacks,Unit Has No More Than 4 Feeding Pool Heal Stacks=4255
Validator/Name/UnitThreatensCourier,Unit Threatens Courier=4256
Validator/Name/UseElytraHangarAttackRequirement,Use Elytra Hangar Attack Requirement=4257
Validator/Name/VirtusLockdownHealthThreshhold,Virtus Lockdown Health Threshhold=4258
Validator/Name/VirtusSelfFixProtocolUpgraded,Virtus Self-Fix Protocol Upgraded=4259
Validator/Name/XayidlingDexterousJoints,Xayidling Dexterous Joints=4260
Validator/Name/XayidlingOcularAcuity,Xayidling Ocular Acuity=4261
Validator/Name/XayidlingPiercingThrust,Xayidling Piercing Thrust=4262
Weapon/EditorPrefix/330mmStrikeCannon,Virtus -=4263
Weapon/EditorPrefix/350mmStrikeCannon,Virtus -=4264
