AUTHENTICATION_BETA_REGION,– бета=0
Button/Name/MaximumThrust,Максимальный бросок /// Maximum Thrust=19781
Button/Name/MedivacSpeedBoost,Форсаж /// Ignite Afterburners=19782
Button/Name/MineLayerArm,Миноукладчик - зарядка /// Mine Layer Arm=19783
Button/Name/MineLayerAttack,Миноукладчик - атака /// Mine Layer Attack=19784
Button/Name/MineLayerBurrow,Миноукладчик - закопаться /// Mine Layer Burrow=19785
Button/Name/MineLayerUnburrow,Миноукладчик - выкопаться /// Mine Layer Unburrow=19786
Button/Name/MissileLauncher,Ракетомет /// Missile Launcher=19787
Button/Name/MissileLauncherRecharge,Ракетная установка - перезарядка /// Missile Launcher Recharge=19788
Button/Name/MissileLauncherStrike,Ракетная установка - залп /// Missile Launcher Strike=19789
Button/Name/MissileLauncherTower,Ракетная вышка /// Missile Launcher Tower=19790
Button/Name/MissileTank,Ракетный танк /// Missile Tank=19791
Button/Name/MissileTankAttack,Рекетный танк - атака /// Missile Tank Attack=19792
Button/Name/MissileTankRegen,Восстановление ракетного танка /// Missile Tank Regen=19793
Button/Name/MorphToHellion,Режим «Геллиона»=19794
Button/Name/MorphToHellionTank,Режим «Геллитрона»=19795
Button/Name/MorphToMothership,Преобразование в материнский корабль /// Upgrade to Mothership=19796
Button/Name/MorphToSwarmHostBurrowedMP,Закопаться /// Burrow Nest=19797
Button/Name/MorphToSwarmHostMP,Выкопаться /// Unburrow=19798
Button/Name/MorphtoLocustMP,Мутация в саранчида /// Morphto Locust =19799
Button/Name/MothershipCore,Вызвать ядро материнского корабля=19800
Button/Name/MothershipCoreEnergize,Подзарядка /// Energize=19801
Button/Name/MothershipCoreMassRecall,Массовая телепортация=19802
Button/Name/MothershipCoreTeleport,Телепортация /// Teleport=19803
Button/Name/MothershipCoreWeapon,Фотонная перегрузка=19804
Button/Name/MothershipStasis,Стазис /// Stasis=19805
Button/Name/MuscularAugments,Развить наращивание мускулов /// Evolve Muscular Augments=19806
Button/Name/NexusInvulnerability,Неуязвимость /// Invulnerability=19807
Button/Name/NexusPhaseShift,Фазовый сдвиг /// Phase Shift=19808
Button/Name/ObeliskMP,Обелиск /// Obelisk =19809
Button/Name/ObeliskRecharge,Перезарядка обелиска /// Obelisk Recharge=19810
Button/Name/OdinMatrix,Матрица «Одина» /// Odin Matrix=19811
Button/Name/Oracle,Вызвать оракула /// Warp In Oracle=19812
Button/Name/OracleCloakField,Маскировочное поле /// Cloak Field=19813
Button/Name/OracleEnergyUpgrade,Разработать бозоновое ядро /// Research Bosonic Core=19814
Button/Name/OracleHallucination,Создать иллюзию оракула /// Summon Oracle Hallucination=19815
Button/Name/OracleNormalMode,Режим боя /// Flight Mode=19816
Button/Name/OracleRevelation,Откровение /// Revelation=19817
Button/Name/OracleRevelationMode,Режим откровения /// Revelation Mode=19818
Button/Name/ParalyticSpines,Парализующие иглы /// Paralytic Spines=19819
Button/Name/ParasiticInvasion,Паразитическое заражение /// Parasitic Invasion=19820
Button/Name/PhaseShield,Фазовый щит=19821
Button/Name/PhoenixRangeUpgrade,Разработать анионные импульс-кристаллы /// Research Anion Pulse-Crystals=19822
Button/Name/PickupPalletGas,Подобрать груз газа /// Pickup Pallet Gas=19823
Button/Name/PickupPalletMinerals,Подобрать груз минералов /// Pickup Pallet Minerals=19824
Button/Name/PickupScrapLarge,Подобрать большой кусок металлолома /// Pickup Scrap Large=19825
Button/Name/PickupScrapMedium,Подобрать средний кусок металлолома /// Pickup Scrap Medium=19826
Button/Name/PickupScrapSmall,Подобрать малый кусок металлолома /// Pickup Scrap Small=19827
Button/Name/PosthumousMitosis,Посмертный митоз /// Posthumous Mitosis=19828
Button/Name/PylonPower,Энергия пилона /// Pylon Power=19829
Button/Name/QueenFly,Королева - взлет /// Queen Fly=19830
Button/Name/QueenLand,Королева - приземление /// Queen Land=19831
Button/Name/RallyOverlord,Надзиратель - установить точку сбора /// Set Overlord Rally Point=19832
Button/Name/RapidGenesis,Быстрый генезис /// Rapid Genesis=19833
Button/Name/RapidMutation,Быстрая мутация /// Rapid Mutation=19834
Button/Name/ResearchCombatDrugs,Разработать экспресс-лечение /// Research Combat Drugs=19835
Button/Name/ResearchLocustLifetimeIncrease,Развить живучесть саранчидов=19836
Button/Name/ResearchTransformationServos,Разработать трансформационные сервоприводы=19837
Button/Name/ResourceBlocker,Ограждение минералов /// Mineral Shield=19838
Button/Name/ResourceRaider,Охотник за ресурсами /// Resource Raider=19839
Button/Name/ResourceStun,Изолирование /// Entomb=19840
Button/Name/RestoreShields,Восстановить щиты /// Restore Shields=19841
Button/Name/RoachPassive,Таракан /// Roach=19842
Button/Name/STBomber,Бомбардировщик /// STBomber=19843
Button/Name/Scryer,Предопределение /// Preordain=19844
Button/Name/SerratedSpike,Зазубренный шип /// Serrated Spike=19845
Button/Name/SetRallyPointSwarmHost,Задать точку сбора /// Set Rally Point=19846
Button/Name/SingleRecall,Телепортация=19847
Button/Name/SnipeDoT,Снайперский выстрел - периодический урон /// Snipe Do =19848
Button/Name/Spawn,Порождение /// Spawn=19849
Button/Name/SpawnBanelings,Породить гиблингов /// Spawn Banelings=19850
Button/Name/SpawnBroodlings,Породить симбионтов /// Spawn Broodlings=19851
Button/Name/SpawnHydralisks,Породить гидралисков /// Spawn Hydralisks=19852
Button/Name/SpawnSwarmLarva,Породить личинку /// Spawn Swarm Larva=19853
Button/Name/SpawnUltralisk,Породить ультралиска /// Spawn Ultralisk=19854
Button/Name/SpectreMP,Фантом /// Spectre =19855
Button/Name/SpectreShield,Щит фантома /// Spectre Shield=19856
Button/Name/SpineCrawlerPassive,Ползучий плеточник /// Spine Crawler=19857
Button/Name/SpiralHooks,Спиральные крюки /// Spiral Hooks=19858
Button/Name/SpontaneousGestation,Спонтанное созревание /// Spontaneous Gestation=19859
Button/Name/SporeCrawlerPassive,Ползучий споровик /// Spore Crawler=19860
Button/Name/Spyrocites,Спироциты /// Spyrocites=19861
Button/Name/SummonNydusCanalAttacker,Вызвать разрушителя нидуса /// Summon Nydus Destroyer=19862
Button/Name/SummonNydusCanalCreeper,Вызвать метатель слизи /// Summon Creep Tower=19863
Button/Name/SwarmHost,Породить саранчидов /// Spawn Locusts=19864
Button/Name/SwarmHostMP,Мутировать в роевика /// Morph to Swarm Host=19865
Button/Name/SwarmHostPassive,Роевик /// Swarm Host=19866
Button/Name/Tempest,Вызвать «Ураган» /// Warp In Tempest=19867
Button/Name/TempestRangeUpgrade,Разработать квантовый реактор=19868
Button/Name/Threatening,Повышенная угроза /// Threatening=19869
Button/Name/TissueAssimilation,Ассимиляция тканей /// Tissue Assimilation=19870
Button/Name/TornadoMissile,Ракеты «Нокаут» /// Haywire Missiles=19871
Button/Name/TributaryDigestiveTract,Придаточный пищеварительный тракт /// Tributary Digestive Tract=19872
Button/Name/UltraliskBurrowCharge,Подземный рывок /// Burrow Charge=19873
Button/Name/UltraliskPassive,Ультралиск /// Ultralisk=19874
Button/Name/UltraliskWeaponCooldown,Восстановление атаки ультралиска /// Ultralisk Weapon Cooldown=19875
Button/Name/UnifiedWill,Объединенная воля /// Unified Will=19876
Button/Name/VehicleMode,Режим багги /// Vehicle Mode=19877
Button/Name/VenomSacs,Полости с ядом /// Venom Sacs=19878
Button/Name/ViciousGlaive,Губительный чакрум /// Vicious Glave=19879
Button/Name/Viper,Мутировать в стрекозу /// Morph to Viper=19880
Button/Name/ViperConsume,Поглощение /// Consume=19881
Button/Name/ViscousDischarge,Вязкий выплеск /// Viscous Discharge=19882
Button/Name/Vitality,Живучесть /// Vitality=19883
Button/Name/VoidSiphon,Поток Пустоты=19884
Button/Name/WarHound,Построить «Боевого пса» /// Build Warhound=19885
Button/Name/WarpShipRecall,Вызов корабля - возврат /// Warp Ship Recall=19886
Button/Name/WeightedSpines,Утяжеленные иглы /// Weighted Spines=19887
Button/Name/WidowMine,Построить мину «Вдова» /// Build Widow Mine=19888
Button/Name/WidowMineAttack,Атака /// Attack=19889
Button/Name/WidowMineBioSplash,Ракеты «Страж»=19890
Button/Name/WidowMineBurrow,Активировать мину /// Activate Mine=19891
Button/Name/WidowMineUnburrow,Деактивировать мину /// Deactivate Mine=19892
Button/Name/XelNagaHealingShrine,Исцеляющий алтарь зел-нага /// Xel Naga Healing Shrine=19893
Button/Name/XelNaga_Caverns_DoorDefaultClose,Врата пещеры зел-нага - закрыты по умолчанию=19894
Button/Name/XelNaga_Caverns_DoorDefaultOpen,Врата пещеры зел-нага - открыты по умолчанию=19895
Button/Name/ZergBurrowMove,Развить передвижение под землей /// Evolve Burrow Move=19896
Button/Name/ZerglingPassive,Зерглинг /// Zergling=19897
Button/Tooltip/Anteplott,Арктическое создание, обладающее жутким трубным голосом. /// An arctic dwelling creature with an eerie bugle.=19898
Button/Tooltip/Artosilope,Очень умное и любопытное создание. /// A highly intelligent and curious creature.=19899
Button/Tooltip/BanelingBurrowMove,Гиблинги могут передвигаться в закопанном состоянии. /// Banelings may move while burrowed.=19900
Button/Tooltip/BattlecruiserWeaponsIgnoreArmor,Атаки игнорируют броню цели. /// Attacks ignore target armor.=19901
Button/Tooltip/BlindingCloud,Создает облако, которое уменьшает дальность атаки находящихся в нем наземных войск и строений до дистанции ближнего боя. Время действия – <d ref="(Effect,BlindingCloudCP,PeriodCount + 1) * Effect,BlindingCloudCP,PeriodicPeriodArray[0]"/> сек.=19902
Button/Tooltip/Bombardment,Обстреливает указанную область в течение <d ref="Effect,BombardmentCreatePersistent,PeriodCount * Effect,BombardmentCreatePersistent,PeriodicPeriodArray[0]"/> сек. Наносит до <d ref="Effect,BombardmentDamage,Amount * (Effect,BombardmentCreatePersistent,PeriodCount + 1)"/> ед. урона наземным войскам и <d ref="(Effect,BombardmentDamage,Amount + Effect,BombardmentDamage,AttributeBonus[7]) * (Effect,BombardmentCreatePersistent,PeriodCount + 1)"/> ед. урона строениям в области поражения.=19903
Button/Tooltip/BuildingShield,Дружественное строение получает оружие, эффективное против легкобронированных целей. Время действия - <d ref="Behavior,BuildingShield,Duration"/> сек. /// Friendly structure gains an anti-light weapon. Lasts <d ref="Behavior,BuildingShield,Duration"/> seconds.=19904
Button/Tooltip/BuildingStasis,Выбранное строение на <d ref="Behavior,BuildingStasis,Duration"/> сек. переходит в состояние фазового сдвига. Оно не может быть атаковано, применять способности, служить источником энергии или обеспечивать доступ к технологиям.<n/><n/><c val="#ColorAttackInfo">Не действует на крупные строения.</c> /// Target structure is phased out of existence for <d ref="Behavior,BuildingStasis,Duration"/> seconds. It cannot be attacked, use abilities, provide power, or provide tech.<n/><n/><c val="#ColorAttackInfo">Massive structures are immune.</c>=19905
