AUTHENTICATION_BETA_REGION,Beta=0
Button/Tooltip/LurkerACGluescreenDummy,Emboscador antiterrestre. Tiene un ataque de espinas que inflige daño a todas las unidades enemigas en su línea de fuego.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.<n/>Debe enterrarse para atacar.</c>=11062
Button/Tooltip/MULE,Prototipo de unidad recolectora. Recoge minerales más rápidamente que los VCE normales. La MULA dura <d time="90"/> y luego sus sistemas fallan. /// Prototype harvesting unit. Gathers minerals more quickly than regular SCVs. MULEs last <d time="90"/> before their systems fail.=11063
Button/Tooltip/Marauder,Infantería de asalto pesada.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c> /// Heavy assault infantry.<n/><n/><c val="#ColorAttackInfo">Can attack ground units.</c>=11064
Button/Tooltip/MarauderACGluescreenDummy,Infantería de asalto pesada.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=11065
Button/Tooltip/MarauderCommandoACGluescreenDummy,Infantería de asalto pesada de élite.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=11066
Button/Tooltip/MarauderMengskACGluescreenDummy,Infantería de asalto pesada de la guardia real.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=11067
Button/Tooltip/Marine,Infantería de cometido general.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c> /// General-purpose infantry.<n/><n/><c val="#ColorAttackInfo">Can attack ground and air units.</c>=11068
Button/Tooltip/MarineACGluescreenDummy,Infantería de cometido general.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=11069
Button/Tooltip/MassRecall,Retira a todas las unidades del jugador de la zona seleccionada y las transporta hasta el irradiador. /// Recalls all units owned by the player in the target area to the Caster.=11070
Button/Tooltip/MasteryAbathurBiomassRefund,Aumenta la probabilidad de que las unidades que mueren suelten toda su biomasa.=11071
Button/Tooltip/MasteryAbathurDoubleBiomass,Las unidades y estructuras enemigas tienen una probabilidad de soltar el doble de biomasa. /// Enemy units and structures have a chance to drop double the amount of Biomass.=11072
Button/Tooltip/MasteryAbathurMendHeal,Aumenta la duración de la sanación periódica de curar. /// Increases the periodic heal duration of Mend.=11073
Button/Tooltip/MasteryAbathurSymbioteCDR,Reduce el tiempo de reutilización de las habilidades apuñalar y caparazón del simbionte. /// Reduces the cooldown of the Symbiote’s Stab and Shell abilities.=11074
Button/Tooltip/MasteryAbathurSymbioteCarapace,Aumenta el daño infligido y la absorción de daño de las habilidades del simbionte. /// Increases the damage dealt and damage absorbed by Symbiote abilities.=11075
Button/Tooltip/MasteryAbathurTechFastBuild,Reduce el tiempo necesario para mutar estructuras e investigar evoluciones.=11076
Button/Tooltip/MasteryAbathurToxicNestCharge,Aumenta las cargas máximas y reduce el tiempo de reutilización de nido tóxico.<n/>El tiempo de reutilización se reduce un 1% por cada punto.=11077
Button/Tooltip/MasteryAbathurToxicNestDamageAndRespawn,Aumenta el daño de los nidos tóxicos. /// Increases the damage of Toxic Nests.=11078
Button/Tooltip/MasteryAlarakAutoAttackDamage,Aumenta el daño de ataque de Alarak.=11079
Button/Tooltip/MasteryAlarakChronoBoostSpeed,Aumenta la velocidad obtenida de aceleración cronos. /// Increases the speed gained from Chrono Boost.=11080
Button/Tooltip/MasteryAlarakCocoonTimer,Reduce el tiempo de invocación inicial y de reconstitución de Alarak.=11081
Button/Tooltip/MasteryAlarakDeathFleetCDR,Reduce el tiempo de reutilización de la habilidad invocar flota de la muerte. No afecta al tiempo de reutilización inicial al comienzo de la misión.=11082
Button/Tooltip/MasteryAlarakEmpowerMeSlavesDuration,Aumenta la duración de potenciadme.=11083
Button/Tooltip/MasteryAlarakInstantRevive,Añade una probabilidad de que Alarak reviva al instante al morir. Este efecto solo puede tener lugar una vez cada 5 minutos.=11084
Button/Tooltip/MasteryAlarakOverchargeShieldsDamage,Aumenta la absorción de daño de sobrecarga de estructuras y la velocidad de ataque de su arma temporal.=11085
Button/Tooltip/MasteryAlarakUnitAttackSpeed,Aumenta la velocidad de ataque de las unidades de combate de Alarak. /// Increases the attack speed of Alarak’s combat units.=11086
Button/Tooltip/MasteryArtanisChronoBoost,Aumenta la velocidad obtenida de aceleración cronos.=11087
Button/Tooltip/MasteryArtanisEnergyRegenCooldown,Aumenta la regeneración de energía y la reducción de los tiempos de reutilización de las habilidades de todas las unidades de Artanis. /// Increases the energy regeneration and ability cooldown reduction of all of Artanis' units.=11088
Button/Tooltip/MasteryArtanisGuardianShellHeal,Al activarse, escudo guardián restaura vida y escudos adicionales. /// Guardian Shell restores additional life and shields when triggered.=11089
Button/Tooltip/MasteryArtanisShieldOvercharge,Aumenta la duración y la absorción de daño de sobrecarga de escudo.=11090
Button/Tooltip/MasteryArtanisShieldOverchargeCDR,Reduce el tiempo de reutilización de sobrecarga de escudo. No afecta al tiempo de reutilización inicial al comienzo de la misión.=11091
Button/Tooltip/MasteryArtanisSoAPowerFieldHaste,Tras ser invocadas, las unidades de Artanis obtienen de forma temporal más velocidad de ataque, más velocidad de movimiento, reducción de tiempos de reutilización y regeneración de energía. /// Artanis' units temporarily gain increased attack and movement speed, cooldown reduction, and energy regeneration after warping in.=11092
Button/Tooltip/MasteryArtanisStartingAndMaxSoAEnergy,Aumenta la energía inicial y máxima de la Lanza de Adun.=11093
Button/Tooltip/MasteryArtanisWarpChargeCooldown,Reduce el tiempo de reutilización del portal de distorsión, la instalación robótica de distorsión y el portal estelar de distorsión. /// Decreases the cooldown for the Warp Gate, Warp Robotics Facility, and Warp Stargate.=11094
Button/Tooltip/MasteryDehakaAttackSpeed,Aumenta la velocidad de ataque de Dehaka. /// Increases Dehaka’s attack speed.=11095
Button/Tooltip/MasteryDehakaBossTimedLife,Aumenta la duración de los líderes de manada invocados.=11096
Button/Tooltip/MasteryDehakaConsumeDuration,Aumenta la duración de las habilidades pasivas obtenidas mediante devorar. /// Increases the duration of passive abilities gained from Devour.=11097
Button/Tooltip/MasteryDehakaConsumeHealing,Aumenta la salud obtenida al devorar enemigos (se multiplica). /// Increases the health gained from devouring enemies (multiplicative).=11098
Button/Tooltip/MasteryDehakaGeneMutation,Aumenta la probabilidad de que las unidades obtengan una mutación genética durante el combate primigenio (se acumula).=11099
Button/Tooltip/MasteryDehakaPrimalWurmCDR,Reduce el tiempo de reutilización de la habilidad invocar guja dragón primigenia.=11100
Button/Tooltip/MasteryFenixChampionAttackSpeed,Aumenta la velocidad de ataque de la IA de campeón.=11101
Button/Tooltip/MasteryFenixChampionLifeShieldBuff,Aumenta la vida y los escudos de la IA de campeón.=11102
Button/Tooltip/MasteryFenixChronoBoostExtra,Aumenta la velocidad obtenida de aceleración cronos.=11103
Button/Tooltip/MasteryFenixExtraStartingSupply,Aumenta los suministros iniciales.=11104
Button/Tooltip/MasteryFenixSuitAttackSpeed,Aumenta la velocidad de ataque de las armaduras de Fénix.=11105
Button/Tooltip/MasteryFenixSuitEnergyRegen,Aumenta la regeneración de energía de las armaduras desconectadas.=11106
Button/Tooltip/MasteryHornerAirStrikeDistance,Aumenta la distancia de desplazamiento y la duración de la habilidad llamar a la flota de Horner. /// Increases the travel distance and duration of Horner's Call in the Fleet ability.=11107
Button/Tooltip/MasteryHornerBetterDeathRattle,Otorga una probabilidad de obtener un efecto de muerte mejorado. En general, los efectos de muerte mejorados son el doble de potentes que los efectos de muerte estándar. /// Grants a chance of an improved death effect. Improved death effects are generally twice as powerful as standard death effects.=11108
Button/Tooltip/MasteryHornerBomberRadius,Aumenta el radio de área de efecto del impacto inicial del caza de asalto y su descarga de napalm. /// Increases the area of effect radius of the Strike Fighter's initial impact and its Napalm Payload.=11109
Button/Tooltip/MasteryHornerDoubleSalvageChance,Otorga una probabilidad de duplicar los valores de aparición de reciclaje para los comandantes amistosos. /// Grants a chance to double salvage drop values for friendly commanders.=11110
Button/Tooltip/MasteryHornerLPSHeal,Aumenta más la regeneración de vida de entrenamiento de fondo para las unidades de Horner.=11111
Button/Tooltip/MasteryHornerMSOBonus,Las unidades de combate de Horner aumentan más la velocidad de ataque de las unidades de Han y las unidades de Han aumentan más la salud de las unidades de Horner.=11112
Button/Tooltip/MasteryHornerMagMineUpgrades,Aumenta la cantidad de carga máxima, y también reduce el tiempo de reutilización de carga y los tiempos de preparación de las minas magnéticas.=11113
Button/Tooltip/MasteryKaraxBuildingVital,Aumenta los escudos y la vida de las estructuras de Karax. /// Increases the life and shields of Karax's structures.=11114
Button/Tooltip/MasteryKaraxChronoBoostSpeed,Aumenta la velocidad obtenida de aceleración cronos.=11115
Button/Tooltip/MasteryKaraxRepairBeamHeal,Aumenta la velocidad de haz de reparación.=11116
Button/Tooltip/MasteryKaraxSoAChronoRegen,Regenera una cantidad determinada de energía de la Lanza de Adun mientras dura onda cronos. /// Regenerates a set amount of energy for the Spear of Adun over the duration of Chrono Wave.=11117
Button/Tooltip/MasteryKaraxStartingAndMaxSoAEnergy,Aumenta la energía inicial y máxima de la Lanza de Adun.=11118
Button/Tooltip/MasteryKaraxUnitCost,Reduce el coste de recursos de las unidades de combate de Karax. /// Reduces the resource cost of Karax's combat units. =11119
Button/Tooltip/MasteryKaraxUnitVital,Aumenta los escudos y la vida de las unidades de combate de Karax.=11120
Button/Tooltip/MasteryKerriganArmyGasCost,Reduce el coste de gas vespeno de las unidades de combate de Kerrigan. /// Reduces the Vespene Gas cost of Kerrigan's combat units. =11121
Button/Tooltip/MasteryKerriganAssimilationAuraDuration,Aumenta la duración de aura de asimilación.=11122
Button/Tooltip/MasteryKerriganAutoAttackDamage,Aumenta el daño de ataque de Kerrigan.=11123
Button/Tooltip/MasteryKerriganCocoonTimer,Reduce el tiempo de engendramiento inicial y de reconstitución de Kerrigan.=11124
Button/Tooltip/MasteryKerriganEnergyRegen,Aumenta la regeneración de energía de Kerrigan.=11125
Button/Tooltip/MasteryKerriganImmobilizationDamage,Aumenta el daño de onda de inmovilización. /// Increases the damage of Immobilization Wave.=11126
Button/Tooltip/MasteryKerriganInstantRevive,Añade una probabilidad de que Kerrigan reviva al instante al morir. Este efecto solo puede tener lugar una vez cada 5 minutos.=11127
Button/Tooltip/MasteryKerriganLarvaRate,Aumenta el ritmo de engendramiento de larvas.=11128
Button/Tooltip/MasteryKerriganMutatingCarapaceLifeDegradation,Reduce la degeneración de escudos de mutar caparazón. /// Decreases the degeneration of shields from Mutating Carapace.=11129
Button/Tooltip/MasteryKerriganPrimarySpeedDamage,Aumenta el daño de las habilidades salto devastador y carga psiónica de Kerrigan, y aumenta la velocidad de ataque de Kerrigan. /// Increases the damage of Kerrigan's Leaping Strike and Psionic Shift, and increases Kerrigan's attack speed.=11130
Button/Tooltip/MasteryKerriganResearchSpeedandCost,Reduce el coste y el tiempo de investigación de las evoluciones. /// Reduces the cost and research time for evolutions.=11131
Button/Tooltip/MasteryMengsk1,Aumenta el ritmo al que generan apoyo imperial los agentes y trabajadores adoctrinados.=11132
Button/Tooltip/MasteryMengsk2,Aumenta el ritmo al que generan apoyo imperial las unidades de la guardia real.=11133
Button/Tooltip/MasteryMengsk3,Aumenta el daño de ataque contaminado, aniquilación nuclear y los zerg domesticados que despliega perros de la guerra.=11134
Button/Tooltip/MasteryMengsk4,Reduce el coste de las unidades de la guardia real de Mengsk.=11135
Button/Tooltip/MasteryMengsk5,Aumenta el decreto imperial inicial.=11136
Button/Tooltip/MasteryMengsk6,Aumenta el ritmo al que ganan experiencia las unidades de la guardia real.=11137
Button/Tooltip/MasteryNovaArmyAttackSpeed,Aumenta la velocidad de ataque de las unidades de combate de Nova. /// Increases the attack speed of Nova’s combat units.=11138
Button/Tooltip/MasteryNovaArmyOOCRegenSpeed,Otorga regeneración de vida (por segundo) a las unidades de Nova mientras no están en combate. /// Grants Nova’s units life regeneration while out of combat (per second).=11139
Button/Tooltip/MasteryNovaEnergyRegen,Aumenta la regeneración de energía de Nova.=11140
Button/Tooltip/MasteryNovaGriffinCooldown,Reduce el coste de la habilidad ataque aéreo del Grifo.=11141
Button/Tooltip/MasteryNovaNukeAndHoloDecoyCooldown,Reduce el tiempo de reutilización de ataque nuclear táctico y señuelo holográfico.=11142
Button/Tooltip/MasteryNovaPrimaryAbilityImprovement,Aumenta el daño de habilidades y la absorción de daño de las habilidades principales de Nova un 1,67% por cada punto, hasta un máximo del 50%. /// Increases the ability damage and damage absorption of Nova's primary abilities by 1.67% per point, up to a maximum of 50%.=11143
Button/Tooltip/MasteryNovaWeaponAttackDamage,Aumenta el daño de ataque de Nova.=11144
Button/Tooltip/MasteryNovaWeaponAttackSpeed,Aumenta la velocidad de ataque de Nova.=11145
Button/Tooltip/MasteryRaynorDropPodHaste,Cuando se entrena por primera vez a las unidades de combate de Raynor, estas obtienen temporalmente más velocidad de ataque, más velocidad de movimiento, más regeneración de energía y tiempos de reutilización más cortos. /// Raynor's combat units temporarily gain increased attack speed, movement speed, energy regeneration, and cooldown reduction when they are first trained. =11146
Button/Tooltip/MasteryRaynorDuskWingCooldown,Reduce el tiempo de reutilización de ataque aéreo de las átropos. No afecta al tiempo de reutilización inicial al comienzo de la misión.=11147
