AUTHENTICATION_BETA_REGION,Beta /// Beta=0
Reward/Name/CoopZagaraLevel5,Cooperativo - Zagara - Nivel 5 /// Coop Zagara Level5=13142
Reward/Name/Coop_Hard_10,Coop_Hard_10 /// Coop_Hard_10=13143
Reward/Name/Coop_Hard_100,Coop_Hard_100 /// Coop_Hard_100=13144
Reward/Name/Coop_Hard_25,Coop_Hard_25 /// Coop_Hard_25=13145
Reward/Name/Coop_Hard_250,Coop_Hard_250 /// Coop_Hard_250=13146
Reward/Name/Coop_Hard_50,Coop_Hard_50 /// Coop_Hard_50=13147
Reward/Name/Coop_Insane_10,Coop_Insane_10 /// Coop_Insane_10=13148
Reward/Name/Coop_Insane_100,Coop_Insane_100 /// Coop_Insane_100=13149
Reward/Name/Coop_Insane_25,Coop_Insane_25 /// Coop_Insane_25=13150
Reward/Name/Coop_Insane_250,Coop_Insane_250 /// Coop_Insane_250=13151
Reward/Name/Coop_Insane_50,Coop_Insane_50 /// Coop_Insane_50=13152
Reward/Name/Coop_Medium_10,Coop_Medium_10 /// Coop_Medium_10=13153
Reward/Name/Coop_Medium_100,Coop_Medium_100 /// Coop_Medium_100=13154
Reward/Name/Coop_Medium_25,Coop_Medium_25 /// Coop_Medium_25=13155
Reward/Name/Coop_Medium_250,Coop_Medium_250 /// Coop_Medium_250=13156
Reward/Name/Coop_Medium_50,Coop_Medium_50 /// Coop_Medium_50=13157
Reward/Name/Coop_Meta_Hard,Coop_Meta_Hard /// Coop_Meta_Hard=13158
Reward/Name/Coop_Meta_Insane,Coop_Meta_Insane /// Coop_Meta_Insane=13159
Reward/Name/Coop_Meta_Medium,Coop_Meta_Medium /// Coop_Meta_Medium=13160
Reward/Name/Coop_Meta_Races,Coop_Meta_Races /// Coop_Meta_Races=13161
Reward/Name/Coop_Meta_VeryHard,Coop_Meta_VeryHard /// Coop_Meta_VeryHard=13162
Reward/Name/Coop_Protoss_10,Coop_Protoss_10 /// Coop_Protoss_10=13163
Reward/Name/Coop_Protoss_100,Coop_Protoss_100 /// Coop_Protoss_100=13164
Reward/Name/Coop_Protoss_25,Coop_Protoss_25 /// Coop_Protoss_25=13165
Reward/Name/Coop_Protoss_250,Coop_Protoss_250 /// Coop_Protoss_250=13166
Reward/Name/Coop_Protoss_50,Coop_Protoss_50 /// Coop_Protoss_50=13167
Reward/Name/Coop_Random_10,Coop_Random_10 /// Coop_Random_10=13168
Reward/Name/Coop_Random_100,Coop_Random_100 /// Coop_Random_100=13169
Reward/Name/Coop_Random_25,Coop_Random_25 /// Coop_Random_25=13170
Reward/Name/Coop_Random_250,Coop_Random_250 /// Coop_Random_250=13171
Reward/Name/Coop_Random_50,Coop_Random_50 /// Coop_Random_50=13172
Reward/Name/Coop_Terran_10,Coop_Terran_10 /// Coop_Terran_10=13173
Reward/Name/Coop_Terran_100,Coop_Terran_100 /// Coop_Terran_100=13174
Reward/Name/Coop_Terran_25,Coop_Terran_25 /// Coop_Terran_25=13175
Reward/Name/Coop_Terran_250,Coop_Terran_250 /// Coop_Terran_250=13176
Reward/Name/Coop_Terran_50,Coop_Terran_50 /// Coop_Terran_50=13177
Reward/Name/Coop_Threesome_Hard,Coop_Threesome_Hard /// Coop_Threesome_Hard=13178
Reward/Name/Coop_Threesome_Hard_Streak_10,Coop_Threesome_Hard_Streak_10 /// Coop_Threesome_Hard_Streak_10=13179
Reward/Name/Coop_Threesome_Hard_Streak_15,Coop_Threesome_Hard_Streak_15 /// Coop_Threesome_Hard_Streak_15=13180
Reward/Name/Coop_Threesome_Hard_Streak_5,Coop_Threesome_Hard_Streak_5 /// Coop_Threesome_Hard_Streak_5=13181
Reward/Name/Coop_Threesome_Insane,Coop_Threesome_Insane /// Coop_Threesome_Insane=13182
Reward/Name/Coop_Threesome_Insane_Streak_10,Coop_Threesome_Insane_Streak_10 /// Coop_Threesome_Insane_Streak_10=13183
Reward/Name/Coop_Threesome_Insane_Streak_15,Coop_Threesome_Insane_Streak_15 /// Coop_Threesome_Insane_Streak_15=13184
Reward/Name/Coop_Threesome_Insane_Streak_5,Coop_Threesome_Insane_Streak_5 /// Coop_Threesome_Insane_Streak_5=13185
Reward/Name/Coop_Threesome_Medium,Coop_Threesome_Medium /// Coop_Threesome_Medium=13186
Reward/Name/Coop_Threesome_Medium_Streak_10,Coop_Threesome_Medium_Streak_10 /// Coop_Threesome_Medium_Streak_10=13187
Reward/Name/Coop_Threesome_Medium_Streak_15,Coop_Threesome_Medium_Streak_15 /// Coop_Threesome_Medium_Streak_15=13188
Reward/Name/Coop_Threesome_Medium_Streak_5,Coop_Threesome_Medium_Streak_5 /// Coop_Threesome_Medium_Streak_5=13189
Reward/Name/Coop_Threesome_VeryHard,Coop_Threesome_VeryHard /// Coop_Threesome_VeryHard=13190
Reward/Name/Coop_Threesome_VeryHard_Streak_10,Coop_Threesome_VeryHard_Streak_10 /// Coop_Threesome_VeryHard_Streak_10=13191
Reward/Name/Coop_Threesome_VeryHard_Streak_15,Coop_Threesome_VeryHard_Streak_15 /// Coop_Threesome_VeryHard_Streak_15=13192
Reward/Name/Coop_Threesome_VeryHard_Streak_5,Coop_Threesome_VeryHard_Streak_5 /// Coop_Threesome_VeryHard_Streak_5=13193
Reward/Name/Coop_Twosome_Hard,Coop_Twosome_Hard /// Coop_Twosome_Hard=13194
Reward/Name/Coop_Twosome_Hard_Streak_10,Coop_Twosome_Hard_Streak_10 /// Coop_Twosome_Hard_Streak_10=13195
Reward/Name/Coop_Twosome_Hard_Streak_15,Coop_Twosome_Hard_Streak_15 /// Coop_Twosome_Hard_Streak_15=13196
Reward/Name/Coop_Twosome_Hard_Streak_5,Coop_Twosome_Hard_Streak_5 /// Coop_Twosome_Hard_Streak_5=13197
Reward/Name/Coop_Twosome_Insane,Coop_Twosome_Insane /// Coop_Twosome_Insane=13198
Reward/Name/Coop_Twosome_Insane_Streak_10,Coop_Twosome_Insane_Streak_10 /// Coop_Twosome_Insane_Streak_10=13199
Reward/Name/Coop_Twosome_Insane_Streak_15,Coop_Twosome_Insane_Streak_15 /// Coop_Twosome_Insane_Streak_15=13200
Reward/Name/Coop_Twosome_Insane_Streak_5,Coop_Twosome_Insane_Streak_5 /// Coop_Twosome_Insane_Streak_5=13201
Reward/Name/Coop_Twosome_Medium,Coop_Twosome_Medium /// Coop_Twosome_Medium=13202
Reward/Name/Coop_Twosome_Medium_Streak_10,Coop_Twosome_Medium_Streak_10 /// Coop_Twosome_Medium_Streak_10=13203
Reward/Name/Coop_Twosome_Medium_Streak_15,Coop_Twosome_Medium_Streak_15 /// Coop_Twosome_Medium_Streak_15=13204
Reward/Name/Coop_Twosome_Medium_Streak_5,Coop_Twosome_Medium_Streak_5 /// Coop_Twosome_Medium_Streak_5=13205
Reward/Name/Coop_Twosome_VeryHard,Coop_Twosome_VeryHard /// Coop_Twosome_VeryHard=13206
Reward/Name/Coop_Twosome_VeryHard_Streak_10,Coop_Twosome_VeryHard_Streak_10 /// Coop_Twosome_VeryHard_Streak_10=13207
Reward/Name/Coop_Twosome_VeryHard_Streak_15,Coop_Twosome_VeryHard_Streak_15 /// Coop_Twosome_VeryHard_Streak_15=13208
Reward/Name/Coop_Twosome_VeryHard_Streak_5,Coop_Twosome_VeryHard_Streak_5 /// Coop_Twosome_VeryHard_Streak_5=13209
Reward/Name/Coop_VeryHard_10,Coop_VeryHard_10 /// Coop_VeryHard_10=13210
Reward/Name/Coop_VeryHard_100,Coop_VeryHard_100 /// Coop_VeryHard_100=13211
Reward/Name/Coop_VeryHard_25,Coop_VeryHard_25 /// Coop_VeryHard_25=13212
Reward/Name/Coop_VeryHard_250,Coop_VeryHard_250 /// Coop_VeryHard_250=13213
Reward/Name/Coop_VeryHard_50,Coop_VeryHard_50 /// Coop_VeryHard_50=13214
Reward/Name/Coop_Zerg_10,Coop_Zerg_10 /// Coop_Zerg_10=13215
Reward/Name/Coop_Zerg_100,Coop_Zerg_100 /// Coop_Zerg_100=13216
Reward/Name/Coop_Zerg_25,Coop_Zerg_25 /// Coop_Zerg_25=13217
Reward/Name/Coop_Zerg_250,Coop_Zerg_250 /// Coop_Zerg_250=13218
Reward/Name/Coop_Zerg_50,Coop_Zerg_50 /// Coop_Zerg_50=13219
Reward/Name/CorruptorPrimal,Primigenio /// Primal=13220
Reward/Name/CorruptorSkinOff,Predeterminado /// Default=13221
Reward/Name/CorruptorWebby,Colonia Leviatán /// Leviathan=13222
Reward/Name/CustomGame_Hard_10,CustomGame_Hard_10 /// CustomGame_Hard_10=13223
Reward/Name/CustomGame_Hard_100,CustomGame_Hard_100 /// CustomGame_Hard_100=13224
Reward/Name/CustomGame_Hard_25,CustomGame_Hard_25 /// CustomGame_Hard_25=13225
Reward/Name/CustomGame_Hard_3v3_AgainstRaces,CustomGame_Hard_3v3_AgainstRaces /// CustomGame_Hard_3v3_AgainstRaces=13226
Reward/Name/CustomGame_Hard_3v3_UsingRaces,CustomGame_Hard_3v3_UsingRaces /// CustomGame_Hard_3v3_UsingRaces=13227
Reward/Name/CustomGame_Hard_4v4_AgainstRaces,CustomGame_Hard_4v4_AgainstRaces /// CustomGame_Hard_4v4_AgainstRaces=13228
Reward/Name/CustomGame_Hard_4v4_UsingRaces,CustomGame_Hard_4v4_UsingRaces /// CustomGame_Hard_4v4_UsingRaces=13229
Reward/Name/CustomGame_Hard_50,CustomGame_Hard_50 /// CustomGame_Hard_50=13230
Reward/Name/CustomGame_Hard_FreeForAll,CustomGame_Hard_FreeForAll /// CustomGame_Hard_FreeForAll=13231
Reward/Name/CustomGame_Hard_Meta,CustomGame_Hard_Meta /// CustomGame_Hard_Meta=13232
Reward/Name/CustomGame_Hard_Minutes,CustomGame_Hard_Minutes /// CustomGame_Hard_Minutes=13233
Reward/Name/CustomGame_Insane_10,CustomGame_Insane_10 /// CustomGame_Insane_10=13234
Reward/Name/CustomGame_Insane_100,CustomGame_Insane_100 /// CustomGame_Insane_100=13235
Reward/Name/CustomGame_Insane_25,CustomGame_Insane_25 /// CustomGame_Insane_25=13236
Reward/Name/CustomGame_Insane_3v3_AgainstRaces,CustomGame_Insane_3v3_AgainstRaces /// CustomGame_Insane_3v3_AgainstRaces=13237
Reward/Name/CustomGame_Insane_3v3_UsingRaces,CustomGame_Insane_3v3_UsingRaces /// CustomGame_Insane_3v3_UsingRaces=13238
Reward/Name/CustomGame_Insane_4v4_AgainstRaces,CustomGame_Insane_4v4_AgainstRaces /// CustomGame_Insane_4v4_AgainstRaces=13239
Reward/Name/CustomGame_Insane_4v4_UsingRaces,CustomGame_Insane_4v4_UsingRaces /// CustomGame_Insane_4v4_UsingRaces=13240
Reward/Name/CustomGame_Insane_50,CustomGame_Insane_50 /// CustomGame_Insane_50=13241
Reward/Name/CustomGame_Insane_FreeForAll,CustomGame_Insane_FreeForAll /// CustomGame_Insane_FreeForAll=13242
Reward/Name/CustomGame_Insane_FreeForAll_Portrait,Orlan /// Orlan=13243
Reward/Name/CustomGame_Insane_Meta,CustomGame_Insane_Meta /// CustomGame_Insane_Meta=13244
Reward/Name/CustomGame_Insane_Minutes,CustomGame_Insane_Minutes /// CustomGame_Insane_Minutes=13245
Reward/Name/CustomGame_Medium_FreeForAll,CustomGame_Medium_FreeForAll /// CustomGame_Medium_FreeForAll=13246
Reward/Name/CustomGame_Medium_Meta,CustomGame_Medium_Meta /// CustomGame_Medium_Meta=13247
Reward/Name/CustomGame_Medium_Minutes,CustomGame_Medium_Minutes /// CustomGame_Medium_Minutes=13248
Reward/Name/CustomGame_Outmatched_Hard_1v2,CustomGame_Outmatched_Hard_1v2 /// CustomGame_Outmatched_Hard_1v2=13249
Reward/Name/CustomGame_Outmatched_Hard_1v3,CustomGame_Outmatched_Hard_1v3 /// CustomGame_Outmatched_Hard_1v3=13250
Reward/Name/CustomGame_Outmatched_Hard_1v4,CustomGame_Outmatched_Hard_1v4 /// CustomGame_Outmatched_Hard_1v4=13251
Reward/Name/CustomGame_Outmatched_Insane_1v2,CustomGame_Outmatched_Insane_1v2 /// CustomGame_Outmatched_Insane_1v2=13252
Reward/Name/CustomGame_Outmatched_Insane_1v3,CustomGame_Outmatched_Insane_1v3 /// CustomGame_Outmatched_Insane_1v3=13253
Reward/Name/CustomGame_Outmatched_Insane_1v4,CustomGame_Outmatched_Insane_1v4 /// CustomGame_Outmatched_Insane_1v4=13254
Reward/Name/CustomGame_Outmatched_Medium_1v2,CustomGame_Outmatched_Medium_1v2 /// CustomGame_Outmatched_Medium_1v2=13255
Reward/Name/CustomGame_Outmatched_Medium_1v3,CustomGame_Outmatched_Medium_1v3 /// CustomGame_Outmatched_Medium_1v3=13256
Reward/Name/CustomGame_Outmatched_Medium_1v4,CustomGame_Outmatched_Medium_1v4 /// CustomGame_Outmatched_Medium_1v4=13257
Reward/Name/CustomGame_Outmatched_Meta,CustomGame_Outmatched_Meta /// CustomGame_Outmatched_Meta=13258
Reward/Name/CustomGame_Outmatched_VeryHard_1v2,CustomGame_Outmatched_VeryHard_1v2 /// CustomGame_Outmatched_VeryHard_1v2=13259
Reward/Name/CustomGame_Outmatched_VeryHard_1v3,CustomGame_Outmatched_VeryHard_1v3 /// CustomGame_Outmatched_VeryHard_1v3=13260
Reward/Name/CustomGame_Outmatched_VeryHard_1v4,CustomGame_Outmatched_VeryHard_1v4 /// CustomGame_Outmatched_VeryHard_1v4=13261
Reward/Name/CustomGame_Protoss_10,CustomGame_Protoss_10 /// CustomGame_Protoss_10=13262
Reward/Name/CustomGame_Protoss_100,CustomGame_Protoss_100 /// CustomGame_Protoss_100=13263
Reward/Name/CustomGame_Protoss_25,CustomGame_Protoss_25 /// CustomGame_Protoss_25=13264
Reward/Name/CustomGame_Protoss_50,CustomGame_Protoss_50 /// CustomGame_Protoss_50=13265
Reward/Name/CustomGame_Random_10,CustomGame_Random_10 /// CustomGame_Random_10=13266
Reward/Name/CustomGame_Random_100,CustomGame_Random_100 /// CustomGame_Random_100=13267
Reward/Name/CustomGame_Random_25,CustomGame_Random_25 /// CustomGame_Random_25=13268
Reward/Name/CustomGame_Random_50,CustomGame_Random_50 /// CustomGame_Random_50=13269
Reward/Name/CustomGame_Terran_10,CustomGame_Terran_10 /// CustomGame_Terran_10=13270
Reward/Name/CustomGame_Terran_100,CustomGame_Terran_100 /// CustomGame_Terran_100=13271
Reward/Name/CustomGame_Terran_25,CustomGame_Terran_25 /// CustomGame_Terran_25=13272
Reward/Name/CustomGame_Terran_50,CustomGame_Terran_50 /// CustomGame_Terran_50=13273
Reward/Name/CustomGame_VeryHard_10,CustomGame_VeryHard_10 /// CustomGame_VeryHard_10=13274
Reward/Name/CustomGame_VeryHard_100,CustomGame_VeryHard_100 /// CustomGame_VeryHard_100=13275
Reward/Name/CustomGame_VeryHard_25,CustomGame_VeryHard_25 /// CustomGame_VeryHard_25=13276
Reward/Name/CustomGame_VeryHard_3v3_AgainstRaces,CustomGame_VeryHard_3v3_AgainstRaces /// CustomGame_VeryHard_3v3_AgainstRaces=13277
Reward/Name/CustomGame_VeryHard_3v3_UsingRaces,CustomGame_VeryHard_3v3_UsingRaces /// CustomGame_VeryHard_3v3_UsingRaces=13278
Reward/Name/CustomGame_VeryHard_4v4_AgainstRaces,CustomGame_VeryHard_4v4_AgainstRaces /// CustomGame_VeryHard_4v4_AgainstRaces=13279
Reward/Name/CustomGame_VeryHard_4v4_UsingRaces,CustomGame_VeryHard_4v4_UsingRaces /// CustomGame_VeryHard_4v4_UsingRaces=13280
Reward/Name/CustomGame_VeryHard_50,CustomGame_VeryHard_50 /// CustomGame_VeryHard_50=13281
Reward/Name/CustomGame_VeryHard_FreeForAll,CustomGame_VeryHard_FreeForAll /// CustomGame_VeryHard_FreeForAll=13282
Reward/Name/CustomGame_VeryHard_Meta,CustomGame_VeryHard_Meta /// CustomGame_VeryHard_Meta=13283
Reward/Name/CustomGame_VeryHard_Minutes,CustomGame_VeryHard_Minutes /// CustomGame_VeryHard_Minutes=13284
Reward/Name/CustomGame_Zerg_10,CustomGame_Zerg_10 /// CustomGame_Zerg_10=13285
Reward/Name/CustomGame_Zerg_100,CustomGame_Zerg_100 /// CustomGame_Zerg_100=13286
Reward/Name/CustomGame_Zerg_25,CustomGame_Zerg_25 /// CustomGame_Zerg_25=13287
Reward/Name/CustomGame_Zerg_50,CustomGame_Zerg_50 /// CustomGame_Zerg_50=13288
Reward/Name/CyberneticsCoreSkinOff,Predeterminado /// Default=13289
Reward/Name/CycloneCovertOps,Fuerzas Especiales /// Special Forces=13290
Reward/Name/CycloneJunker,Merodeadores de Mira /// Mira's Marauders=13291
Reward/Name/CycloneSkinOff,Predeterminado /// Default=13292
Reward/Name/DECALPROTOSS,DECALPROTOSS /// DECALPROTOSS=13293
Reward/Name/DECALTERRAN,DECALTERRAN /// DECALTERRAN=13294
Reward/Name/DECALZERG,DECALZERG /// DECALZERG=13295
Reward/Name/DanceAdept,Adepta<n/>/bailar /// Adept<n/>/dance=13296
Reward/Name/DanceColossus,Coloso<n/>/bailar /// Colossus<n/>/dance=13297
Reward/Name/DanceGhost,Fantasma<n/>/bailar /// Ghost<n/>/dance=13298
Reward/Name/DanceHighTemplar,Alto templario<n/>/bailar /// High Templar<n/>/dance=13299
Reward/Name/DanceHydralisk,Hidralisco<n/>/bailar /// Hydralisk<n/>/dance=13300
Reward/Name/DanceImmortal,Inmortal<n/>/bailar /// Immortal<n/>/dance=13301
Reward/Name/DanceInfestor,Infestador<n/>/bailar /// Infestor<n/>/dance=13302
Reward/Name/DanceMarauder,Merodeador<n/>/bailar /// Marauder<n/>/dance=13303
Reward/Name/DanceMarine,Marine<n/>/bailar /// Marine<n/>/dance=13304
Reward/Name/DanceMule,EMUL<n/>/bailar /// MULE<n/>/dance=13305
Reward/Name/DanceOracle,Oráculo<n/>/bailar /// Oracle<n/>/dance=13306
Reward/Name/DanceOverlord,Amo supremo<n/>/bailar /// Overlord<n/>/dance=13307
Reward/Name/DanceQueen,Reina<n/>/bailar /// Queen<n/>/dance=13308
Reward/Name/DanceRoach,Cucaracha<n/>/bailar /// Roach<n/>/dance=13309
Reward/Name/DanceStalker,Persecutor<n/>/bailar /// Stalker<n/>/dance=13310
Reward/Name/DanceThor,Thor<n/>/bailar /// Thor<n/>/dance=13311
Reward/Name/DanceUltralisk,Ultralisco<n/>/bailar /// Ultralisk<n/>/dance=13312
Reward/Name/DanceViking,Vikingo<n/>/bailar /// Viking<n/>/dance=13313
Reward/Name/DanceZealot,Zelot<n/>/bailar /// Zealot<n/>/dance=13314
Reward/Name/DanceZergling,Zerguezno<n/>/bailar /// Zergling<n/>/dance=13315
Reward/Name/DarkShrineSkinOff,Predeterminado /// Default=13316
Reward/Name/DarkTemplarPortrait,Templario Oscuro /// Dark Templar=13317
Reward/Name/DarkTemplarPurifier,Purificador /// Purifier=13318
Reward/Name/DarkTemplarSkinOff,Predeterminado /// Default=13319
Reward/Name/DarkTemplarTaldarim,Forjados /// Forged=13320
Reward/Name/Decal,Logotipo=13321
Reward/Name/Decal_20YearsProtoss,20 años de protoss /// 20 Years of Protoss=13322
Reward/Name/Decal_20YearsTerran,20 años de terran /// 20 Years of Terran=13323
Reward/Name/Decal_20YearsZerg,20 años de zerg /// 20 Years of Zerg=13324
Reward/Name/Decal_BWC_2012_Protoss,BWC 2012 /// 2012 BWC=13325
Reward/Name/Decal_BWC_2012_Terran,BWC 2012 /// 2012 BWC=13326
Reward/Name/Decal_BWC_2012_Zerg,BWC 2012 /// 2012 BWC=13327
Reward/Name/Decal_BlizzCon_2010_MurlocalypseNow_Protoss,Murlocalipsis ahora /// Murlocalypse Now=13328
Reward/Name/Decal_BlizzCon_2010_MurlocalypseNow_Terran,Murlocalipsis ahora /// Murlocalypse Now=13329
Reward/Name/Decal_BlizzCon_2010_MurlocalypseNow_Zerg,Murlocalipsis ahora /// Murlocalypse Now=13330
Reward/Name/Decal_BlizzCon_2010_TideHunters_Protoss,Cazadores de marea /// Tide Hunters=13331
Reward/Name/Decal_BlizzCon_2010_TideHunters_Terran,Cazadores de marea /// Tide Hunters=13332
Reward/Name/Decal_BlizzCon_2010_TideHunters_Zerg,Cazadores de marea /// Tide Hunters=13333
Reward/Name/Decal_BlizzCon_2011_Protoss,Puño peludo /// Fist of Furry=13334
Reward/Name/Decal_BlizzCon_2011_Terran,Puño peludo /// Fist of Furry=13335
Reward/Name/Decal_BlizzCon_2011_Zerg,Puño peludo /// Fist of Furry=13336
Reward/Name/Decal_BlizzCon_2013_StitchesHook_Protoss,Gancho de Puntos /// Stitches' Hook=13337
Reward/Name/Decal_BlizzCon_2013_StitchesHook_Terran,Gancho de Puntos /// Stitches' Hook=13338
Reward/Name/Decal_BlizzCon_2013_StitchesHook_Zerg,Gancho de Puntos /// Stitches' Hook=13339
Reward/Name/Decal_BlizzCon_2014_Nexus_Protoss,Sello del Nexo /// Nexus Sigil=13340
Reward/Name/Decal_BlizzCon_2014_Nexus_Terran,Sello del Nexo /// Nexus Sigil=13341
Reward/Name/Decal_BlizzCon_2014_Nexus_Zerg,Sello del Nexo /// Nexus Sigil=13342
Reward/Name/Decal_CE_Alliance_Protoss,Símbolo de la Alianza /// Alliance Symbol=13343
Reward/Name/Decal_CE_Alliance_Terran,Símbolo de la Alianza /// Alliance Symbol=13344
Reward/Name/Decal_CE_Alliance_Zerg,Símbolo de la Alianza /// Alliance Symbol=13345
Reward/Name/Decal_CE_D3_Barbarian_Protoss,Bárbaro /// Barbarian=13346
Reward/Name/Decal_CE_D3_Barbarian_Terran,Bárbaro /// Barbarian=13347
Reward/Name/Decal_CE_D3_Barbarian_Zerg,Bárbaro /// Barbarian=13348
Reward/Name/Decal_CE_D3_DemonHunter_Protoss,Cazador de demonios /// Demon Hunter=13349
Reward/Name/Decal_CE_D3_DemonHunter_Terran,Cazador de demonios /// Demon Hunter=13350
Reward/Name/Decal_CE_D3_DemonHunter_Zerg,Cazador de demonios /// Demon Hunter=13351
