AUTHENTICATION_BETA_REGION,内测或公测 /// Beta=0
Reward/Name/Portrait_WarChest_Portrait07,卡通塔萨达尔 /// Cartoon Tassadar=14806
Reward/Name/Portrait_WarChest_Portrait08,彩色陆战队员 /// Marine Color=14807
Reward/Name/Portrait_WarChest_Portrait09,卡通诺娃 /// Cartoon Nova=14808
Reward/Name/Portrait_WarChest_Portrait10,彩色爆蚊 /// Scourge Color=14809
Reward/Name/Portrait_WarChest_Portrait11,卡通扎加拉 /// Cartoon Zagara=14810
Reward/Name/Portrait_WarChest_Portrait12,彩色执行官 /// Executor Color=14811
Reward/Name/Portrait_WarChest_Portrait13,墨色执行官 /// Executor Ink=14812
Reward/Name/Portrait_WarChest_Portrait14,彩色副官 /// Adjutant Color=14813
Reward/Name/Portrait_WarChest_Portrait15,墨色副官 /// Adjutant Ink=14814
Reward/Name/Portrait_WarChest_Portrait16,彩色原始 /// Primal Color=14815
Reward/Name/Portrait_WarChest_Portrait17,墨色原始 /// Primal Ink=14816
Reward/Name/Portrait_WarChest_Portrait18,墨色尤摩扬幽灵 /// Umojan Ghost Ink=14817
Reward/Name/Portrait_WarChest_Portrait19,墨色仿生机械蟑螂 /// Simulant Roach Ink=14818
Reward/Name/Portrait_WarChest_Portrait20,墨色黄金时代执政官 /// Golden Age Archon Ink=14819
Reward/Name/Portrait_WarChest_Portrait21,彩色尤摩扬幽灵 /// Umojan Ghost Color=14820
Reward/Name/Portrait_WarChest_Portrait22,彩色仿生机械蟑螂 /// Simulant Roach Color=14821
Reward/Name/Portrait_WarChest_Portrait23,彩色黄金时代执政官 /// Golden Age Archon Color=14822
Reward/Name/Portrait_WoW6_CE_Portrait1,格罗玛什 /// Grommash=14823
Reward/Name/Portrait_WoW6_CE_Portrait2,黑手氏族 /// Blackhand=14824
Reward/Name/Portrait_WoW7_CE_Portrait1,古尔丹 /// Gul'dan=14825
Reward/Name/Portrait_WoW7_CE_Portrait2,伊利丹 /// Illidan=14826
Reward/Name/Portrait_iNcontroLLegend,iNcontroL:传奇 /// iNcontroL: Legend=14827
Reward/Name/ProbeBlizzcon17,飞车党 /// Junker=14828
Reward/Name/ProbePurifier,净化者 /// Purifier=14829
Reward/Name/ProbeSkinOff,默认 /// Default=14830
Reward/Name/ProbeTaldarim,锻造 /// Forged=14831
Reward/Name/Profile_Coop_Bronze,Profile_Coop_Bronze /// Profile_Coop_Bronze=14832
Reward/Name/Profile_Coop_Gold,Profile_Coop_Gold /// Profile_Coop_Gold=14833
Reward/Name/Profile_Coop_None,Profile_Coop_None /// Profile_Coop_None=14834
Reward/Name/Profile_Coop_Silver,Profile_Coop_Silver /// Profile_Coop_Silver=14835
Reward/Name/Profile_CustomGame_Bronze,Profile_CustomGame_Bronze /// Profile_CustomGame_Bronze=14836
Reward/Name/Profile_CustomGame_Gold,Profile_CustomGame_Gold /// Profile_CustomGame_Gold=14837
Reward/Name/Profile_CustomGame_None,Profile_CustomGame_None /// Profile_CustomGame_None=14838
Reward/Name/Profile_CustomGame_Silver,Profile_CustomGame_Silver /// Profile_CustomGame_Silver=14839
Reward/Name/Profile_Exploration_Bronze,Profile_Exploration_Bronze /// Profile_Exploration_Bronze=14840
Reward/Name/Profile_Exploration_Gold,Profile_Exploration_Gold /// Profile_Exploration_Gold=14841
Reward/Name/Profile_Exploration_None,Profile_Exploration_None /// Profile_Exploration_None=14842
Reward/Name/Profile_Exploration_Silver,Profile_Exploration_Silver /// Profile_Exploration_Silver=14843
Reward/Name/Profile_QuickMatch_Bronze,Profile_QuickMatch_Bronze /// Profile_QuickMatch_Bronze=14844
Reward/Name/Profile_QuickMatch_Gold,Profile_QuickMatch_Gold /// Profile_QuickMatch_Gold=14845
Reward/Name/Profile_QuickMatch_None,Profile_QuickMatch_None /// Profile_QuickMatch_None=14846
Reward/Name/Profile_QuickMatch_Silver,Profile_QuickMatch_Silver /// Profile_QuickMatch_Silver=14847
Reward/Name/ProtossCampaignDifficultyBrutal,Protoss Campaign Difficulty Brutal=14848
Reward/Name/ProtossCampaignDifficultyCasual,Protoss Campaign Difficulty Casual=14849
Reward/Name/ProtossCampaignDifficultyHard,Protoss Campaign Difficulty Hard=14850
Reward/Name/ProtossCampaignDifficultyNormal,Protoss Campaign Difficulty Normal=14851
Reward/Name/PurifierArcMissions,净化者任务线 /// Purifier Arc Missions=14852
Reward/Name/PurifierArcMissions_Portrait,菲尼克斯 /// Fenix=14853
Reward/Name/PylonSkin,仲裁官 /// Judicator=14854
Reward/Name/PylonSkinBase,PylonSkinBase=14855
Reward/Name/PylonSkinOff,默认 /// Default=14856
Reward/Name/PylonTaldarim,塔达林 /// Tal'darim=14857
Reward/Name/QueenPortrait,虫后 /// Queen=14858
Reward/Name/QueenPrimal,原始 /// Primal=14859
Reward/Name/QueenSkinOff,默认 /// Default=14860
Reward/Name/QueenWebby,利维坦 /// Leviathan=14861
Reward/Name/QuickMatch_Competitive_FFA_5000_Kills,QuickMatch_Competitive_FFA_5000_Kills /// QuickMatch_Competitive_FFA_5000_Kills=14862
Reward/Name/QuickMatch_FreeForAll_2v2_Races,QuickMatch_FreeForAll_2v2_Races /// QuickMatch_FreeForAll_2v2_Races=14863
Reward/Name/QuickMatch_FreeForAll_3v3_Races,QuickMatch_FreeForAll_3v3_Races /// QuickMatch_FreeForAll_3v3_Races=14864
Reward/Name/QuickMatch_FreeForAll_Meta,QuickMatch_FreeForAll_Meta /// QuickMatch_FreeForAll_Meta=14865
Reward/Name/QuickMatch_FreeForAll_Qualifier,QuickMatch_FreeForAll_Qualifier /// QuickMatch_FreeForAll_Qualifier=14866
Reward/Name/QuickMatch_FreeForAll_Races,QuickMatch_FreeForAll_Races /// QuickMatch_FreeForAll_Races=14867
Reward/Name/QuickMatch_FreeForAll_Wins_10,QuickMatch_FreeForAll_Wins_10 /// QuickMatch_FreeForAll_Wins_10=14868
Reward/Name/QuickMatch_FreeForAll_Wins_100,QuickMatch_FreeForAll_Wins_100 /// QuickMatch_FreeForAll_Wins_100=14869
Reward/Name/QuickMatch_FreeForAll_Wins_200,QuickMatch_FreeForAll_Wins_200 /// QuickMatch_FreeForAll_Wins_200=14870
Reward/Name/QuickMatch_FreeForAll_Wins_25,QuickMatch_FreeForAll_Wins_25 /// QuickMatch_FreeForAll_Wins_25=14871
Reward/Name/QuickMatch_FreeForAll_Wins_400,QuickMatch_FreeForAll_Wins_400 /// QuickMatch_FreeForAll_Wins_400=14872
Reward/Name/QuickMatch_FreeForAll_Wins_5,QuickMatch_FreeForAll_Wins_5 /// QuickMatch_FreeForAll_Wins_5=14873
Reward/Name/QuickMatch_FreeForAll_Wins_50,QuickMatch_FreeForAll_Wins_50 /// QuickMatch_FreeForAll_Wins_50=14874
Reward/Name/QuickMatch_FreeForAll_Wins_800,QuickMatch_FreeForAll_Wins_800 /// QuickMatch_FreeForAll_Wins_800=14875
Reward/Name/QuickMatch_Solo_Meta,QuickMatch_Solo_Meta /// QuickMatch_Solo_Meta=14876
Reward/Name/QuickMatch_Solo_Meta_Portrait,黑暗中的声音 /// Dark Voice=14877
Reward/Name/QuickMatch_Solo_Protoss_10,QuickMatch_Solo_Protoss_10 /// QuickMatch_Solo_Protoss_10=14878
Reward/Name/QuickMatch_Solo_Protoss_100,QuickMatch_Solo_Protoss_100 /// QuickMatch_Solo_Protoss_100=14879
Reward/Name/QuickMatch_Solo_Protoss_1000,QuickMatch_Solo_Protoss_1000 /// QuickMatch_Solo_Protoss_1000=14880
Reward/Name/QuickMatch_Solo_Protoss_1000_Decal_Protoss,仲裁官阶层 /// Judicator Caste=14881
Reward/Name/QuickMatch_Solo_Protoss_1000_Decal_Terran,仲裁官阶层 /// Judicator Caste=14882
Reward/Name/QuickMatch_Solo_Protoss_1000_Decal_Zerg,仲裁官阶层 /// Judicator Caste=14883
Reward/Name/QuickMatch_Solo_Protoss_1000_Portrait,航母 /// Carrier=14884
Reward/Name/QuickMatch_Solo_Protoss_100_Portrait,不朽者 /// Immortal=14885
Reward/Name/QuickMatch_Solo_Protoss_10_Portrait,狂热者 /// Zealot=14886
Reward/Name/QuickMatch_Solo_Protoss_1500,QuickMatch_Solo_Protoss_1500 /// QuickMatch_Solo_Protoss_1500=14887
Reward/Name/QuickMatch_Solo_Protoss_1500_Decal_Protoss,达拉姆标记 /// Daelaam Regalia=14888
Reward/Name/QuickMatch_Solo_Protoss_1500_Decal_Terran,达拉姆标记 /// Daelaam Regalia=14889
Reward/Name/QuickMatch_Solo_Protoss_1500_Decal_Zerg,达拉姆标记 /// Daelaam Regalia=14890
Reward/Name/QuickMatch_Solo_Protoss_1500_Portrait,塔萨达尔 /// Tassadar=14891
Reward/Name/QuickMatch_Solo_Protoss_200,QuickMatch_Solo_Protoss_200 /// QuickMatch_Solo_Protoss_200=14892
Reward/Name/QuickMatch_Solo_Protoss_200_Portrait,虚空辉光舰 /// Void Ray=14893
Reward/Name/QuickMatch_Solo_Protoss_25,QuickMatch_Solo_Protoss_25 /// QuickMatch_Solo_Protoss_25=14894
Reward/Name/QuickMatch_Solo_Protoss_25_Portrait,追猎者 /// Stalker=14895
Reward/Name/QuickMatch_Solo_Protoss_50,QuickMatch_Solo_Protoss_50 /// QuickMatch_Solo_Protoss_50=14896
Reward/Name/QuickMatch_Solo_Protoss_500,QuickMatch_Solo_Protoss_500 /// QuickMatch_Solo_Protoss_500=14897
Reward/Name/QuickMatch_Solo_Protoss_500_Decal_Protoss,混合体勋章 /// Hybrid Honors=14898
Reward/Name/QuickMatch_Solo_Protoss_500_Decal_Terran,混合体勋章 /// Hybrid Honors=14899
Reward/Name/QuickMatch_Solo_Protoss_500_Decal_Zerg,混合体勋章 /// Hybrid Honors=14900
Reward/Name/QuickMatch_Solo_Protoss_500_Portrait,巨像 /// Colossus=14901
Reward/Name/QuickMatch_Solo_Protoss_50_Portrait,凤凰 /// Phoenix=14902
Reward/Name/QuickMatch_Solo_Random_10,QuickMatch_Solo_Random_10 /// QuickMatch_Solo_Random_10=14903
Reward/Name/QuickMatch_Solo_Random_100,QuickMatch_Solo_Random_100 /// QuickMatch_Solo_Random_100=14904
Reward/Name/QuickMatch_Solo_Random_1000,QuickMatch_Solo_Random_1000 /// QuickMatch_Solo_Random_1000=14905
Reward/Name/QuickMatch_Solo_Random_1000_Decal_Protoss,圣堂武士阶层 /// Templar Caste=14906
Reward/Name/QuickMatch_Solo_Random_1000_Decal_Terran,圣堂武士阶层 /// Templar Caste=14907
Reward/Name/QuickMatch_Solo_Random_1000_Decal_Zerg,圣堂武士阶层 /// Templar Caste=14908
Reward/Name/QuickMatch_Solo_Random_1000_Portrait,女妖 /// Banshee=14909
Reward/Name/QuickMatch_Solo_Random_100_Portrait,维京战机 /// Viking=14910
Reward/Name/QuickMatch_Solo_Random_10_Portrait,收割者 /// Reaper=14911
Reward/Name/QuickMatch_Solo_Random_1500,QuickMatch_Solo_Random_1500 /// QuickMatch_Solo_Random_1500=14912
Reward/Name/QuickMatch_Solo_Random_1500_Decal_Protoss,泛-泰伦 /// Pan-Terran=14913
Reward/Name/QuickMatch_Solo_Random_1500_Decal_Terran,泛-泰伦 /// Pan-Terran=14914
Reward/Name/QuickMatch_Solo_Random_1500_Decal_Zerg,泛-泰伦 /// Pan-Terran=14915
Reward/Name/QuickMatch_Solo_Random_1500_Portrait,混合体毁灭者 /// Hybrid Destroyer=14916
Reward/Name/QuickMatch_Solo_Random_200,QuickMatch_Solo_Random_200 /// QuickMatch_Solo_Random_200=14917
Reward/Name/QuickMatch_Solo_Random_200_Portrait,高阶圣堂武士 /// High Templar=14918
Reward/Name/QuickMatch_Solo_Random_25,QuickMatch_Solo_Random_25 /// QuickMatch_Solo_Random_25=14919
Reward/Name/QuickMatch_Solo_Random_25_Portrait,机械哨兵 /// Sentry=14920
Reward/Name/QuickMatch_Solo_Random_50,QuickMatch_Solo_Random_50 /// QuickMatch_Solo_Random_50=14921
Reward/Name/QuickMatch_Solo_Random_500,QuickMatch_Solo_Random_500 /// QuickMatch_Solo_Random_500=14922
Reward/Name/QuickMatch_Solo_Random_500_Decal_Protoss,利爪巢群 /// Claw Brood=14923
Reward/Name/QuickMatch_Solo_Random_500_Decal_Terran,利爪巢群 /// Claw Brood=14924
Reward/Name/QuickMatch_Solo_Random_500_Decal_Zerg,利爪巢群 /// Claw Brood=14925
Reward/Name/QuickMatch_Solo_Random_500_Portrait,异龙 /// Mutalisk=14926
Reward/Name/QuickMatch_Solo_Random_50_Portrait,眼虫 /// Overseer=14927
Reward/Name/QuickMatch_Solo_Streak_3,QuickMatch_Solo_Streak_3 /// QuickMatch_Solo_Streak_3=14928
Reward/Name/QuickMatch_Solo_Streak_5,QuickMatch_Solo_Streak_5 /// QuickMatch_Solo_Streak_5=14929
Reward/Name/QuickMatch_Solo_Terran_10,QuickMatch_Solo_Terran_10 /// QuickMatch_Solo_Terran_10=14930
Reward/Name/QuickMatch_Solo_Terran_100,QuickMatch_Solo_Terran_100 /// QuickMatch_Solo_Terran_100=14931
Reward/Name/QuickMatch_Solo_Terran_1000,QuickMatch_Solo_Terran_1000 /// QuickMatch_Solo_Terran_1000=14932
Reward/Name/QuickMatch_Solo_Terran_1000_Decal_Protoss,泰伦取胜 /// Terran Max=14933
Reward/Name/QuickMatch_Solo_Terran_1000_Decal_Terran,泰伦取胜 /// Terran Max=14934
Reward/Name/QuickMatch_Solo_Terran_1000_Decal_Zerg,泰伦取胜 /// Terran Max=14935
Reward/Name/QuickMatch_Solo_Terran_1000_Portrait,战列巡航舰 /// Battlecruiser=14936
Reward/Name/QuickMatch_Solo_Terran_100_Portrait,攻城坦克 /// Siege Tank=14937
Reward/Name/QuickMatch_Solo_Terran_10_Portrait,陆战队员 /// Marine=14938
Reward/Name/QuickMatch_Solo_Terran_1500,QuickMatch_Solo_Terran_1500 /// QuickMatch_Solo_Terran_1500=14939
Reward/Name/QuickMatch_Solo_Terran_1500_Decal_Protoss,DMW /// DMW=14940
Reward/Name/QuickMatch_Solo_Terran_1500_Decal_Terran,DMW /// DMW=14941
Reward/Name/QuickMatch_Solo_Terran_1500_Decal_Zerg,DMW /// DMW=14942
Reward/Name/QuickMatch_Solo_Terran_1500_Portrait,诺娃 /// Nova=14943
Reward/Name/QuickMatch_Solo_Terran_200,QuickMatch_Solo_Terran_200 /// QuickMatch_Solo_Terran_200=14944
Reward/Name/QuickMatch_Solo_Terran_200_Portrait,幽灵 /// Ghost=14945
Reward/Name/QuickMatch_Solo_Terran_25,QuickMatch_Solo_Terran_25 /// QuickMatch_Solo_Terran_25=14946
Reward/Name/QuickMatch_Solo_Terran_25_Portrait,劫掠者 /// Marauder=14947
Reward/Name/QuickMatch_Solo_Terran_50,QuickMatch_Solo_Terran_50 /// QuickMatch_Solo_Terran_50=14948
Reward/Name/QuickMatch_Solo_Terran_500,QuickMatch_Solo_Terran_500 /// QuickMatch_Solo_Terran_500=14949
Reward/Name/QuickMatch_Solo_Terran_500_Decal_Protoss,玛·萨拉分离派 /// Mar Sara Separatists=14950
Reward/Name/QuickMatch_Solo_Terran_500_Decal_Terran,玛·萨拉分离派 /// Mar Sara Separatists=14951
Reward/Name/QuickMatch_Solo_Terran_500_Decal_Zerg,玛·萨拉分离派 /// Mar Sara Separatists=14952
Reward/Name/QuickMatch_Solo_Terran_500_Portrait,雷神 /// Thor=14953
Reward/Name/QuickMatch_Solo_Terran_50_Portrait,医疗运输机 /// Medivac=14954
Reward/Name/QuickMatch_Solo_Zerg_10,QuickMatch_Solo_Zerg_10 /// QuickMatch_Solo_Zerg_10=14955
Reward/Name/QuickMatch_Solo_Zerg_100,QuickMatch_Solo_Zerg_100 /// QuickMatch_Solo_Zerg_100=14956
Reward/Name/QuickMatch_Solo_Zerg_1000,QuickMatch_Solo_Zerg_1000 /// QuickMatch_Solo_Zerg_1000=14957
Reward/Name/QuickMatch_Solo_Zerg_1000_Decal_Protoss,艾尔巢群 /// Aiur Brood=14958
Reward/Name/QuickMatch_Solo_Zerg_1000_Decal_Terran,艾尔巢群 /// Aiur Brood=14959
Reward/Name/QuickMatch_Solo_Zerg_1000_Decal_Zerg,艾尔巢群 /// Aiur Brood=14960
Reward/Name/QuickMatch_Solo_Zerg_1000_Portrait,雷兽 /// Ultralisk=14961
Reward/Name/QuickMatch_Solo_Zerg_100_Portrait,刺蛇 /// Hydralisk=14962
Reward/Name/QuickMatch_Solo_Zerg_10_Portrait,跳虫 /// Zergling=14963
Reward/Name/QuickMatch_Solo_Zerg_1500,QuickMatch_Solo_Zerg_1500 /// QuickMatch_Solo_Zerg_1500=14964
Reward/Name/QuickMatch_Solo_Zerg_1500_Decal_Protoss,脊针巢群 /// Spine Brood=14965
Reward/Name/QuickMatch_Solo_Zerg_1500_Decal_Terran,脊针巢群 /// Spine Brood=14966
Reward/Name/QuickMatch_Solo_Zerg_1500_Decal_Zerg,脊针巢群 /// Spine Brood=14967
Reward/Name/QuickMatch_Solo_Zerg_1500_Portrait,刀锋女王 /// Queen of Blades=14968
Reward/Name/QuickMatch_Solo_Zerg_200,QuickMatch_Solo_Zerg_200 /// QuickMatch_Solo_Zerg_200=14969
Reward/Name/QuickMatch_Solo_Zerg_200_Portrait,虫后 /// Queen=14970
Reward/Name/QuickMatch_Solo_Zerg_25,QuickMatch_Solo_Zerg_25 /// QuickMatch_Solo_Zerg_25=14971
Reward/Name/QuickMatch_Solo_Zerg_25_Portrait,蟑螂 /// Roach=14972
Reward/Name/QuickMatch_Solo_Zerg_50,QuickMatch_Solo_Zerg_50 /// QuickMatch_Solo_Zerg_50=14973
Reward/Name/QuickMatch_Solo_Zerg_500,QuickMatch_Solo_Zerg_500 /// QuickMatch_Solo_Zerg_500=14974
Reward/Name/QuickMatch_Solo_Zerg_500_Decal_Protoss,查尔巢群 /// Char Brood=14975
Reward/Name/QuickMatch_Solo_Zerg_500_Decal_Terran,查尔巢群 /// Char Brood=14976
Reward/Name/QuickMatch_Solo_Zerg_500_Decal_Zerg,查尔巢群 /// Char Brood=14977
Reward/Name/QuickMatch_Solo_Zerg_500_Portrait,感染者 /// Infestor=14978
Reward/Name/QuickMatch_Solo_Zerg_50_Portrait,爆虫 /// Baneling=14979
Reward/Name/QuickMatch_Team_Meta,QuickMatch_Team_Meta /// QuickMatch_Team_Meta=14980
Reward/Name/QuickMatch_Team_Meta_Portrait,掠食者 /// Predator=14981
Reward/Name/QuickMatch_Team_Protoss_10,QuickMatch_Team_Protoss_10 /// QuickMatch_Team_Protoss_10=14982
Reward/Name/QuickMatch_Team_Protoss_100,QuickMatch_Team_Protoss_100 /// QuickMatch_Team_Protoss_100=14983
Reward/Name/QuickMatch_Team_Protoss_1000,QuickMatch_Team_Protoss_1000 /// QuickMatch_Team_Protoss_1000=14984
Reward/Name/QuickMatch_Team_Protoss_1000_Decal_Protoss,失落的部族 /// Lost Tribe=14985
Reward/Name/QuickMatch_Team_Protoss_1000_Decal_Terran,失落的部族 /// Lost Tribe=14986
Reward/Name/QuickMatch_Team_Protoss_1000_Decal_Zerg,失落的部族 /// Lost Tribe=14987
Reward/Name/QuickMatch_Team_Protoss_1000_Portrait,赛兰迪丝 /// Selendis=14988
Reward/Name/QuickMatch_Team_Protoss_100_Portrait,尼翁 /// Nyon=14989
Reward/Name/QuickMatch_Team_Protoss_10_Portrait,探机 /// Probe=14990
Reward/Name/QuickMatch_Team_Protoss_1500,QuickMatch_Team_Protoss_1500 /// QuickMatch_Team_Protoss_1500=14991
Reward/Name/QuickMatch_Team_Protoss_1500_Decal_Protoss,塔达林旗帜 /// Tal'darim Standard=14992
Reward/Name/QuickMatch_Team_Protoss_1500_Decal_Terran,塔达林旗帜 /// Tal'darim Standard=14993
Reward/Name/QuickMatch_Team_Protoss_1500_Decal_Zerg,塔达林旗帜 /// Tal'darim Standard=14994
Reward/Name/QuickMatch_Team_Protoss_1500_Portrait,阿塔尼斯 /// Artanis=14995
Reward/Name/QuickMatch_Team_Protoss_200,QuickMatch_Team_Protoss_200 /// QuickMatch_Team_Protoss_200=14996
Reward/Name/QuickMatch_Team_Protoss_200_Portrait,执行官 /// Executor=14997
Reward/Name/QuickMatch_Team_Protoss_25,QuickMatch_Team_Protoss_25 /// QuickMatch_Team_Protoss_25=14998
Reward/Name/QuickMatch_Team_Protoss_25_Portrait,侦察机 /// Scout=14999
Reward/Name/QuickMatch_Team_Protoss_50,QuickMatch_Team_Protoss_50 /// QuickMatch_Team_Protoss_50=15000
Reward/Name/QuickMatch_Team_Protoss_500,QuickMatch_Team_Protoss_500 /// QuickMatch_Team_Protoss_500=15001
Reward/Name/QuickMatch_Team_Protoss_500_Decal_Protoss,赛拉克部族 /// Sargas Tribe=15002
Reward/Name/QuickMatch_Team_Protoss_500_Decal_Terran,赛拉克部族 /// Sargas Tribe=15003
Reward/Name/QuickMatch_Team_Protoss_500_Decal_Zerg,赛拉克部族 /// Sargas Tribe=15004
Reward/Name/QuickMatch_Team_Protoss_500_Portrait,莫汉达尔 /// Mohandar=15005
Reward/Name/QuickMatch_Team_Protoss_50_Portrait,尤尔兰 /// Urun=15006
Reward/Name/QuickMatch_Team_Random_10,QuickMatch_Team_Random_10 /// QuickMatch_Team_Random_10=15007
Reward/Name/QuickMatch_Team_Random_100,QuickMatch_Team_Random_100 /// QuickMatch_Team_Random_100=15008
Reward/Name/QuickMatch_Team_Random_1000,QuickMatch_Team_Random_1000 /// QuickMatch_Team_Random_1000=15009
Reward/Name/QuickMatch_Team_Random_1000_Decal_Protoss,天穹巢群 /// Sky Brood=15010
Reward/Name/QuickMatch_Team_Random_1000_Decal_Terran,天穹巢群 /// Sky Brood=15011
Reward/Name/QuickMatch_Team_Random_1000_Decal_Zerg,天穹巢群 /// Sky Brood=15012
Reward/Name/QuickMatch_Team_Random_1000_Portrait,执政官 /// Archon=15013
Reward/Name/QuickMatch_Team_Random_100_Portrait,歌利亚武装机器人 /// Goliath=15014
Reward/Name/QuickMatch_Team_Random_10_Portrait,王虫 /// Overlord=15015
Reward/Name/QuickMatch_Team_Random_1500,QuickMatch_Team_Random_1500 /// QuickMatch_Team_Random_1500=15016
Reward/Name/QuickMatch_Team_Random_1500_Decal_Protoss,幽魂行动组 /// Spectre Ops=15017
Reward/Name/QuickMatch_Team_Random_1500_Decal_Terran,幽魂行动组 /// Spectre Ops=15018
Reward/Name/QuickMatch_Team_Random_1500_Decal_Zerg,幽魂行动组 /// Spectre Ops=15019
Reward/Name/QuickMatch_Team_Random_1500_Portrait,混合体掠夺者 /// Hybrid Reaver=15020
Reward/Name/QuickMatch_Team_Random_200,QuickMatch_Team_Random_200 /// QuickMatch_Team_Random_200=15021
Reward/Name/QuickMatch_Team_Random_200_Portrait,兰纳萨黑暗圣堂武士 /// Lenassa Dark Templar=15022
Reward/Name/QuickMatch_Team_Random_25,QuickMatch_Team_Random_25 /// QuickMatch_Team_Random_25=15023
Reward/Name/QuickMatch_Team_Random_25_Portrait,刺蛇陆战队员 /// Hydralisk Marine=15024
Reward/Name/QuickMatch_Team_Random_50,QuickMatch_Team_Random_50 /// QuickMatch_Team_Random_50=15025
Reward/Name/QuickMatch_Team_Random_500,QuickMatch_Team_Random_500 /// QuickMatch_Team_Random_500=15026
Reward/Name/QuickMatch_Team_Random_500_Decal_Protoss,米拉雇佣兵 /// Mira Mercs=15027
Reward/Name/QuickMatch_Team_Random_500_Decal_Terran,米拉雇佣兵 /// Mira Mercs=15028
Reward/Name/QuickMatch_Team_Random_500_Decal_Zerg,米拉雇佣兵 /// Mira Mercs=15029
Reward/Name/QuickMatch_Team_Random_500_Portrait,米拉·汉 /// Mira Han=15030
Reward/Name/QuickMatch_Team_Random_50_Portrait,泽拉塔黑暗圣堂武士 /// Zer'atai Dark Templar=15031
Reward/Name/QuickMatch_Team_Streak_3,QuickMatch_Team_Streak_3 /// QuickMatch_Team_Streak_3=15032
Reward/Name/QuickMatch_Team_Streak_5,QuickMatch_Team_Streak_5 /// QuickMatch_Team_Streak_5=15033
Reward/Name/QuickMatch_Team_Terran_10,QuickMatch_Team_Terran_10 /// QuickMatch_Team_Terran_10=15034
Reward/Name/QuickMatch_Team_Terran_100,QuickMatch_Team_Terran_100 /// QuickMatch_Team_Terran_100=15035
Reward/Name/QuickMatch_Team_Terran_1000,QuickMatch_Team_Terran_1000 /// QuickMatch_Team_Terran_1000=15036
Reward/Name/QuickMatch_Team_Terran_1000_Decal_Protoss,战地豪猪 /// War Pigs=15037
