AUTHENTICATION_BETA_REGION,Beta /// Beta=0
Button/Name/CommanderNovaBarracksTechLabUpgradesPack,Depósito de Aprimoramentos do Quartel /// Barracks Upgrade Cache=9648
Button/Name/CommanderNovaBaseTrait,Operações Secretas /// Covert Ops=9649
Button/Name/CommanderNovaDefensiveMatrixDroneCharges,Equipamentos Militares /// Military Hardware=9650
Button/Name/CommanderNovaFactoryTechLabUpgradesPack,Aprimoramentos da Fábrica /// Factory Upgrade Cache=9651
Button/Name/CommanderNovaGhostAcademyUpgradesPack2,Depósito de Aprimoramentos de Nova /// Nova Upgrade Cache=9652
Button/Name/CommanderNovaHealthRegen,Nanoides Biomecânicos /// Bio-Mechanical Nanites=9653
Button/Name/CommanderNovaImprovedGlobalPowers,Drones Defensivos Aprimorados /// Enhanced Defensive Drones=9654
Button/Name/CommanderNovaKitSwapCooldownandEnergy,Troca de Postura /// Stance Dance=9655
Button/Name/CommanderNovaOdinBarrage,Desbloquear Barragem da Odin /// Unlock Odin Barrage=9656
Button/Name/CommanderNovaRavenStarportTechLabUpgradesPack,Depósito de Aprimoramentos de Corvo /// Raven Upgrade Cache=9657
Button/Name/CommanderNovaResearchCostandTimeReduction,Pesquisa e Desenvolvimento /// Research and Development=9658
Button/Name/CommanderNovaTechLabandGhostAcademyUpgradesPack,Depósito de Aprimoramentos de Operações Secretas /// Covert Ops Upgrade Cache=9659
Button/Name/CommanderNovaTrait1,Especialização 1 de Nova=9660
Button/Name/CommanderNovaTrait2,Especialização 2 de Nova=9661
Button/Name/CommanderNovaTrait3,Especialização 3 de Nova=9662
Button/Name/CommanderNovaUnlockBombingRun,Ataque Aéreo do Griffin /// Griffin Airstrike=9663
Button/Name/CommanderNovaUnlockEquipmentChange,Modo Assalto /// Assault Mode=9664
Button/Name/CommanderNovaUnlockGriffinTransport,Transporte Aéreo Tático /// Tactical Airlift=9665
Button/Name/CommanderNovaUnlockNukeandHoloDecoy,Ataque Nuclear Tático e Clone Holográfico /// Tac Nuke Strike and Holo Decoy=9666
Button/Name/CommanderNovaUnlockOdin,Desbloquear: Odin /// Unlock: Odin=9667
Button/Name/CommanderPrestige,Padrão=9668
Button/Name/CommanderPrestigeAbathurBiomass,Acumulador de Essência=9669
Button/Name/CommanderPrestigeAbathurDeepTunnel,Terror Escavador=9670
Button/Name/CommanderPrestigeAbathurUltimateEvo,O Ilimitado=9671
Button/Name/CommanderPrestigeAlarakDeathFleet,Sombra da Morte=9672
Button/Name/CommanderPrestigeAlarakEmpowerMe,Tirano Ascendente=9673
Button/Name/CommanderPrestigeAlarakMech,Artífice das Almas=9674
Button/Name/CommanderPrestigeArtanisCombatAbilities,Inspirador Valoroso=9675
Button/Name/CommanderPrestigeArtanisOrbitalStrike,Comandante de Arca Sideral=9676
Button/Name/CommanderPrestigeArtanisPowerField,Emissário do Nexus=9677
Button/Name/CommanderPrestigeDehakaClone,Irmão de Casta=9678
Button/Name/CommanderPrestigeDehakaDevour,O Devorador=9679
Button/Name/CommanderPrestigeDehakaPackLeaders,Competidor Primevo=9680
Button/Name/CommanderPrestigeFenixAvenger,Espírito Indomado /// Unconquered Spirit=9681
Button/Name/CommanderPrestigeFenixDataWeb,Administrador de Rede=9682
Button/Name/CommanderPrestigeFenixSuitSwap,Akhundelar=9683
Button/Name/CommanderPrestigeHornerBombingPlatforms,Traficantes Galácticos de Armas=9684
Button/Name/CommanderPrestigeHornerMagMines,Dupla Dinâmica Caótica=9685
Button/Name/CommanderPrestigeHornerStarport,Comandantes Aéreos=9686
Button/Name/CommanderPrestigeKaraxArmy,Templário Autêntico=9687
Button/Name/CommanderPrestigeKaraxStructures,Arquiteto da Guerra=9688
Button/Name/CommanderPrestigeKaraxTopBar,Celestial de Solarita=9689
Button/Name/CommanderPrestigeKerriganAbilities,Desatino da Humanidade=9690
Button/Name/CommanderPrestigeKerriganAssimilationAura,Rainha Desolada=9691
Button/Name/CommanderPrestigeKerriganCreep,Matriarca Malévola=9692
Button/Name/CommanderPrestigeMengskArtillery,Tirano Tóxico=9693
Button/Name/CommanderPrestigeMengskRoyalGuard,Príncipe do Proletariado=9694
Button/Name/CommanderPrestigeMengskTrooper,Mercador da Morte=9695
Button/Name/CommanderPrestigeNovaAirlift,Despachante Tático=9696
Button/Name/CommanderPrestigeNovaInfantry,Soldado de Aluguel=9697
Button/Name/CommanderPrestigeNovaStealth,Especialista em Infiltração=9698
Button/Name/CommanderPrestigeRaynorAfterburners,Motoqueiro Bruto=9699
Button/Name/CommanderPrestigeRaynorBioHealth,Delegado de Fim de Mundo /// Backwater Marshal=9700
Button/Name/CommanderPrestigeRaynorStarport,Saqueador Rebelde=9701
Button/Name/CommanderPrestigeStetmannCombatBuff,Barão do Óleo=9702
Button/Name/CommanderPrestigeStetmannGary,Melhor Amigo=9703
Button/Name/CommanderPrestigeStetmannStetellites,Sábio do Sinal=9704
Button/Name/CommanderPrestigeStukov,Guardião da Peste=9705
Button/Name/CommanderPrestigeStukovBunkers,Senhor da Horda=9706
Button/Name/CommanderPrestigeStukovMech,Soldador de Corpos Assustador=9707
Button/Name/CommanderPrestigeSwannDrill,Especialista em Armas Pesadas=9708
Button/Name/CommanderPrestigeSwannHercules,Diretor da Carga=9709
Button/Name/CommanderPrestigeSwannTurrets,Mecânico=9710
Button/Name/CommanderPrestigeTychusLoneWolf,Lobo Solitário=9711
Button/Name/CommanderPrestigeTychusOdin,Condutor Zeloso=9712
Button/Name/CommanderPrestigeTychusSquadCooldowns,Recrutador Técnico=9713
Button/Name/CommanderPrestigeVorazunCrowdControlDamage,Sifão Debilitante=9714
Button/Name/CommanderPrestigeVorazunFrontlineRecall,Espírito do Repouso=9715
Button/Name/CommanderPrestigeVorazunTimestopShadowguard,Guardião das Sombras=9716
Button/Name/CommanderPrestigeZagaraCorruptorsAberrations,Mãe dos Construtos=9717
Button/Name/CommanderPrestigeZagaraMaxSupply,Rainha do Flagelo=9718
Button/Name/CommanderPrestigeZagaraZagara,Predadora Alfa=9719
Button/Name/CommanderPrestigeZeratulArtifactFragments,Caçador de Conhecimento=9720
Button/Name/CommanderPrestigeZeratulTornadoes,Arauto do Vazio=9721
Button/Name/CommanderPrestigeZeratulVoidSeeker,Anakh Su'n=9722
Button/Name/CommanderRaynorAdditionalArmoryUpgrades,Aprimoramentos do Arsenal /// Armory Upgrade Cache=9723
Button/Name/CommanderRaynorArmorVanadiumPH,Revestimento de Vanádio /// Vanadium Plating=9724
Button/Name/CommanderRaynorBansheeAirStrike,Ataque Aéreo de Vudu /// Banshee Airstrike=9725
Button/Name/CommanderRaynorEngineeringBayUpgradePack,Casamatas de Batalha /// Battle Bunkers=9726
Button/Name/CommanderRaynorFactoryUpgradePack,Aprimoramentos da Fábrica /// Factory Upgrade Cache=9727
Button/Name/CommanderRaynorFirebatandMedicRange,Nanoprojetores /// Nano-Projectors=9728
Button/Name/CommanderRaynorHyperionAbility,Hipérion: Droide de Defesa Pontual /// Hyperion: Point Defense Drone=9729
Button/Name/CommanderRaynorHyperionAdvancedTargetingSystems,Hipérion: Sistemas de Armas Avançados /// Hyperion: Advanced Targeting Systems=9730
Button/Name/CommanderRaynorImprovedInfantryWeapons,Munições Mercenárias /// Mercenary Munitions=9731
Button/Name/CommanderRaynorImprovedMULECalldown,Chamada Aprimorada: MULE /// Improved Calldown: MULE=9732
Button/Name/CommanderRaynorInfantrySpecialist,Recrutamento Rápido /// Rapid Recruitment=9733
Button/Name/CommanderRaynorInfantryUpgradePack,Aprimoramentos da Infantaria /// Infantry Upgrade Cache=9734
Button/Name/CommanderRaynorOrbitalDepots,Depósitos Orbitais /// Orbital Depots=9735
Button/Name/CommanderRaynorOrbitalDropPods,Módulos de Transporte Orbitais /// Orbital Drop-Pods=9736
Button/Name/CommanderRaynorStarportUpgradePack,Aprimoramentos do Estaleiro Sideral /// Starport Upgrade Cache=9737
Button/Name/CommanderRaynorUnlockBattlecruiser,Nova unidade: Cruzador de Batalha /// New Unit: Battlecruiser=9738
Button/Name/CommanderStetmannLevel01,Stetisfação garantida /// Stetisfaction Guaranteed=9739
Button/Name/CommanderStetmannLevel02,1-G.A.Z. para dar um gás /// The J.U.I.C.E. is Loose=9740
Button/Name/CommanderStetmannLevel03,Gary: Sobrecarga de Stetélite /// Gary: Stetellite Overcharge=9741
Button/Name/CommanderStetmannLevel04,Depósito de Aprimoramentos de Zergnídeo Mecanoide e Tatu-bomba Mecanoide /// Mecha Zergling & Mecha Baneling Upgrade Cache=9742
Button/Name/CommanderStetmannLevel05,Máquinum Opus=9743
Button/Name/CommanderStetmannLevel06,Nova unidade: Furtivo Mecanoide /// New Unit: Mecha Lurker=9744
Button/Name/CommanderStetmannLevel07,Stetmonopólio /// Stetmannopoly=9745
Button/Name/CommanderStetmannLevel08,Depósito de Aprimoramentos de Hidralisca Mecanoide e Furtivo Mecanoide /// Mecha Hydralisk & Mecha Lurker Upgrade Cache=9746
Button/Name/CommanderStetmannLevel09,Amigos para Sempre=9747
Button/Name/CommanderStetmannLevel10,Depósito de Aprimoramentos de Infestador Mecanoide /// Mecha Infestor Upgrade Cache=9748
Button/Name/CommanderStetmannLevel11,Nova unidade: Lorde Encouraçado Mecanoide /// New Unit: Mecha Battlecarrier Lord=9749
Button/Name/CommanderStetmannLevel12,Depósito de Aprimoramentos de Mammuthus Mecanoide /// Mecha Ultralisk Upgrade Cache=9750
Button/Name/CommanderStetmannLevel13,Criaturinhas adoráveis /// Lovable Little Rascals=9751
Button/Name/CommanderStetmannLevel14,Depósito de Aprimoramentos de Pináculo Mecanoide /// Mecha Spire Upgrade Cache=9752
Button/Name/CommanderStetmannLevel15,Supegando os Limites=9753
Button/Name/CommanderStukovAleksander,Aleksander /// Aleksander=9754
Button/Name/CommanderStukovAleksanderMindControl,Infestação Neural /// Neural Infestation=9755
Button/Name/CommanderStukovApocalisk,Apocalisco /// Apocalisk=9756
Button/Name/CommanderStukovApocaliskUpgraded,Prótese Incendiária /// Incendiary Prosthetics=9757
Button/Name/CommanderStukovAutoCreep,Infestação /// Infestation=9758
Button/Name/CommanderStukovBunkerBonuses,Casamatas Ingurgitadas /// Engorged Bunkers=9759
Button/Name/CommanderStukovBunkerResearch,Depósito de Aprimoramentos do Polo de Engenharia Infestado /// Infested Engineering Bay Upgrade Cache=9760
Button/Name/CommanderStukovExtraInfestedCivilians,Epidemia /// Epidemic=9761
Button/Name/CommanderStukovImprovedInfestStructure,Incubação Hostil /// Hostile Incubation=9762
Button/Name/CommanderStukovImprovedMarineSpawning,Recrutamento Corrompido /// Corrupted Conscription=9763
Button/Name/CommanderStukovInfestedCivilianResearch,Depósito de Aprimoramentos da Infantaria Infestada /// Infested Infantry Upgrade Cache=9764
Button/Name/CommanderStukovInfestedFactoryResearchPack,Depósito de Aprimoramentos da Fábrica Infestada /// Infested Factory Upgrade Cache=9765
Button/Name/CommanderStukovInfestedStarportResearchPack,Depósito de Aprimoramentos do Estaleiro Sideral Infestado /// Infested Starport Upgrade Cache=9766
Button/Name/CommanderStukovPH1,Especialização de Comandante de Stukov 1 /// Commander Trait Stukov 1=9767
Button/Name/CommanderStukovPH10,Especialização de Comandante de Stukov 10 /// Commander Trait Stukov 10=9768
Button/Name/CommanderStukovPH12,Especialização de Comandante de Stukov 12 /// Commander Trait Stukov 12=9769
Button/Name/CommanderStukovPH14,Especialização de Comandante de Stukov 14 /// Commander Trait Stukov 14=9770
Button/Name/CommanderStukovPH15,Especialização de Comandante de Stukov 15 /// Commander Trait Stukov 15=9771
Button/Name/CommanderStukovPH2,Especialização de Comandante de Stukov 2 /// Commander Trait Stukov 2=9772
Button/Name/CommanderStukovPH3,Especialização de Comandante de Stukov 3 /// Commander Trait Stukov 3=9773
Button/Name/CommanderStukovPH4,Especialização de Comandante de Stukov 4 /// Commander Trait Stukov 4=9774
Button/Name/CommanderStukovPH5,Especialização de Comandante de Stukov 5 /// Commander Trait Stukov 5=9775
Button/Name/CommanderStukovPH6,Especialização de Comandante de Stukov 6 /// Commander Trait Stukov 6=9776
Button/Name/CommanderStukovPH8,Especialização de Comandante de Stukov 8 /// Commander Trait Stukov 8=9777
Button/Name/CommanderStukovQueenClassic,Nova Unidade: Rainha de Casta /// New Unit: Brood Queen=9778
Button/Name/CommanderStukovQueenClassicUpgradeCache,Depósito de Aprimoramentos da Rainha de Casta /// Brood Queen Upgrade Cache=9779
Button/Name/CommanderSwannArmoryUpgradePack,Aprimoramentos do Arsenal /// Armory Upgrade Cache=9780
Button/Name/CommanderSwannCombatDrop,Posicionamento de Combate /// Combat Drop=9781
Button/Name/CommanderSwannEngineeringBayUpgradesPack,Aprimoramentos do Polo de Engenharia /// Engineering Bay Upgrade Cache=9782
Button/Name/CommanderSwannFactoryUpgradesPack,Aprimoramentos da Fábrica /// Factory Upgrade Cache=9783
Button/Name/CommanderSwannImmortalityProtocol,Protocolo de imortalidade /// Immortality Protocol=9784
Button/Name/CommanderSwannImprovedCombatDrop,Seis pelo Preço de Quatro /// Six for the Price of Four=9785
Button/Name/CommanderSwannImprovedLaserDrill,Furadeira Laser Drakken: Canhão de Pulso /// Drakken Laser Drill: Pulse Cannon=9786
Button/Name/CommanderSwannImprovedSCVs,VCEs Aprimorados /// Improved SCVs=9787
Button/Name/CommanderSwannImprovedTurrets,Turma da Betty /// Betty and the Gang=9788
Button/Name/CommanderSwannIncreasedVehicleHealth,Conhecimento Mecânico /// Mechanical Know-how=9789
Button/Name/CommanderSwannTechReactors,Reatores Técnicos /// Tech Reactors=9790
Button/Name/CommanderSwannUnlockAdditionalStarportTechLabUpgrades,Aprimoramentos do Estaleiro Sideral /// Starport Upgrade Cache=9791
Button/Name/CommanderSwannUnlockCyclone,Desbloquear: Ciclone /// Unlock: Cyclone=9792
Button/Name/CommanderSwannUnlockThor,Nova unidade: Thor /// New Unit: Thor=9793
Button/Name/CommanderSwannVehicleSpecialist,Especialista em Veículos /// Vehicle Specialist=9794
Button/Name/CommanderSwannVespeneDrone,Coletor de Vespeno /// Vespene Harvester=9795
Button/Name/CommanderTraitAbathurBiomass,Especialização de Comandante - Abathur - Biomassa /// Commander Trait Abathur Biomass=9796
Button/Name/CommanderTraitAbathurMend,Especialização de Comandante - Abathur - Restaurar /// Commander Trait Abathur Mend=9797
Button/Name/CommanderTraitAbathurToxicNest,Especialização de Comandante - Abathur - Ninho Tóxico /// Commander Trait Abathur Toxic Nest=9798
Button/Name/CommanderTraitAlarakDeadlyCharge,Especialização de Comandante - Alarak - Investida Mortal /// Commander Trait Alarak Deadly Charge=9799
Button/Name/CommanderTraitAlarakDestructionWave,Especialização de Comandante - Alarak - Onda de Destruição /// Commander Trait Alarak Destruction Wave=9800
Button/Name/CommanderTraitAlarakStructureOvercharge,Especialização de Comandante - Alarak - Sobrecarga de Estrutura /// Commander Trait Alarak Structure Overcharge=9801
Button/Name/CommanderTraitArtanisSOAOrbitalStrike,Commander Trait Artanis SOAOrbital Strike /// Commander Trait Artanis SOAOrbital Strike=9802
Button/Name/CommanderTraitArtanisSOAProjectPowerField,Talento de Comandante - Artanis - Projeto SOA - Campo de Energia /// Commander Trait Artanis SOAProject Power Field=9803
Button/Name/CommanderTraitArtanisSOAShieldOvercharge,Commander Trait Artanis SOAShield Overcharge /// Commander Trait Artanis SOAShield Overcharge=9804
Button/Name/CommanderTraitDehakaConsume,CommanderTraitDehakaDevour /// CommanderTraitDehakaDevour=9805
Button/Name/CommanderTraitDehakaPrimalCombat,CommanderTraitDehakaPrimalCombat /// CommanderTraitDehakaPrimalCombat=9806
Button/Name/CommanderTraitDehakaPrimalPackLeaders,CommanderTraitDehakaPrimalPackLeaders /// CommanderTraitDehakaPrimalPackLeaders=9807
Button/Name/CommanderTraitFenixChampionAI,Especialização de Comandante I.A Campeã Fenix /// Commander Trait Fenix Champion AI=9808
Button/Name/CommanderTraitFenixPraetorArmorSuit,Especialização de Comandante Traje de Blindagem de Pretor Fenix /// Commander Trait Fenix Praetor Armor Suit=9809
Button/Name/CommanderTraitFenixSolariteDragoonSuit,Especialização de Comandante Traje Dragonte de Solarita Fenix /// Commander Trait Fenix Solarite Dragoon Suit=9810
Button/Name/CommanderTraitKaraxSOAChronoWave,Atributo de Comandante Karax - LDAOnda Temporal /// Commander Trait Karax SOAChrono Wave=9811
Button/Name/CommanderTraitKaraxSOAOrbitalStrike,Atributo de Comandante Karax - LDAAtaque Orbital /// Commander Trait Karax SOAOrbital Strike=9812
Button/Name/CommanderTraitKaraxSOASolarLance,Atributo de Comandante Karax - LDALança Solar /// Commander Trait Karax SOASolar Lance=9813
Button/Name/CommanderTraitKerriganAssimilationAura,Commander Trait Kerrigan Assimilation Aura /// Commander Trait Kerrigan Assimilation Aura=9814
Button/Name/CommanderTraitKerriganLeapingStrike,Commander Trait Kerrigan Leaping Strike /// Commander Trait Kerrigan Leaping Strike=9815
Button/Name/CommanderTraitKerriganPsionicShift,Commander Trait Kerrigan Psionic Shift /// Commander Trait Kerrigan Psionic Shift=9816
Button/Name/CommanderTraitMengskDogsofWar,Especialização de Comandante de Mengsk - Cães de Guerra=9817
Button/Name/CommanderTraitMengskForcedConscription,Especialização de Comandante de Mengsk - Alistamento Obrigatório=9818
Button/Name/CommanderTraitMengskNuclearAnnihilation,Especialização de Comandante de Mengsk - Aniquilação Nuclear=9819
Button/Name/CommanderTraitNovaDefensiveDrone,Especialização de Comandante - Nova - Drone Defensivo /// Commander Trait Nova Defensive Drone=9820
Button/Name/CommanderTraitNovaInstantRegeneration,Especialização de Comandante - Nova - Regeneração Instantânea /// Commander Trait Nova Instant Regeneration=9821
Button/Name/CommanderTraitNovaStealthMode,Especialização de Comandante - Nova - Modo Furtivo /// Commander Trait Nova Stealth Mode=9822
Button/Name/CommanderTraitRaynorHyperionHyperjump,Commander Trait Raynor Hyperion Hyperjump /// Commander Trait Raynor Hyperion Hyperjump=9823
