AUTHENTICATION_BETA_REGION,Beta=0
Reward/Name/CustomGame_Outmatched_Medium_1v3,CustomGame_Outmatched_Medium_1v3 /// CustomGame_Outmatched_Medium_1v3=13256
Reward/Name/CustomGame_Outmatched_Medium_1v4,CustomGame_Outmatched_Medium_1v4 /// CustomGame_Outmatched_Medium_1v4=13257
Reward/Name/CustomGame_Outmatched_Meta,CustomGame_Outmatched_Meta /// CustomGame_Outmatched_Meta=13258
Reward/Name/CustomGame_Outmatched_VeryHard_1v2,CustomGame_Outmatched_VeryHard_1v2 /// CustomGame_Outmatched_VeryHard_1v2=13259
Reward/Name/CustomGame_Outmatched_VeryHard_1v3,CustomGame_Outmatched_VeryHard_1v3 /// CustomGame_Outmatched_VeryHard_1v3=13260
Reward/Name/CustomGame_Outmatched_VeryHard_1v4,CustomGame_Outmatched_VeryHard_1v4 /// CustomGame_Outmatched_VeryHard_1v4=13261
Reward/Name/CustomGame_Protoss_10,CustomGame_Protoss_10 /// CustomGame_Protoss_10=13262
Reward/Name/CustomGame_Protoss_100,CustomGame_Protoss_100 /// CustomGame_Protoss_100=13263
Reward/Name/CustomGame_Protoss_25,CustomGame_Protoss_25 /// CustomGame_Protoss_25=13264
Reward/Name/CustomGame_Protoss_50,CustomGame_Protoss_50 /// CustomGame_Protoss_50=13265
Reward/Name/CustomGame_Random_10,CustomGame_Random_10 /// CustomGame_Random_10=13266
Reward/Name/CustomGame_Random_100,CustomGame_Random_100 /// CustomGame_Random_100=13267
Reward/Name/CustomGame_Random_25,CustomGame_Random_25 /// CustomGame_Random_25=13268
Reward/Name/CustomGame_Random_50,CustomGame_Random_50 /// CustomGame_Random_50=13269
Reward/Name/CustomGame_Terran_10,CustomGame_Terran_10 /// CustomGame_Terran_10=13270
Reward/Name/CustomGame_Terran_100,CustomGame_Terran_100 /// CustomGame_Terran_100=13271
Reward/Name/CustomGame_Terran_25,CustomGame_Terran_25 /// CustomGame_Terran_25=13272
Reward/Name/CustomGame_Terran_50,CustomGame_Terran_50 /// CustomGame_Terran_50=13273
Reward/Name/CustomGame_VeryHard_10,CustomGame_VeryHard_10 /// CustomGame_VeryHard_10=13274
Reward/Name/CustomGame_VeryHard_100,CustomGame_VeryHard_100 /// CustomGame_VeryHard_100=13275
Reward/Name/CustomGame_VeryHard_25,CustomGame_VeryHard_25 /// CustomGame_VeryHard_25=13276
Reward/Name/CustomGame_VeryHard_3v3_AgainstRaces,CustomGame_VeryHard_3v3_AgainstRaces /// CustomGame_VeryHard_3v3_AgainstRaces=13277
Reward/Name/CustomGame_VeryHard_3v3_UsingRaces,CustomGame_VeryHard_3v3_UsingRaces /// CustomGame_VeryHard_3v3_UsingRaces=13278
Reward/Name/CustomGame_VeryHard_4v4_AgainstRaces,CustomGame_VeryHard_4v4_AgainstRaces /// CustomGame_VeryHard_4v4_AgainstRaces=13279
Reward/Name/CustomGame_VeryHard_4v4_UsingRaces,CustomGame_VeryHard_4v4_UsingRaces /// CustomGame_VeryHard_4v4_UsingRaces=13280
Reward/Name/CustomGame_VeryHard_50,CustomGame_VeryHard_50 /// CustomGame_VeryHard_50=13281
Reward/Name/CustomGame_VeryHard_FreeForAll,CustomGame_VeryHard_FreeForAll /// CustomGame_VeryHard_FreeForAll=13282
Reward/Name/CustomGame_VeryHard_Meta,CustomGame_VeryHard_Meta /// CustomGame_VeryHard_Meta=13283
Reward/Name/CustomGame_VeryHard_Minutes,CustomGame_VeryHard_Minutes /// CustomGame_VeryHard_Minutes=13284
Reward/Name/CustomGame_Zerg_10,CustomGame_Zerg_10 /// CustomGame_Zerg_10=13285
Reward/Name/CustomGame_Zerg_100,CustomGame_Zerg_100 /// CustomGame_Zerg_100=13286
Reward/Name/CustomGame_Zerg_25,CustomGame_Zerg_25 /// CustomGame_Zerg_25=13287
Reward/Name/CustomGame_Zerg_50,CustomGame_Zerg_50 /// CustomGame_Zerg_50=13288
Reward/Name/CyberneticsCoreSkinOff,Standard=13289
Reward/Name/CycloneCovertOps,Spezialkräfte=13290
Reward/Name/CycloneJunker,Miras Marodeure=13291
Reward/Name/CycloneSkinOff,Standard=13292
Reward/Name/DECALPROTOSS,PROTOSS-DECAL /// DECALPROTOSS=13293
Reward/Name/DECALTERRAN,TERRANER-DECAL /// DECALTERRAN=13294
Reward/Name/DECALZERG,ZERG-DECAL /// DECALZERG=13295
Reward/Name/DanceAdept,Adept<n/>/tanzen=13296
Reward/Name/DanceColossus,Koloss<n/>/tanzen=13297
Reward/Name/DanceGhost,Ghost<n/>/tanzen=13298
Reward/Name/DanceHighTemplar,Hoher Templer<n/>/tanzen=13299
Reward/Name/DanceHydralisk,Hydralisk<n/>/tanzen=13300
Reward/Name/DanceImmortal,Unsterblicher<n/>/tanzen=13301
Reward/Name/DanceInfestor,Verseucher<n/>/tanzen=13302
Reward/Name/DanceMarauder,Marodeur<n/>/tanzen=13303
Reward/Name/DanceMarine,Space-Marine<n/>/tanzen=13304
Reward/Name/DanceMule,M.U.L.E.<n/>/tanzen=13305
Reward/Name/DanceOracle,Orakel<n/>/tanzen=13306
Reward/Name/DanceOverlord,Overlord<n/>/tanzen=13307
Reward/Name/DanceQueen,Königin<n/>/tanzen=13308
Reward/Name/DanceRoach,Schabe<n/>/tanzen=13309
Reward/Name/DanceStalker,Hetzer<n/>/tanzen=13310
Reward/Name/DanceThor,Thor<n/>/tanzen=13311
Reward/Name/DanceUltralisk,Ultralisk<n/>/tanzen=13312
Reward/Name/DanceViking,Viking<n/>/tanzen=13313
Reward/Name/DanceZealot,Berserker<n/>/tanzen=13314
Reward/Name/DanceZergling,Zergling<n/>/tanzen=13315
Reward/Name/DarkShrineSkinOff,Standard=13316
Reward/Name/DarkTemplarPortrait,Dunkler Templer /// Dark Templar=13317
Reward/Name/DarkTemplarPurifier,Richter=13318
Reward/Name/DarkTemplarSkinOff,Standard=13319
Reward/Name/DarkTemplarTaldarim,Gestählt=13320
Reward/Name/Decal,Decal=13321
Reward/Name/Decal_20YearsProtoss,20 Jahre Protoss=13322
Reward/Name/Decal_20YearsTerran,20 Jahre Terraner=13323
Reward/Name/Decal_20YearsZerg,20 Jahre Zerg=13324
Reward/Name/Decal_BWC_2012_Protoss,2012 BWC /// 2012 BWC=13325
Reward/Name/Decal_BWC_2012_Terran,2012 BWC /// 2012 BWC=13326
Reward/Name/Decal_BWC_2012_Zerg,2012 BWC /// 2012 BWC=13327
Reward/Name/Decal_BlizzCon_2010_MurlocalypseNow_Protoss,Murlocalypse Now /// Murlocalypse Now=13328
Reward/Name/Decal_BlizzCon_2010_MurlocalypseNow_Terran,Murlocalypse Now /// Murlocalypse Now=13329
Reward/Name/Decal_BlizzCon_2010_MurlocalypseNow_Zerg,Murlocalypse Now /// Murlocalypse Now=13330
Reward/Name/Decal_BlizzCon_2010_TideHunters_Protoss,Gezeitenjäger /// Tide Hunters=13331
Reward/Name/Decal_BlizzCon_2010_TideHunters_Terran,Gezeitenjäger /// Tide Hunters=13332
Reward/Name/Decal_BlizzCon_2010_TideHunters_Zerg,Gezeitenjäger /// Tide Hunters=13333
Reward/Name/Decal_BlizzCon_2011_Protoss,Flauschfäuste /// Fist of Furry=13334
Reward/Name/Decal_BlizzCon_2011_Terran,Flauschfäuste /// Fist of Furry=13335
Reward/Name/Decal_BlizzCon_2011_Zerg,Flauschfäuste /// Fist of Furry=13336
Reward/Name/Decal_BlizzCon_2013_StitchesHook_Protoss,Kleiners Haken /// Stitches' Hook=13337
Reward/Name/Decal_BlizzCon_2013_StitchesHook_Terran,Kleiners Haken /// Stitches' Hook=13338
Reward/Name/Decal_BlizzCon_2013_StitchesHook_Zerg,Kleiners Haken /// Stitches' Hook=13339
Reward/Name/Decal_BlizzCon_2014_Nexus_Protoss,Nexussiegel=13340
Reward/Name/Decal_BlizzCon_2014_Nexus_Terran,Nexussiegel=13341
Reward/Name/Decal_BlizzCon_2014_Nexus_Zerg,Nexussiegel=13342
Reward/Name/Decal_CE_Alliance_Protoss,Allianz-Symbol /// Alliance Symbol=13343
Reward/Name/Decal_CE_Alliance_Terran,Allianz-Symbol /// Alliance Symbol=13344
Reward/Name/Decal_CE_Alliance_Zerg,Allianz-Symbol /// Alliance Symbol=13345
Reward/Name/Decal_CE_D3_Barbarian_Protoss,Barbar /// Barbarian=13346
Reward/Name/Decal_CE_D3_Barbarian_Terran,Barbar /// Barbarian=13347
Reward/Name/Decal_CE_D3_Barbarian_Zerg,Barbar /// Barbarian=13348
Reward/Name/Decal_CE_D3_DemonHunter_Protoss,Dämonenjäger /// Demon Hunter=13349
Reward/Name/Decal_CE_D3_DemonHunter_Terran,Dämonenjäger /// Demon Hunter=13350
Reward/Name/Decal_CE_D3_DemonHunter_Zerg,Dämonenjäger /// Demon Hunter=13351
Reward/Name/Decal_CE_D3_Monk_Protoss,Mönch /// Monk=13352
Reward/Name/Decal_CE_D3_Monk_Terran,Mönch /// Monk=13353
Reward/Name/Decal_CE_D3_Monk_Zerg,Mönch /// Monk=13354
Reward/Name/Decal_CE_D3_Skull_Protoss,Diablo-III-Schädel /// Diablo III Skull=13355
Reward/Name/Decal_CE_D3_Skull_Terran,Diablo-III-Schädel /// Diablo III Skull=13356
Reward/Name/Decal_CE_D3_Skull_Zerg,Diablo-III-Schädel /// Diablo III Skull=13357
Reward/Name/Decal_CE_D3_WitchDoctor_Protoss,Hexendoktor /// Witch Doctor=13358
Reward/Name/Decal_CE_D3_WitchDoctor_Terran,Hexendoktor /// Witch Doctor=13359
Reward/Name/Decal_CE_D3_WitchDoctor_Zerg,Hexendoktor /// Witch Doctor=13360
Reward/Name/Decal_CE_D3_Wizard_Protoss,Zauberer /// Wizard=13361
Reward/Name/Decal_CE_D3_Wizard_Terran,Zauberer /// Wizard=13362
Reward/Name/Decal_CE_D3_Wizard_Zerg,Zauberer /// Wizard=13363
Reward/Name/Decal_CE_Diablo_Protoss,Diablo-Schädel /// Diablo Skull=13364
Reward/Name/Decal_CE_Diablo_Terran,Diablo-Schädel /// Diablo Skull=13365
Reward/Name/Decal_CE_Diablo_Zerg,Diablo-Schädel /// Diablo Skull=13366
Reward/Name/Decal_CE_Goblin_Protoss,Goblinrüstmeister /// Goblin Quartermaster=13367
Reward/Name/Decal_CE_Goblin_Terran,Goblinrüstmeister /// Goblin Quartermaster=13368
Reward/Name/Decal_CE_Goblin_Zerg,Goblinrüstmeister /// Goblin Quartermaster=13369
Reward/Name/Decal_CE_Horde_Protoss,Horde-Symbol /// Horde Symbol=13370
Reward/Name/Decal_CE_Horde_Terran,Horde-Symbol /// Horde Symbol=13371
Reward/Name/Decal_CE_Horde_Zerg,Horde-Symbol /// Horde Symbol=13372
Reward/Name/Decal_CE_MOP_Crane_Protoss,Weg des Kranichs /// Way of the Crane=13373
Reward/Name/Decal_CE_MOP_Crane_Terran,Weg des Kranichs /// Way of the Crane=13374
Reward/Name/Decal_CE_MOP_Crane_Zerg,Weg des Kranichs /// Way of the Crane=13375
Reward/Name/Decal_CE_MOP_Leaf_Protoss,Die mach ich Blatt! /// Leaf it to Panda=13376
Reward/Name/Decal_CE_MOP_Leaf_Terran,Die mach ich Blatt! /// Leaf it to Panda=13377
Reward/Name/Decal_CE_MOP_Leaf_Zerg,Die mach ich Blatt! /// Leaf it to Panda=13378
Reward/Name/Decal_CE_Worgen_Protoss,Worgenpfadfinder /// Worgen Pathfinders=13379
Reward/Name/Decal_CE_Worgen_Terran,Worgenpfadfinder /// Worgen Pathfinders=13380
Reward/Name/Decal_CE_Worgen_Zerg,Worgenpfadfinder /// Worgen Pathfinders=13381
Reward/Name/Decal_CN_Dragon_Protoss,Drache /// Dragon=13382
Reward/Name/Decal_CN_Dragon_Terran,Drache /// Dragon=13383
Reward/Name/Decal_CN_Dragon_Zerg,Drache /// Dragon=13384
Reward/Name/Decal_CN_Fearless_Protoss,Furchtlos /// Fearless=13385
Reward/Name/Decal_CN_Fearless_Terran,Furchtlos /// Fearless=13386
Reward/Name/Decal_CN_Fearless_Zerg,Furchtlos /// Fearless=13387
Reward/Name/Decal_CN_OperaMask_Protoss,Opernmaske /// Opera Mask=13388
Reward/Name/Decal_CN_OperaMask_Terran,Opernmaske /// Opera Mask=13389
Reward/Name/Decal_CN_OperaMask_Zerg,Opernmaske /// Opera Mask=13390
Reward/Name/Decal_CarbotInfestor_Protoss,Carbot: Verseucher=13391
Reward/Name/Decal_CarbotInfestor_Terran,Carbot: Verseucher=13392
Reward/Name/Decal_CarbotInfestor_Zerg,Carbot: Verseucher=13393
Reward/Name/Decal_CarbotMarine_Protoss,Carbot: Space-Marine=13394
Reward/Name/Decal_CarbotMarine_Terran,Carbot: Space-Marine=13395
Reward/Name/Decal_CarbotMarine_Zerg,Carbot: Space-Marine=13396
Reward/Name/Decal_CarbotPylon_Protoss,Carbot: Pylon=13397
Reward/Name/Decal_CarbotPylon_Terran,Carbot: Pylon=13398
Reward/Name/Decal_CarbotPylon_Zerg,Carbot: Pylon=13399
Reward/Name/Decal_Coop_Level5_Protoss,Co-op-Belohnung: Stufe 5=13400
Reward/Name/Decal_Coop_Level5_Zerg,Co-op-Belohnung: Stufe 5=13401
Reward/Name/Decal_Coop_level5_Terran,Co-op-Belohnung: Stufe 5=13402
Reward/Name/Decal_D3ROS_CE_Protoss,Seelenernter=13403
Reward/Name/Decal_D3ROS_CE_Terran,Seelenernter=13404
Reward/Name/Decal_D3ROS_CE_Zerg,Seelenernter=13405
Reward/Name/Decal_HOTS_CE_Annhilators_Protoss,Verwüster /// Annihilators=13406
Reward/Name/Decal_HOTS_CE_Annhilators_Terran,Verwüster /// Annihilators=13407
Reward/Name/Decal_HOTS_CE_Annhilators_Zerg,Verwüster /// Annihilators=13408
Reward/Name/Decal_HOTS_CE_KhalaiCaste_Protoss,Khalai-Kaste /// Khalai Caste=13409
Reward/Name/Decal_HOTS_CE_KhalaiCaste_Terran,Khalai-Kaste /// Khalai Caste=13410
Reward/Name/Decal_HOTS_CE_KhalaiCaste_Zerg,Khalai-Kaste /// Khalai Caste=13411
Reward/Name/Decal_HOTS_CE_TaldarimWarCrest_Protoss,Tal'darim-Kriegswappen /// Tal'darim War Crest=13412
Reward/Name/Decal_HOTS_CE_TaldarimWarCrest_Terran,Tal'darim-Kriegswappen /// Tal'darim War Crest=13413
Reward/Name/Decal_HOTS_CE_TaldarimWarCrest_Zerg,Tal'darim-Kriegswappen /// Tal'darim War Crest=13414
Reward/Name/Decal_HOTS_CE_WingsOfHatred_Protoss,Kerrigans Brut /// Kerrigan's Brood=13415
Reward/Name/Decal_HOTS_CE_WingsOfHatred_Terran,Kerrigans Brut /// Kerrigan's Brood=13416
Reward/Name/Decal_HOTS_CE_WingsOfHatred_Zerg,Kerrigans Brut /// Kerrigan's Brood=13417
Reward/Name/Decal_Mutator_Protoss,Mutagenese=13418
Reward/Name/Decal_Mutator_Terran,Mutagenese=13419
Reward/Name/Decal_Mutator_Zerg,Mutagenese=13420
Reward/Name/Decal_NovaPack1_Protoss,Verteidiger der Menschheit=13421
Reward/Name/Decal_NovaPack1_Terran,Verteidiger der Menschheit=13422
Reward/Name/Decal_NovaPack1_Zerg,Verteidiger der Menschheit=13423
Reward/Name/Decal_Protoss_0001_01,Raynor's Raiders /// Raynor's Raiders=13424
Reward/Name/Decal_Protoss_0002_01,Die Todgeweihten=13425
Reward/Name/Decal_Protoss_0003_01,Separatisten von Mar Sara=13426
Reward/Name/Decal_Protoss_0004_01,Panterraner=13427
Reward/Name/Decal_Protoss_0005_01,Terraner Max=13428
Reward/Name/Decal_Protoss_0006_01,War Pigs=13429
Reward/Name/Decal_Protoss_0007_01,Terranische Liga=13430
Reward/Name/Decal_Protoss_0008_01,Moebius-Streitkräfte=13431
Reward/Name/Decal_Protoss_0009_01,Akilae-Stamm /// Akilae Tribe=13432
Reward/Name/Decal_Protoss_0010_01,Templerkaste=13433
Reward/Name/Decal_Protoss_0011_01,Daelaam-Insigne=13434
Reward/Name/Decal_Protoss_0012_01,Judikatorkaste=13435
Reward/Name/Decal_Protoss_0013_01,Hybriden=13436
Reward/Name/Decal_Protoss_0014_01,Miras Söldner=13437
Reward/Name/Decal_Protoss_0015_01,Tal'darim=13438
Reward/Name/Decal_Protoss_0016_01,Sargas-Stamm=13439
Reward/Name/Decal_Protoss_0017_01,Die Brut /// The Brood=13440
Reward/Name/Decal_Protoss_0018_01,Zerus-Brut=13441
Reward/Name/Decal_Protoss_0019_01,Char-Brut=13442
Reward/Name/Decal_Protoss_0020_01,Die verlorene Brut=13443
Reward/Name/Decal_Protoss_0021_01,Aiur-Brut=13444
Reward/Name/Decal_Protoss_0022_01,Klauen-Brut=13445
Reward/Name/Decal_Protoss_0023_01,Stachel-Brut=13446
Reward/Name/Decal_Protoss_0024_01,Redstone-Brut=13447
Reward/Name/Decal_Protoss_0025_01,Für die Allianz /// For the Alliance=13448
Reward/Name/Decal_Protoss_0026_01,Für die Horde /// For the Horde=13449
Reward/Name/Decal_Protoss_0027_01,Diablo /// Diablo=13450
Reward/Name/Decal_Protoss_0028_01,Phantom-Einsatz-Kommando=13451
Reward/Name/Decal_Protoss_0029_01,Der verlorene Stamm=13452
Reward/Name/Decal_Protoss_0030_01,Himmelsbrut=13453
Reward/Name/Decal_Protoss_0031_01,Murlocalypse Now=13454
Reward/Name/Decal_Protoss_0032_01,Gezeitenjäger=13455
Reward/Name/Decal_Protoss_0034_01,Worgenpfadfinder=13456
Reward/Name/Decal_Protoss_0035_01,Goblinrüstmeister=13457
Reward/Name/Decal_Protoss_0036_01,Furchtlos=13458
Reward/Name/Decal_Protoss_0037_01,Drache=13459
Reward/Name/Decal_Protoss_0038_01,Opernmaske=13460
Reward/Name/Decal_Protoss_0039_01,Flauschfäuste=13461
Reward/Name/Decal_Protoss_0041_01,Diablo-III-Schädel=13462
Reward/Name/Decal_Protoss_0042_01,Barbar=13463
Reward/Name/Decal_Protoss_0043_01,Dämonenjäger=13464
Reward/Name/Decal_Protoss_0044_01,Mönch=13465
Reward/Name/Decal_Protoss_0045_01,Hexendoktor=13466
Reward/Name/Decal_Protoss_0046_01,Zauberer=13467
Reward/Name/Decal_Protoss_0047_01,Kranich=13468
Reward/Name/Decal_Protoss_0048_01,Blatt=13469
Reward/Name/Decal_Protoss_0049_01,2012 BWC=13470
Reward/Name/Decal_Protoss_0051_01,Schwingen des Hasses=13471
Reward/Name/Decal_Protoss_0052_01,Verwüster=13472
Reward/Name/Decal_Protoss_0053_01,Khalai-Kaste=13473
Reward/Name/Decal_Protoss_0053_02,Tal'darim-Kriegswappen=13474
Reward/Name/Decal_Protoss_0054_01,Stufe 2 - Initiand=13475
Reward/Name/Decal_Protoss_0055_01,Stufe 4 - Neuling=13476
Reward/Name/Decal_Protoss_0056_01,Stufe 7 - Adept=13477
Reward/Name/Decal_Protoss_0057_01,Stufe 9 - Mentor=13478
Reward/Name/Decal_Protoss_0058_01,Stufe 13 - Lehrer=13479
Reward/Name/Decal_Protoss_0059_01,Stufe 16 - Meister=13480
Reward/Name/Decal_Protoss_0060_01,Stufe 19 - Templer=13481
Reward/Name/Decal_Protoss_0061_01,Stufe 22 - Prätor=13482
Reward/Name/Decal_Protoss_0062_01,Stufe 26 - Dunkler Prälat=13483
Reward/Name/Decal_Protoss_0063_01,Stufe 28 - Exekutor=13484
Reward/Name/Decal_Protoss_0064_01,Seelenernter=13485
Reward/Name/Decal_Protoss_0065_01,Kleiners Haken=13486
Reward/Name/Decal_Protoss_0066_01,Carbot: Protoss=13487
Reward/Name/Decal_Protoss_0067_01,Carbot: Protoss=13488
Reward/Name/Decal_Protoss_0068_01,Carbot: Protoss=13489
Reward/Name/Decal_Protoss_0069_01,Nexussiegel=13490
Reward/Name/Decal_Protoss_0070_01,Co-op-Belohnung: Stufe 5=13491
Reward/Name/Decal_Protoss_0071_01,Verteidiger der Menschheit=13492
Reward/Name/Decal_Protoss_0072_01,Mutagenese=13493
Reward/Name/Decal_Protoss_0073_01,Carbot: Verseucher=13494
Reward/Name/Decal_Protoss_0074_01,Carbot: Pylon=13495
Reward/Name/Decal_Protoss_0075_01,Carbot: Space-Marine=13496
Reward/Name/Decal_Protoss_0076_01,Korrumpierte Protoss=13497
Reward/Name/Decal_Protoss_0077_01,20 Jahre Protoss=13498
Reward/Name/Decal_Protoss_0079_01,TotalBiscuit: Boxerhose=13499
Reward/Name/Decal_Protoss_0080_01,TotalBiscuit: Axiom=13500
Reward/Name/Decal_Protoss_0081_01,TotalBiscuit: Zylinder=13501
Reward/Name/Decal_Protoss_0082_01,Replika /// Simulant=13502
Reward/Name/Decal_Protoss_0083_01,Tal'darim /// Tal'darim=13503
Reward/Name/Decal_Protoss_0084_01,Spezialkräfte /// Special Forces=13504
Reward/Name/Decal_Protoss_0085_01,Tyrador /// Tyrador=13505
Reward/Name/Decal_Protoss_0086_01,Ihan-rii=13506
Reward/Name/Decal_Protoss_0087_01,Raynor's Rattler=13507
Reward/Name/Decal_Protoss_0088_01,Zerberus /// Cerberus=13508
Reward/Name/Decal_Protoss_0090_01,Klassisch: StarCraft=13509
Reward/Name/Decal_Spray_0001_01,GG=13510
Reward/Name/Decal_Spray_0002_01,GG=13511
Reward/Name/Decal_Spray_0003_01,GG=13512
Reward/Name/Decal_Spray_0004_01,Korrumpierte Protoss=13513
Reward/Name/Decal_Spray_0005_01,Nexus=13514
Reward/Name/Decal_Spray_0006_01,Ghost=13515
Reward/Name/Decal_Spray_0007_01,Spezialkräfte=13516
Reward/Name/Decal_Spray_0008_01,Klapperschlange=13517
Reward/Name/Decal_Spray_0009_01,Klauen=13518
Reward/Name/Decal_Spray_0010_01,Overlord=13519
Reward/Name/Decal_Spray_0011_01,Abathur=13520
Reward/Name/Decal_Spray_0012_01,Protoss-Graffiti=13521
Reward/Name/Decal_Spray_0013_01,Terraner-Graffiti=13522
Reward/Name/Decal_Spray_0014_01,Zerg-Graffiti=13523
Reward/Name/Decal_Spray_0015_01,Protoss-Herz=13524
Reward/Name/Decal_Spray_0016_01,Terraner-Herz=13525
Reward/Name/Decal_Spray_0017_01,Zerg-Herz=13526
Reward/Name/Decal_Spray_0018_01,Käse=13527
Reward/Name/Decal_Spray_0019_01,Hearthstone=13528
Reward/Name/Decal_Spray_0020_01,Horde=13529
Reward/Name/Decal_Spray_0021_01,Allianz=13530
Reward/Name/Decal_Spray_0022_01,Heroes of the Storm=13531
Reward/Name/Decal_Spray_0023_01,Diablo=13532
Reward/Name/Decal_Spray_0024_01,Overwatch=13533
Reward/Name/Decal_Spray_0025_01,D.Va=13534
Reward/Name/Decal_Spray_0026_01,OlimoLeague=13535
Reward/Name/Decal_Spray_0027_01,Donnies Erdnussbutter=13536
Reward/Name/Decal_Spray_0028_01,Hier ist das Ziel=13537
Reward/Name/Decal_Spray_0029_01,Benebelt=13538
Reward/Name/Decal_Spray_0030_01,Graue Zerg-Theorie=13539
Reward/Name/Decal_Spray_0031_01,Graue Protoss-Theorie=13540
Reward/Name/Decal_Spray_0032_01,Die Kraft ist überwältigend=13541
Reward/Name/Decal_Spray_0033_01,Protoss-Daumen hoch=13542
Reward/Name/Decal_Spray_0034_01,GLHF Koloss=13543
Reward/Name/Decal_Spray_0035_01,Pikass=13544
Reward/Name/Decal_Spray_0036_01,Herzdame=13545
Reward/Name/Decal_Spray_0037_01,Mira-Joker=13546
Reward/Name/Decal_Spray_0038_01,Fossil=13547
Reward/Name/Decal_Spray_0039_01,Sweet Essence=13548
Reward/Name/Decal_Spray_0040_01,Zerg-Rush=13549
Reward/Name/Decal_Spray_0041_01,Für die Allianz=13550
Reward/Name/Decal_Spray_0042_01,Für die Horde=13551
Reward/Name/Decal_Spray_0043_01,20 Jahre StarCraft=13552
Reward/Name/Decal_Spray_0044_01,Bob Toss=13553
Reward/Name/Decal_Spray_0045_01,EZPZ=13554
Reward/Name/Decal_Spray_0046_01,Nation Wars=13555
Reward/Name/Decal_Spray_0047_01,Hier nuken=13556
Reward/Name/Decal_Spray_0048_01,TotalBiscuit: Cynical Doge=13557
Reward/Name/Decal_Spray_0049_01,TotalBiscuit: Axiom=13558
Reward/Name/Decal_Spray_0050_01,TotalBiscuit: Zylinder=13559
Reward/Name/Decal_Spray_0051_01,GLHF Terraner=13560
Reward/Name/Decal_Spray_0052_01,GLHF Zerg=13561
Reward/Name/Decal_Spray_0053_01,GLHF Protoss=13562
Reward/Name/Decal_Spray_0054_01,Umojanische Terraner=13563
Reward/Name/Decal_Spray_0055_01,Replika-Zerg=13564
Reward/Name/Decal_Spray_0056_01,Protoss des Goldenen Zeitalters=13565
Reward/Name/Decal_Spray_0057_01,Heaven's Devils=13566
Reward/Name/Decal_Spray_0058_01,?=13567
Reward/Name/Decal_Spray_0059_01,!=13568
Reward/Name/Decal_Spray_0060_01,Durchgestrichen=13569
Reward/Name/Decal_Spray_0061_01,Hier-Pfeil=13570
Reward/Name/Decal_Spray_0062_01,Bombe=13571
Reward/Name/Decal_Spray_0063_01,Piratenflagge=13572
Reward/Name/Decal_Spray_0064_01,Trophäe von Katowice 2019=13573
Reward/Name/Decal_Spray_0065_01,Kappa /// Kappa=13574
Reward/Name/Decal_Spray_0066_01,Illuminati /// The Illuminati=13575
Reward/Name/Decal_Spray_0067_01,Stinkekäse /// Stinky Cheese=13576
Reward/Name/Decal_Spray_0068_01,Lila bluten /// Bleed Purple=13577
Reward/Name/Decal_Spray_0069_01,Oh My Dog /// Oh My Dog=13578
Reward/Name/Decal_Spray_0070_01,Echt jetzt? /// Cmon Bruh=13579
Reward/Name/Decal_Spray_0071_01,The Thing /// The Thing=13580
Reward/Name/Decal_Spray_0072_01,WutFace /// Wut Face=13581
Reward/Name/Decal_Spray_0073_01,Kappa Ross /// Kappa Ross=13582
Reward/Name/Decal_Spray_0074_01,Coole Katze /// Cool Cat=13583
Reward/Name/Decal_Spray_0075_01,Hey Leute /// Hey Guys=13584
Reward/Name/Decal_Spray_0076_01,Einigkeit /// Unity=13585
Reward/Name/Decal_Spray_0077_01,Terraner: Daumen hoch /// Thumbs Up Terran=13586
