Actor/Name/IndicatorMissilePhaseChange,Indicator Missile Phase Change=0
RequirementNode/Name/AndEq419273267CountUpgradeProtossGroundArmorsLevel2CompleteOnly1CountUnitTwilightCouncilCompleteOnlyTechTreeCheat,CountUpgrade(ProtossGroundArmorsLevel2,CompleteOnly) == {Protoss Ground Armor Level 2}1 && CountUnit(TwilightCouncil,CompleteOnly)[TechTreeCheat]=7098
RequirementNode/Name/AndEq4283478838CountUpgradeProtossAirArmorsLevel1CompleteOnly1CountUnitFleetBeaconCompleteOnlyTechTreeCheat,CountUpgrade(ProtossAirArmorsLevel1,CompleteOnly) == {Protoss Air Armor Level 1}1 && CountUnit(FleetBeacon,CompleteOnly)[TechTreeCheat]=7099
RequirementNode/Name/AndEq504020316CountUpgradeZergFlyerArmorsLevel2CompleteOnly1CountUnitHiveCompleteOnlyTechTreeCheat,CountUpgrade(ZergFlyerArmorsLevel2,CompleteOnly) == {Zerg Flyer Carapace Level 2}1 && CountUnit(Hive,CompleteOnly)[TechTreeCheat]=7100
RequirementNode/Name/AndEq524089035CountUpgradeProtossAirWeaponsLevel2CompleteOnly1CountUnitFleetBeaconCompleteOnlyTechTreeCheat,CountUpgrade(ProtossAirWeaponsLevel2,CompleteOnly) == {Protoss Air Weapons Level 2}1 && CountUnit(FleetBeacon,CompleteOnly)[TechTreeCheat]=7101
RequirementNode/Name/AndEq539690215CountUpgradeZergFlyerArmorsLevel1CompleteOnly1CountUnitAlias_LairCompleteOnly1515591279TechTreeCheat,CountUpgrade(ZergFlyerArmorsLevel1,CompleteOnly) == {Zerg Flyer Carapace Level 1}1 && CountUnit(Alias_Lair,CompleteOnly){Lair}[TechTreeCheat]=7102
RequirementNode/Name/AndEq629999927CountUpgradeProtossGroundWeaponsLevel2CompleteOnly1CountUnitTwilightCouncilCompleteOnlyTechTreeCheat,CountUpgrade(ProtossGroundWeaponsLevel2,CompleteOnly) == {Protoss Ground Weapons Level 2}1 && CountUnit(TwilightCouncil,CompleteOnly)[TechTreeCheat]=7103
RequirementNode/Name/AndEq894233239CountUpgradeTerranVehicleWeaponsLevel2CompleteOnly1,CountUpgrade(TerranVehicleWeaponsLevel2,CompleteOnly) == {Terran Vehicle Weapons Level 2}1 && ()=7104
RequirementNode/Name/AndEqCountUpgradeProtossAirArmorsLevel1QueuedOrBetter0AllowUnitPhoenix,CountUpgrade(ProtossAirArmorsLevel1,QueuedOrBetter) == 0 && AllowUnit(Phoenix)=7105
RequirementNode/Name/AndEqCountUpgradeProtossAirArmorsLevel2QueuedOrBetter0AllowUnitPhoenix,CountUpgrade(ProtossAirArmorsLevel2,QueuedOrBetter) == 0 && AllowUnit(Phoenix)=7106
RequirementNode/Name/AndEqCountUpgradeProtossAirArmorsLevel3QueuedOrBetter0AllowUnitPhoenix,CountUpgrade(ProtossAirArmorsLevel3,QueuedOrBetter) == 0 && AllowUnit(Phoenix)=7107
RequirementNode/Name/AndEqCountUpgradeProtossAirWeaponsLevel1QueuedOrBetter0AllowUnitPhoenix,CountUpgrade(ProtossAirWeaponsLevel1,QueuedOrBetter) == 0 && AllowUnit(Phoenix)=7108
RequirementNode/Name/AndEqCountUpgradeProtossAirWeaponsLevel2QueuedOrBetter0AllowUnitPhoenix,CountUpgrade(ProtossAirWeaponsLevel2,QueuedOrBetter) == 0 && AllowUnit(Phoenix)=7109
RequirementNode/Name/AndEqCountUpgradeProtossAirWeaponsLevel3QueuedOrBetter0AllowUnitPhoenix,CountUpgrade(ProtossAirWeaponsLevel3,QueuedOrBetter) == 0 && AllowUnit(Phoenix)=7110
RequirementNode/Name/AndNotCountUpgradeExtendedThermalLanceQueuedOrBetterAllowUnitColossus,!CountUpgrade(ExtendedThermalLance,QueuedOrBetter) && AllowUnit(Colossus)=7111
RequirementNode/Name/AndNotCountUpgradeIncreasedRangeQueuedOrBetterAllowUnitImmortal,!CountUpgrade(IncreasedRange,QueuedOrBetter) && AllowUnit(Immortal)=7112
RequirementNode/Name/AndNotCountUpgradeObserverGraviticBoosterQueuedOrBetterAllowUnitObserver,!CountUpgrade(ObserverGraviticBooster,QueuedOrBetter) && AllowUnit(Observer)=7113
RequirementNode/Name/AndOr96167438CountUnitFactoryCompleteOnly96167438TechTreeCheatCountUnitFactoryFlyingCompleteOnly1718561093TechTreeCheatNot866976074CountUnitNukeQueuedOrBetterAtUnit,(CountUnit(Factory,CompleteOnly){Factory}[TechTreeCheat] || {Factory}CountUnit(FactoryFlying,CompleteOnly){Flying Factory}[TechTreeCheat]) && !{No Nuke in this Ghost Academy}CountUnit(Nuke,QueuedOrBetterAtUnit)=7114
RequirementNode/Name/BehaviorAntiMatterReactorLevel1CompleteOnlyAtUnit,BehaviorAntiMatterReactorLevel1CompleteOnlyAtUnit=7115
RequirementNode/Name/BehaviorAntiMatterReactorLevel1QueuedOrBetterAtUnit,BehaviorAntiMatterReactorLevel1QueuedOrBetterAtUnit=7116
RequirementNode/Name/BehaviorAntiMatterReactorLevel2CompleteOnlyAtUnit,BehaviorAntiMatterReactorLevel2CompleteOnlyAtUnit=7117
RequirementNode/Name/BehaviorAntiMatterReactorLevel2QueuedOrBetterAtUnit,BehaviorAntiMatterReactorLevel2QueuedOrBetterAtUnit=7118
RequirementNode/Name/BehaviorAntiMatterReactorLevel3QueuedOrBetterAtUnit,BehaviorAntiMatterReactorLevel3QueuedOrBetterAtUnit=7119
RequirementNode/Name/BehaviorAssimilatorVespeneChargeCompleteOnly,BehaviorAssimilatorVespeneChargeCompleteOnly=7120
RequirementNode/Name/BehaviorBlackHoleSpecQueuedOrBetterAtUnit,BehaviorBlackHoleSpecQueuedOrBetterAtUnit=7121
RequirementNode/Name/BehaviorEnableCorruptorQueuedOrBetterAtUnit,BehaviorEnableCorruptorQueuedOrBetterAtUnit=7122
RequirementNode/Name/BehaviorEnableParasiteQueuedOrBetterAtUnit,BehaviorEnableParasiteQueuedOrBetterAtUnit=7123
RequirementNode/Name/BehaviorHurricaneMissileCompleteOnlyAtUnit,BehaviorHurricaneMissileCompleteOnlyAtUnit=7124
RequirementNode/Name/BehaviorHurricaneMissileQueuedOrBetterAtUnit,BehaviorHurricaneMissileQueuedOrBetterAtUnit=7125
RequirementNode/Name/BehaviorImmobilizeCompleteOnlyAtUnit,BehaviorImmobilizeCompleteOnlyAtUnit=7126
RequirementNode/Name/BehaviorMarauderCargoCompleteOnlyAtUnit,BehaviorMarauderCargoCompleteOnlyAtUnit=7127
RequirementNode/Name/BehaviorPlanetCrackerSpecQueuedOrBetterAtUnit,BehaviorPlanetCrackerSpecQueuedOrBetterAtUnit=7128
RequirementNode/Name/BehaviorPlasmaGunsCompleteOnlyAtUnit,BehaviorPlasmaGunsCompleteOnlyAtUnit=7129
RequirementNode/Name/BehaviorPlasmaGunsQueuedOrBetterAtUnit,BehaviorPlasmaGunsQueuedOrBetterAtUnit=7130
RequirementNode/Name/BehaviorPsiApocalypseCompleteOnlyAtUnit,BehaviorPsiApocalypseCompleteOnlyAtUnit=7131
RequirementNode/Name/BehaviorSerpentSegmentBonusQueuedOrBetterAtUnit,BehaviorSerpentSegmentBonusQueuedOrBetterAtUnit=7132
RequirementNode/Name/BehaviorTBLevel2CompleteOnlyAtUnit,BehaviorTBLevel2CompleteOnlyAtUnit=7133
RequirementNode/Name/BehaviorTBLevel2QueuedOrBetterAtUnit,BehaviorTBLevel2QueuedOrBetterAtUnit=7134
RequirementNode/Name/BehaviorTBLevel3QueuedOrBetterAtUnit,BehaviorTBLevel3QueuedOrBetterAtUnit=7135
RequirementNode/Name/BehaviorTemporalRiftMissileCompleteOnly,BehaviorTemporalRiftMissileCompleteOnly=7136
RequirementNode/Name/BehaviorYamatoCompleteOnlyAtUnit,BehaviorYamatoCompleteOnlyAtUnit=7137
RequirementNode/Name/BehaviorYamatoQueuedOrBetterAtUnit,BehaviorYamatoQueuedOrBetterAtUnit=7138
RequirementNode/Name/CountBehaviorGhostHoldFireBCompleteOnlyAtUnit,CountBehavior(GhostHoldFireB,CompleteOnlyAtUnit)=7139
RequirementNode/Name/CountBehaviorOnCreepCompleteOnlyAtUnit,CountBehavior(OnCreep,CompleteOnlyAtUnit)=7140
RequirementNode/Name/CountBehaviorQueenSpawnLarvaCompleteOnlyAtUnit,CountBehavior(QueenSpawnLarva,CompleteOnlyAtUnit)=7141
RequirementNode/Name/CountBehaviorRuptureInProgressOnlyAtUnit,CountBehavior(Rupture,InProgressOnlyAtUnit)=7142
RequirementNode/Name/CountBehaviorRuptureQueuedOrBetterAtUnit,CountBehavior(Rupture,QueuedOrBetterAtUnit)=7143
RequirementNode/Name/CountBehaviorUnderConstructionCompleteOnlyAtUnit,CountBehavior(UnderConstruction,CompleteOnlyAtUnit)=7144
RequirementNode/Name/CountUnitAlias_BarracksCompleteOnly789532539TechTreeCheat,CountUnit(Alias_Barracks,CompleteOnly){Barracks}[TechTreeCheat]=7145
RequirementNode/Name/CountUnitAlias_BarracksCompleteOnlyAtUnit,CountUnit(Alias_Barracks,CompleteOnlyAtUnit)=7146
RequirementNode/Name/CountUnitAlias_CommandCenterCompleteOnly1610623376TechTreeCheat,CountUnit(Alias_CommandCenter,CompleteOnly){Command Center}[TechTreeCheat]=7147
RequirementNode/Name/CountUnitAlias_FactoryCompleteOnly96167438TechTreeCheat,CountUnit(Alias_Factory,CompleteOnly){Factory}[TechTreeCheat]=7148
RequirementNode/Name/CountUnitAlias_FactoryCompleteOnlyAtUnit,CountUnit(Alias_Factory,CompleteOnlyAtUnit)=7149
RequirementNode/Name/CountUnitAlias_GatewayCompleteOnly4260347518TechTreeCheat,CountUnit(Alias_Gateway,CompleteOnly){Gateway}[TechTreeCheat]=7150
RequirementNode/Name/CountUnitAlias_HatcheryCompleteOnly3846943109TechTreeCheat,CountUnit(Alias_Hatchery,CompleteOnly){Hatchery}[TechTreeCheat]=7151
RequirementNode/Name/CountUnitAlias_HydraliskDenCompleteOnly4037297345TechTreeCheat,CountUnit(Alias_HydraliskDen,CompleteOnly){Hydralisk Den}[TechTreeCheat]=7152
RequirementNode/Name/CountUnitAlias_LairCompleteOnly1515591279TechTreeCheat,CountUnit(Alias_Lair,CompleteOnly){Lair}[TechTreeCheat]=7153
RequirementNode/Name/CountUnitAlias_ReactorCompleteOnlyAtUnit1444470936TechTreeCheat,CountUnit(Alias_Reactor,CompleteOnlyAtUnit){Attached Reactor}[TechTreeCheat]=7154
RequirementNode/Name/CountUnitAlias_SpireCompleteOnly836078744TechTreeCheat,CountUnit(Alias_Spire,CompleteOnly){Spire}[TechTreeCheat]=7155
RequirementNode/Name/CountUnitAlias_StarportCompleteOnly4195804750TechTreeCheat,CountUnit(Alias_Starport,CompleteOnly){Starport}[TechTreeCheat]=7156
RequirementNode/Name/CountUnitAlias_StarportCompleteOnlyAtUnit,CountUnit(Alias_Starport,CompleteOnlyAtUnit)=7157
RequirementNode/Name/CountUnitAlias_TechLabCompleteOnlyAtUnit2589852481TechTreeCheat,CountUnit(Alias_TechLab,CompleteOnlyAtUnit){Attached Tech Lab}[TechTreeCheat]=7158
RequirementNode/Name/CountUnitArmoryCompleteOnlyTechTreeCheat,CountUnit(Armory,CompleteOnly)[TechTreeCheat]=7159
RequirementNode/Name/CountUnitBanelingNestCompleteOnlyTechTreeCheat,CountUnit(BanelingNest,CompleteOnly)[TechTreeCheat]=7160
RequirementNode/Name/CountUnitBarracksTechLabCompleteOnlyAtUnit2589852481TechTreeCheat,CountUnit(BarracksTechLab,CompleteOnlyAtUnit){Attached Tech Lab}[TechTreeCheat]=7161
RequirementNode/Name/CountUnitBroodlingEscortQueuedOrBetterAtUnit,CountUnit(BroodlingEscort,QueuedOrBetterAtUnit)=7162
RequirementNode/Name/CountUnitCyberneticsCoreCompleteOnlyTechTreeCheat,CountUnit(CyberneticsCore,CompleteOnly)[TechTreeCheat]=7163
RequirementNode/Name/CountUnitDarkShrineCompleteOnlyTechTreeCheat,CountUnit(DarkShrine,CompleteOnly)[TechTreeCheat]=7164
RequirementNode/Name/CountUnitEggCompleteOnlyAtUnit,CountUnit(Egg,CompleteOnlyAtUnit)=7165
RequirementNode/Name/CountUnitEngineeringBayCompleteOnlyTechTreeCheat,CountUnit(EngineeringBay,CompleteOnly)[TechTreeCheat]=7166
RequirementNode/Name/CountUnitEvolutionChamberCompleteOnlyTechTreeCheat,CountUnit(EvolutionChamber,CompleteOnly)[TechTreeCheat]=7167
RequirementNode/Name/CountUnitFactoryCompleteOnly96167438TechTreeCheat,CountUnit(Factory,CompleteOnly){Factory}[TechTreeCheat]=7168
RequirementNode/Name/CountUnitFactoryFlyingCompleteOnly1718561093TechTreeCheat,CountUnit(FactoryFlying,CompleteOnly){Flying Factory}[TechTreeCheat]=7169
RequirementNode/Name/CountUnitFactoryTechLabCompleteOnlyAtUnit2589852481TechTreeCheat,CountUnit(FactoryTechLab,CompleteOnlyAtUnit){Attached Tech Lab}[TechTreeCheat]=7170
RequirementNode/Name/CountUnitFleetBeaconCompleteOnlyTechTreeCheat,CountUnit(FleetBeacon,CompleteOnly)[TechTreeCheat]=7171
RequirementNode/Name/CountUnitForgeCompleteOnlyTechTreeCheat,CountUnit(Forge,CompleteOnly)[TechTreeCheat]=7172
RequirementNode/Name/CountUnitFusionCoreCompleteOnlyTechTreeCheat,CountUnit(FusionCore,CompleteOnly)[TechTreeCheat]=7173
RequirementNode/Name/CountUnitGhostAcademyCompleteOnlyTechTreeCheat,CountUnit(GhostAcademy,CompleteOnly)[TechTreeCheat]=7174
RequirementNode/Name/CountUnitGreaterSpireCompleteOnlyTechTreeCheat,CountUnit(GreaterSpire,CompleteOnly)[TechTreeCheat]=7175
RequirementNode/Name/CountUnitHiveCompleteOnlyTechTreeCheat,CountUnit(Hive,CompleteOnly)[TechTreeCheat]=7176
RequirementNode/Name/CountUnitInfestationPitCompleteOnlyTechTreeCheat,CountUnit(InfestationPit,CompleteOnly)[TechTreeCheat]=7177
RequirementNode/Name/CountUnitInterceptorQueuedOrBetterAtUnit,CountUnit(Interceptor,QueuedOrBetterAtUnit)=7178
RequirementNode/Name/CountUnitLairCompleteOnlyTechTreeCheat,CountUnit(Lair,CompleteOnly)[TechTreeCheat]=7179
RequirementNode/Name/CountUnitLarvaCompleteOnlyAtUnit,CountUnit(Larva,CompleteOnlyAtUnit)=7180
RequirementNode/Name/CountUnitLurkerDenCompleteOnlyTechTreeCheat,CountUnit(LurkerDen,CompleteOnly)[TechTreeCheat]=7181
RequirementNode/Name/CountUnitMercCompoundCompleteOnly,CountUnit(MercCompound,CompleteOnly)=7182
RequirementNode/Name/CountUnitMothershipQueuedOrBetter,CountUnit(Mothership,QueuedOrBetter)=7183
RequirementNode/Name/CountUnitNexusCompleteOnlyTechTreeCheat,CountUnit(Nexus,CompleteOnly)[TechTreeCheat]=7184
RequirementNode/Name/CountUnitNukeCompleteOnly421500357,CountUnit(Nuke,CompleteOnly){Build Nuke at the Ghost Academy}=7185
RequirementNode/Name/CountUnitNukeQueuedOrBetterAtUnit,CountUnit(Nuke,QueuedOrBetterAtUnit)=7186
RequirementNode/Name/CountUnitNydusNetworkCompleteOnlyTechTreeCheat,CountUnit(NydusNetwork,CompleteOnly)[TechTreeCheat]=7187
RequirementNode/Name/CountUnitPlanetaryFortressCompleteOnlyTechTreeCheat,CountUnit(PlanetaryFortress,CompleteOnly)[TechTreeCheat]=7188
RequirementNode/Name/CountUnitRoachWarrenCompleteOnlyTechTreeCheat,CountUnit(RoachWarren,CompleteOnly)[TechTreeCheat]=7189
RequirementNode/Name/CountUnitRoboticsBayCompleteOnlyTechTreeCheat,CountUnit(RoboticsBay,CompleteOnly)[TechTreeCheat]=7190
RequirementNode/Name/CountUnitRoboticsFacilityCompleteOnlyTechTreeCheat,CountUnit(RoboticsFacility,CompleteOnly)[TechTreeCheat]=7191
RequirementNode/Name/CountUnitSpawningPoolCompleteOnlyTechTreeCheat,CountUnit(SpawningPool,CompleteOnly)[TechTreeCheat]=7192
RequirementNode/Name/CountUnitSpiderMineCompleteOnlyAtUnit,CountUnit(SpiderMine,CompleteOnlyAtUnit)=7193
RequirementNode/Name/CountUnitStargateCompleteOnlyTechTreeCheat,CountUnit(Stargate,CompleteOnly)[TechTreeCheat]=7194
RequirementNode/Name/CountUnitTemplarArchiveCompleteOnlyTechTreeCheat,CountUnit(TemplarArchive,CompleteOnly)[TechTreeCheat]=7195
RequirementNode/Name/CountUnitTwilightCouncilCompleteOnlyTechTreeCheat,CountUnit(TwilightCouncil,CompleteOnly)[TechTreeCheat]=7196
RequirementNode/Name/CountUnitUltraliskCavernCompleteOnlyTechTreeCheat,CountUnit(UltraliskCavern,CompleteOnly)[TechTreeCheat]=7197
RequirementNode/Name/CountUpgrade250mmStrikeCannonsResearchQueuedOrBetter,CountUpgrade(250mmStrikeCannonsResearch,QueuedOrBetter)=7198
RequirementNode/Name/CountUpgradeAbdominalFortitudeQueuedOrBetter,CountUpgrade(AbdominalFortitude,QueuedOrBetter)=7199
RequirementNode/Name/CountUpgradeAnabolicSynthesisQueuedOrBetter,CountUpgrade(AnabolicSynthesis,QueuedOrBetter)=7200
RequirementNode/Name/CountUpgradeBansheeCloakCompleteOnly758801471TechTreeCheat,CountUpgrade(BansheeCloak,CompleteOnly){Research Cloaking Field at the Starport Tech Lab}[TechTreeCheat]=7201
RequirementNode/Name/CountUpgradeBansheeCloakQueuedOrBetter,CountUpgrade(BansheeCloak,QueuedOrBetter)=7202
RequirementNode/Name/CountUpgradeBattlecruiserBehemothReactorQueuedOrBetter,CountUpgrade(BattlecruiserBehemothReactor,QueuedOrBetter)=7203
RequirementNode/Name/CountUpgradeBattlecruiserEnableSpecializationsCompleteOnly3622066930TechTreeCheat,CountUpgrade(BattlecruiserEnableSpecializations,CompleteOnly){Research Weapon Refit at the Fusion Core}[TechTreeCheat]=7204
RequirementNode/Name/CountUpgradeBattlecruiserEnableSpecializationsCompleteOnlyTechTreeCheat,CountUpgrade(BattlecruiserEnableSpecializations,CompleteOnly)[TechTreeCheat]=7205
RequirementNode/Name/CountUpgradeBattlecruiserEnableSpecializationsQueuedOrBetter,CountUpgrade(BattlecruiserEnableSpecializations,QueuedOrBetter)=7206
RequirementNode/Name/CountUpgradeBlinkTechCompleteOnly520446663TechTreeCheat,CountUpgrade(BlinkTech,CompleteOnly){Research Blink at the Twilight Council}[TechTreeCheat]=7207
RequirementNode/Name/CountUpgradeBlinkTechQueuedOrBetter,CountUpgrade(BlinkTech,QueuedOrBetter)=7208
RequirementNode/Name/CountUpgradeBurrowCompleteOnly4196384071TechTreeCheat,CountUpgrade(Burrow,CompleteOnly){Evolve Burrow at the Hatchery, Lair, or Hive}[TechTreeCheat]=7209
RequirementNode/Name/CountUpgradeBurrowQueuedOrBetter,CountUpgrade(Burrow,QueuedOrBetter)=7210
RequirementNode/Name/CountUpgradeCarrierLaunchSpeedUpgradeCompleteOnly545093725,CountUpgrade(CarrierLaunchSpeedUpgrade,CompleteOnly){Research Graviton Catapult at the Fleet Beacon}=7211
RequirementNode/Name/CountUpgradeCarrierLaunchSpeedUpgradeQueuedOrBetter,CountUpgrade(CarrierLaunchSpeedUpgrade,QueuedOrBetter)=7212
RequirementNode/Name/CountUpgradeCentrificalHooksCompleteOnlyTechTreeCheat,CountUpgrade(CentrificalHooks,CompleteOnly)[TechTreeCheat]=7213
RequirementNode/Name/CountUpgradeCentrificalHooksQueuedOrBetter,CountUpgrade(CentrificalHooks,QueuedOrBetter)=7214
RequirementNode/Name/CountUpgradeChargeCompleteOnly137519211TechTreeCheat,CountUpgrade(Charge,CompleteOnly){Research Charge at the Twilight Council}[TechTreeCheat]=7215
RequirementNode/Name/CountUpgradeChargeQueuedOrBetter,CountUpgrade(Charge,QueuedOrBetter)=7216
RequirementNode/Name/CountUpgradeChitinousPlatingQueuedOrBetter,CountUpgrade(ChitinousPlating,QueuedOrBetter)=7217
RequirementNode/Name/CountUpgradeCloakFieldQueuedOrBetter,CountUpgrade(CloakField,QueuedOrBetter)=7218
RequirementNode/Name/CountUpgradeDiseaseQueuedOrBetter,CountUpgrade(Disease,QueuedOrBetter)=7219
RequirementNode/Name/CountUpgradeDurableMaterialsQueuedOrBetter,CountUpgrade(DurableMaterials,QueuedOrBetter)=7220
RequirementNode/Name/CountUpgradeExtendedThermalLanceQueuedOrBetter,CountUpgrade(ExtendedThermalLance,QueuedOrBetter)=7221
RequirementNode/Name/CountUpgradeGhostMoebiusReactorQueuedOrBetter,CountUpgrade(GhostMoebiusReactor,QueuedOrBetter)=7222
RequirementNode/Name/CountUpgradeGlialReconstitutionQueuedOrBetter,CountUpgrade(GlialReconstitution,QueuedOrBetter)=7223
RequirementNode/Name/CountUpgradeGraviticDriveQueuedOrBetter,CountUpgrade(GraviticDrive,QueuedOrBetter)=7224
RequirementNode/Name/CountUpgradeHardenedShield2QueuedOrBetter3126218829,CountUpgrade(HardenedShield2,QueuedOrBetter){Research Hardened Shield at the Twilight Council}=7225
RequirementNode/Name/CountUpgradeHiSecAutoTrackingQueuedOrBetter,CountUpgrade(HiSecAutoTracking,QueuedOrBetter)=7226
RequirementNode/Name/CountUpgradeHighCapacityBarrelsCompleteOnlyTechTreeCheat,CountUpgrade(HighCapacityBarrels,CompleteOnly)[TechTreeCheat]=7227
RequirementNode/Name/CountUpgradeHighCapacityBarrelsQueuedOrBetter,CountUpgrade(HighCapacityBarrels,QueuedOrBetter)=7228
RequirementNode/Name/CountUpgradeHighTemplarKhaydarinAmuletQueuedOrBetter,CountUpgrade(HighTemplarKhaydarinAmulet,QueuedOrBetter)=7229
RequirementNode/Name/CountUpgradeHunterSeekerCompleteOnly2523578748,CountUpgrade(HunterSeeker,CompleteOnly){Research Seeker Missiles at the Starport Tech Lab}=7230
RequirementNode/Name/CountUpgradeHunterSeekerCompleteOnly3785489870TechTreeCheat,CountUpgrade(HunterSeeker,CompleteOnly){Research Seeker Missile at the Starport Tech Lab}[TechTreeCheat]=7231
RequirementNode/Name/CountUpgradeHunterSeekerQueuedOrBetter,CountUpgrade(HunterSeeker,QueuedOrBetter)=7232
RequirementNode/Name/CountUpgradeIncreasedRangeQueuedOrBetter,CountUpgrade(IncreasedRange,QueuedOrBetter)=7233
RequirementNode/Name/CountUpgradeInfestorEnergyUpgradeQueuedOrBetter,CountUpgrade(InfestorEnergyUpgrade,QueuedOrBetter)=7234
RequirementNode/Name/CountUpgradeInfestorPeristalsisQueuedOrBetter,CountUpgrade(InfestorPeristalsis,QueuedOrBetter)=7235
RequirementNode/Name/CountUpgradeLurkerSeismicSpinesQueuedOrBetter,CountUpgrade(LurkerSeismicSpines,QueuedOrBetter)=7236
RequirementNode/Name/CountUpgradeMedivacCaduceusReactorQueuedOrBetter,CountUpgrade(MedivacCaduceusReactor,QueuedOrBetter)=7237
RequirementNode/Name/CountUpgradeNeosteelFrameCompleteOnly,CountUpgrade(NeosteelFrame,CompleteOnly)=7238
RequirementNode/Name/CountUpgradeNeosteelFrameQueuedOrBetter,CountUpgrade(NeosteelFrame,QueuedOrBetter)=7239
RequirementNode/Name/CountUpgradeNeuralParasiteCompleteOnly598353696,CountUpgrade(NeuralParasite,CompleteOnly){Research Neural Parasite at the Infestation Pit}=7240
RequirementNode/Name/CountUpgradeNeuralParasiteQueuedOrBetter,CountUpgrade(NeuralParasite,QueuedOrBetter)=7241
RequirementNode/Name/CountUpgradeObserverGraviticBoosterQueuedOrBetter,CountUpgrade(ObserverGraviticBooster,QueuedOrBetter)=7242
RequirementNode/Name/CountUpgradeObverseIncubationCompleteOnlyTechTreeCheat,CountUpgrade(ObverseIncubation,CompleteOnly)[TechTreeCheat]=7243
RequirementNode/Name/CountUpgradeObverseIncubationQueuedOrBetter,CountUpgrade(ObverseIncubation,QueuedOrBetter)=7244
RequirementNode/Name/CountUpgradeOrganicCarapaceQueuedOrBetter,CountUpgrade(OrganicCarapace,QueuedOrBetter)=7245
RequirementNode/Name/CountUpgradePersonalCloakingCompleteOnly769360710TechTreeCheat,CountUpgrade(PersonalCloaking,CompleteOnly){Research Personal Cloaking at the Ghost Academy}[TechTreeCheat]=7246
