AUTHENTICATION_BETA_REGION,베타 /// Beta=0
Button/Name/MasteryStukovVolatileChance,폭발성 감염체 생성 확률=10107
Button/Name/MasterySwannBuildingHealth,구조물 체력 /// Structure Health=10108
Button/Name/MasterySwannCombatDrop,전투 투하 지속 시간 및 체력 /// Combat Drop Duration and Life=10109
Button/Name/MasterySwannConcentratedBeam,집중 광선 폭 및 공격력 /// Concentrated Beam Width and Damage=10110
Button/Name/MasterySwannImmortalityProtocol,불멸 프로토콜 비용 및 생산 시간 /// Immortality Protocol Cost and Build Time=10111
Button/Name/MasterySwannLaserDrillBuildTime,레이저 천공기 건설 시간, 업그레이드 시간, 업그레이드 비용 /// Laser Drill Build Time, Upgrade Time, and Upgrade Cost=10112
Button/Name/MasterySwannVespeneDroneCost,베스핀 채취기 비용 /// Vespene Drone Cost=10113
Button/Name/MasteryTychusCommanderAttackSpeed,타이커스 공격 속도 /// Tychus Attack Speed=10114
Button/Name/MasteryTychusGrenadeCooldown,타이커스 분쇄 수류탄 재사용 대기시간 /// Tychus Shredder Grenade Cooldown=10115
Button/Name/MasteryTychusHeroCooldown,무법자 이용 가능 /// Outlaw Availability=10116
Button/Name/MasteryTychusMedivacBuff,의료선 탑승 재사용 대기시간 /// Medivac Pickup Cooldown=10117
Button/Name/MasteryTychusOdinCooldown,오딘 재사용 대기시간 /// Odin Cooldown=10118
Button/Name/MasteryTychusUpgradesIncrease,삼중 무법자 연구 향상 /// Tri-Outlaw Research Improvement=10119
Button/Name/MasteryVorazunBlackHoleDuration,블랙홀 지속 시간 /// Black Hole Duration=10120
Button/Name/MasteryVorazunChronoBoostSpeed,시간 증폭 효율 /// Chrono Boost Efficiency=10121
Button/Name/MasteryVorazunDarkPylonRadius,암흑 수정탑 범위 /// Dark Pylon Range=10122
Button/Name/MasteryVorazunShadowGuardDuration,그림자 파수대 지속 시간 /// Shadow Guard Duration=10123
Button/Name/MasteryVorazunStartingAndMaxSoAEnergy,아둔의 창 초기 및 최대 에너지 /// Initial and Maximum Spear of Adun Energy=10124
Button/Name/MasteryVorazunTimeStopHaste,시간 정지 유닛 속도 향상 /// Time Stop Unit Speed Increase=10125
Button/Name/MasteryZagaraAutoAttackDamage,자가라 공격력 /// Zagara Attack Damage=10126
Button/Name/MasteryZagaraBanelingsDamage,맹독충 공격력 /// Baneling Attack Damage=10127
Button/Name/MasteryZagaraCocoonTimer,자가라 고치 생성 시간 /// Zagara Cocoon Birth Time=10128
Button/Name/MasteryZagaraHealthAndEnergyRegen,자가라 및 여왕 재생 /// Zagara and Queen Regen=10129
Button/Name/MasteryZagaraLarvaRate,애벌레 생성 속도 /// Larva Spawn Rate=10130
Button/Name/MasteryZagaraMassFrenzySpeedBoost,심화 광란 /// Intensified Frenzy=10131
Button/Name/MasteryZagaraRoachDropDamageAndHealth,바퀴 공격력 및 체력 /// Roach Damage and Life=10132
Button/Name/MasteryZagaraZerglingDodgeChance,저글링 회피 /// Zergling Evasion=10133
Button/Name/MasteryZeratulArtifactFragmentSpawnRate,유물 조각 생성 속도 /// Artifact Fragment Spawn Rate=10134
Button/Name/MasteryZeratulAvatarCooldown,화신 재사용 대기시간 /// Avatar Cooldown=10135
Button/Name/MasteryZeratulCombatUnitAttackSpeed,전투 유닛 공격 속도 /// Combat Unit Attack Speed=10136
Button/Name/MasteryZeratulLegendaryLegionCost,전설 군단 비용 /// Legendary Legion Cost=10137
Button/Name/MasteryZeratulSupportCalldownCooldownReduction,지원 소환 재사용 대기시간 감소 /// Support Calldown Cooldown Reduction=10138
Button/Name/MasteryZeratulZeratulAttackSpeed,제라툴 공격 속도 /// Zeratul Attack Speed=10139
Button/Name/Medivac,의료선 생산 /// Build Medivac=10140
Button/Name/MedivacLoad,들이기 /// Load=10141
Button/Name/MedivacUnloadAll,모두 내보내기 /// Unload All=10142
Button/Name/MissileTurret,미사일 포탑 건설 /// Build Missile Turret=10143
Button/Name/MorphBackToGateway,관문으로 전환 /// Transform to Gateway=10144
Button/Name/MorphMorphalisk,애벌레 생성 /// Spawn Larvae=10145
Button/Name/MorphToOverseer,감시군주로 변태 /// Morph to Overseer=10146
Button/Name/MorphtoOverseerNormal,감시 취소 /// Cancel Oversight=10147
Button/Name/MorphtoOverseerSiege,감시 /// Oversight=10148
Button/Name/Mothership,모선 소환 /// Warp In Mothership=10149
Button/Name/Mutalisk,뮤탈리스크로 변태 /// Morph to Mutalisk=10150
Button/Name/NeuralParasite,신경 기생충 /// Neural Parasite=10151
Button/Name/Nexus,연결체 소환 /// Warp In Nexus=10152
Button/Name/NukeArm,핵미사일 배치 /// Arm Silo with Nuke=10153
Button/Name/NukeCalldown,전술 핵 공격 /// Tac Nuke Strike=10154
Button/Name/NydusCanal,땅굴벌레로 변이 /// Mutate into Nydus Worm=10155
Button/Name/NydusCanalLoad,들이기 /// Load=10156
Button/Name/NydusCanalUnloadAll,모두 내보내기 /// Unload All=10157
Button/Name/NydusNetwork,땅굴망으로 변이 /// Mutate into Nydus Network=10158
Button/Name/Observer,관측선 소환 /// Warp In Observer=10159
Button/Name/ObverseIncubation,역부화 진화 /// Evolve Obverse Incubation=10160
Button/Name/OrbitalCommand,궤도 사령부로 업그레이드 /// Upgrade to Orbital Command=10161
Button/Name/Overlord,대군주로 변태 /// Morph to Overlord=10162
Button/Name/OverlordTransportLoad,들이기 /// Load=10163
Button/Name/OverlordTransportUnload,모두 내보내기 /// Unload All=10164
Button/Name/PermanentlyCloaked,영구 은폐 /// Permanently Cloaked=10165
Button/Name/PermanentlyCloakedObserver,영구 은폐 /// Permanently Cloaked=10166
Button/Name/PhaseShift,위상 전환 /// Phase Shift=10167
Button/Name/PhasingMode,위상 모드 /// Phasing Mode=10168
Button/Name/Phoenix,불사조 소환 /// Warp In Phoenix=10169
Button/Name/PhoenixHallucination,불사조 환상 소환 /// Summon Phoenix Hallucination=10170
Button/Name/PhotonCannon,광자포 소환 /// Warp In Photon Cannon=10171
Button/Name/PlanetaryFortress,행성 요새로 업그레이드 /// Upgrade to Planetary Fortress=10172
Button/Name/PlanetaryFortressLoad,들이기 /// Load =10173
Button/Name/PointDefense,국지 방어 레이저 /// Point Defense Laser=10174
Button/Name/PointDefenseDrone,국지 방어기 배치 /// Build Point Defense Drone=10175
Button/Name/PrismaticBeam,분광 광선 /// Prismatic Beam=10176
Button/Name/Probe,탐사정 소환 /// Warp In Probe=10177
Button/Name/ProbeHallucination,탐사정 환상 4개 소환 /// Summon 4 Probe Hallucinations=10178
Button/Name/ProtossAirArmorLevel1,공중 장갑 업그레이드 1단계 /// Upgrade Air Armor Level 1=10179
Button/Name/ProtossAirArmorLevel2,공중 장갑 업그레이드 2단계 /// Upgrade Air Armor Level 2=10180
Button/Name/ProtossAirArmorLevel3,공중 장갑 업그레이드 3단계 /// Upgrade Air Armor Level 3=10181
Button/Name/ProtossAirWeaponsLevel1,공중 무기 업그레이드 1단계 /// Upgrade Air Weapons Level 1=10182
Button/Name/ProtossAirWeaponsLevel2,공중 무기 업그레이드 2단계 /// Upgrade Air Weapons Level 2=10183
Button/Name/ProtossAirWeaponsLevel3,공중 무기 업그레이드 3단계 /// Upgrade Air Weapons Level 3=10184
Button/Name/ProtossBuild,건물 소환 /// Warp In Structure=10185
Button/Name/ProtossBuildAdvanced,고급 건물 소환 /// Warp In Advanced Structure=10186
Button/Name/ProtossGroundArmorLevel1,지상 장갑 업그레이드 1단계 /// Upgrade Ground Armor Level 1=10187
Button/Name/ProtossGroundArmorLevel2,지상 장갑 업그레이드 2단계 /// Upgrade Ground Armor Level 2=10188
Button/Name/ProtossGroundArmorLevel3,지상 장갑 업그레이드 3단계 /// Upgrade Ground Armor Level 3=10189
Button/Name/ProtossGroundWeaponsLevel1,지상 무기 업그레이드 1단계 /// Upgrade Ground Weapons Level 1=10190
Button/Name/ProtossGroundWeaponsLevel2,지상 무기 업그레이드 2단계 /// Upgrade Ground Weapons Level 2=10191
Button/Name/ProtossGroundWeaponsLevel3,지상 무기 업그레이드 3단계 /// Upgrade Ground Weapons Level 3=10192
Button/Name/ProtossShieldsLevel1,보호막 업그레이드 1단계 /// Upgrade Shields Level 1=10193
Button/Name/ProtossShieldsLevel2,보호막 업그레이드 2단계 /// Upgrade Shields Level 2=10194
Button/Name/ProtossShieldsLevel3,보호막 업그레이드 3단계 /// Upgrade Shields Level 3=10195
Button/Name/PsiStorm,사이오닉 폭풍 /// Psionic Storm=10196
Button/Name/Pylon,수정탑 소환 /// Warp In Pylon=10197
Button/Name/Queen,여왕 생성 /// Birth Queen=10198
Button/Name/RadarField,레이더 /// Radar=10199
Button/Name/Raise,올리기 /// Raise=10200
Button/Name/Rally,집결 지점 설정 /// Set Rally Point=10201
Button/Name/RallyEgg,일꾼 집결 지점 설정 /// Set Worker Rally Point=10202
Button/Name/RallyExtra,집결 지점 설정 (추가) /// Set Rally Point (Extra)=10203
Button/Name/RapidRegeneration,빠른 재생력 /// Rapid Regeneration=10204
Button/Name/Raven,밤까마귀 생산 /// Build Raven=10205
Button/Name/Reactor,반응로 건설 /// Build Reactor=10206
Button/Name/Reaper,사신 훈련 /// Train Reaper=10207
Button/Name/ReaperSpeed,니트로 추진기 연구 /// Research Nitro Packs=10208
Button/Name/Refinery,정제소 건설 /// Build Refinery=10209
Button/Name/Repair,수리 /// Repair=10210
Button/Name/ResearchBansheeCloak,은폐장 연구 /// Research Cloaking Field=10211
Button/Name/ResearchBattlecruiserEnergyUpgrade,베헤모스 반응로 연구 /// Research Behemoth Reactor=10212
Button/Name/ResearchBattlecruiserSpecializations,무기 재장비 연구 /// Research Weapon Refit=10213
Button/Name/ResearchBurrow,잠복 진화 /// Evolve Burrow=10214
Button/Name/ResearchCharge,돌진 연구 /// Research Charge=10215
Button/Name/ResearchDurableMaterials,내구력 증진 연구 /// Research Durable Materials=10216
Button/Name/ResearchExtendedThermalLance,열 광선 사거리 연구 /// Research Extended Thermal Lance=10217
Button/Name/ResearchGhostEnergyUpgrade,뫼비우스 반응로 연구 /// Research Moebius Reactor=10218
Button/Name/ResearchGraviticBooster,중력 가속기 연구 /// Research Gravitic Boosters=10219
Button/Name/ResearchGraviticDrive,중력 구동 연구 /// Research Gravitic Drive=10220
Button/Name/ResearchHallucination,환상 연구 /// Research Hallucination=10221
Button/Name/ResearchHiSecAutoTracking,정밀 보안 자동추적기 연구 /// Research Hi-Sec Auto Tracking=10222
Button/Name/ResearchHighCapacityBarrels,지옥불 조기점화기 연구 /// Research Infernal Pre-Igniter=10223
Button/Name/ResearchHighTemplarEnergyUpgrade,케이다린 부적 연구 /// Research Khaydarin Amulet=10224
Button/Name/ResearchIncreasedRange,사거리 증가 연구 /// Research Increased Range=10225
Button/Name/ResearchInterceptorLaunchSpeedUpgrade,중력자 발사기 연구 /// Research Graviton Catapult=10226
Button/Name/ResearchJotunBoosters,요툰 증폭기 연구 /// Research Jotun Boosters=10227
Button/Name/ResearchMedivacEnergyUpgrade,카두세우스 반응로 연구 /// Research Caduceus Reactor=10228
Button/Name/ResearchNeosteelFrame,신소재 강철틀 연구 /// Research Neosteel Frame=10229
Button/Name/ResearchNeuralParasite,신경 기생충 진화 /// Evolve Neural Parasite=10230
Button/Name/ResearchPersonalCloaking,개인 은폐 연구 /// Research Personal Cloaking=10231
Button/Name/ResearchPsiStorm,사이오닉 폭풍 연구 /// Research Psionic Storm=10232
Button/Name/ResearchPunisherGrenades,충격탄 연구 /// Research Concussive Shells=10233
Button/Name/ResearchRavenEnergyUpgrade,코비드 반응로 연구 /// Research Corvid Reactor=10234
Button/Name/ResearchSeekerMissile,추적 미사일 연구 /// Research Seeker Missile=10235
Button/Name/ResearchShieldWall,전투 방패 연구 /// Research Combat Shield=10236
Button/Name/ResearchSiegeTech,공성 기술 연구 /// Research Siege Tech=10237
Button/Name/ResearchStalkerTeleport,점멸 연구 /// Research Blink=10238
Button/Name/ResearchStrikeCannons,250mm 타격포 연구 /// Research 250mm Strike Cannons=10239
Button/Name/ResearchVoidRaySpeedUpgrade,유동성 추진기 연구 /// Research Flux Vanes=10240
Button/Name/ResearchWarpGate,차원 관문 연구 /// Research Warp Gate=10241
Button/Name/ReturnCargo,자원 반환 /// Return Cargo=10242
Button/Name/Roach,바퀴로 변태 /// Morph to Roach=10243
Button/Name/RoachWarren,바퀴 소굴로 변이 /// Mutate into Roach Warren=10244
Button/Name/RoboticsBay,로봇공학 지원소 소환 /// Warp In Robotics Bay=10245
Button/Name/RoboticsFacility,로봇공학 시설 소환 /// Warp In Robotics Facility=10246
Button/Name/SCV,건설로봇 훈련 /// Train SCV=10247
Button/Name/Salvage,회수 /// Salvage=10248
Button/Name/SapStructure,구조물 공격 /// Attack Structure=10249
Button/Name/Scan,스캐너 탐색 /// Scanner Sweep=10250
Button/Name/SelectBuilder,건설 유닛 선택 /// Select Builder=10251
Button/Name/SensorTower,감지탑 건설 /// Build Sensor Tower=10252
Button/Name/Sentry,파수기 소환 /// Warp In Sentry=10253
Button/Name/SetBunkerRallyPoint,벙커 집결 지점 설정 /// Set Bunker Rally Point=10254
Button/Name/SetRallyPoint,집결 지점 설정 /// Set Rally Point=10255
Button/Name/SetRallyPoint2,집결 지점 설정 /// Set Rally Point=10256
Button/Name/SiegeMode,공성 모드 /// Siege Mode=10257
Button/Name/SiegeTank,공성 전차 생산 /// Build Siege Tank=10258
Button/Name/Siphon,생명력 흡수 /// Siphon Life=10259
Button/Name/Snipe,저격 /// Sniper Round=10260
Button/Name/SpawnChangeling,변신수 생성 /// Spawn Changeling=10261
Button/Name/SpawningPool,산란못으로 변이 /// Mutate into Spawning Pool=10262
Button/Name/SpineCrawler,가시 촉수로 변이 /// Mutate into Spine Crawler=10263
Button/Name/SpineCrawlerRoot,뿌리 박기 /// Root=10264
Button/Name/SpineCrawlerRootCancel,뿌리 박기 명령 취소 /// Cancel Root command=10265
Button/Name/SpineCrawlerUproot,뿌리 들기 /// Uproot=10266
Button/Name/Spire,둥지탑으로 변이 /// Mutate into Spire=10267
Button/Name/SporeCrawler,포자 촉수로 변이 /// Mutate into Spore Crawler=10268
Button/Name/SporeCrawlerRoot,뿌리 박기 /// Root=10269
Button/Name/SporeCrawlerRootCancel,뿌리 박기 명령 취소 /// Cancel Root command=10270
Button/Name/SporeCrawlerUproot,뿌리 들기 /// Uproot=10271
Button/Name/Spray,스프레이 /// Spray=10272
Button/Name/SprayDefault,기본 스프레이 /// Spray Default=10273
Button/Name/Stalker,추적자 소환 /// Warp In Stalker=10274
Button/Name/StalkerHallucination,추적자 환상 2개 소환 /// Summon 2 Stalker Hallucinations=10275
Button/Name/Stargate,우주관문 소환 /// Warp In Stargate=10276
Button/Name/Starport,우주공항 건설 /// Build Starport=10277
Button/Name/Stim,전투 자극제 사용 /// Use Stimpack=10278
Button/Name/StimMarauder,전투 자극제 사용 /// Use Stimpack=10279
Button/Name/StimRedirect,전투 자극제 사용 /// Use Stimpack=10280
Button/Name/Stimpack,전투 자극제 연구 /// Research Stimpack=10281
Button/Name/StopGenerateCreep,점막 생성 중단 /// Stop Generate Creep=10282
Button/Name/StopPlanetaryFortress,정지 /// Stop=10283
Button/Name/StopRoachBurrowed,정지 /// Stop=10284
Button/Name/SummonNydusWorm,땅굴벌레 소환 /// Summon Nydus Worm=10285
Button/Name/SupplyDepot,보급고 건설 /// Build Supply Depot=10286
Button/Name/SupplyDrop,투하: 추가 보급품 /// Calldown: Extra Supplies=10287
Button/Name/SwarmSeeds,군단 종자 /// Swarm Seeds=10288
Button/Name/TechLabBarracks,기술실 건설 /// Build Tech Lab=10289
Button/Name/TechLabFactory,기술실 건설 /// Build Tech Lab=10290
Button/Name/TechLabStarport,기술실 건설 /// Build Tech Lab=10291
Button/Name/TemplarArchive,기사단 기록보관소 소환 /// Warp In Templar Archives=10292
Button/Name/TemporalRift,시간 균열 /// Temporal Rift=10293
Button/Name/TerranBuild,건물 건설 /// Build Structure=10294
Button/Name/TerranBuildAdvanced,고급 건물 건설 /// Build Advanced Structure=10295
Button/Name/TerranInfantryArmorLevel1,보병 장갑 업그레이드 1단계 /// Upgrade Infantry Armor Level 1=10296
Button/Name/TerranInfantryArmorLevel2,보병 장갑 업그레이드 2단계 /// Upgrade Infantry Armor Level 2=10297
Button/Name/TerranInfantryArmorLevel3,보병 장갑 업그레이드 3단계 /// Upgrade Infantry Armor Level 3=10298
Button/Name/TerranInfantryWeaponsLevel1,보병 무기 업그레이드 1단계 /// Upgrade Infantry Weapons Level 1=10299
Button/Name/TerranInfantryWeaponsLevel2,보병 무기 업그레이드 2단계 /// Upgrade Infantry Weapons Level 2=10300
Button/Name/TerranInfantryWeaponsLevel3,보병 무기 업그레이드 3단계 /// Upgrade Infantry Weapons Level 3=10301
Button/Name/TerranShipPlatingLevel1,우주선 장갑 업그레이드 1단계 /// Upgrade Ship Plating Level 1=10302
Button/Name/TerranShipPlatingLevel2,우주선 장갑 업그레이드 2단계 /// Upgrade Ship Plating Level 2=10303
Button/Name/TerranShipPlatingLevel3,우주선 장갑 업그레이드 3단계 /// Upgrade Ship Plating Level 3=10304
Button/Name/TerranShipWeaponsLevel1,우주선 무기 업그레이드 1단계 /// Upgrade Ship Weapons Level 1=10305
Button/Name/TerranShipWeaponsLevel2,우주선 무기 업그레이드 2단계 /// Upgrade Ship Weapons Level 2=10306
Button/Name/TerranShipWeaponsLevel3,우주선 무기 업그레이드 3단계 /// Upgrade Ship Weapons Level 3=10307
Button/Name/TerranVehiclePlatingLevel1,차량 장갑 업그레이드 1단계 /// Upgrade Vehicle Plating Level 1=10308
