Button/Hotkey/Taunt,T=0
Button/Hotkey/Hyperjump_USD,T=3113
Button/Hotkey/Hyperjump_USDL,B=3114
Button/Hotkey/ImmortalOverload,B=3115
Button/Hotkey/ImmortalOverload_NRS,V=3116
Button/Hotkey/ImmortalOverload_SC1,V=3117
Button/Hotkey/ImmortalOverload_USD,V=3118
Button/Hotkey/ImmortalOverload_USDL,V=3119
Button/Hotkey/Impale,E=3120
Button/Hotkey/Impale_NRS,E=3121
Button/Hotkey/Impale_SC1,E=3122
Button/Hotkey/Impale_USD,E=3123
Button/Hotkey/Impale_USDL,E=3124
Button/Hotkey/KD8Charge,D=3125
Button/Hotkey/KD8Charge_NRS,D=3126
Button/Hotkey/KD8Charge_SC1,D=3127
Button/Hotkey/KD8Charge_USD,D=3128
Button/Hotkey/KD8Charge_USDL,D=3129
Button/Hotkey/LaunchDefenders,D=3130
Button/Hotkey/LaunchDefenders_NRS,D=3131
Button/Hotkey/LaunchDefenders_SC1,D=3132
Button/Hotkey/LaunchDefenders_USD,D=3133
Button/Hotkey/LaunchDefenders_USDL,D=3134
Button/Hotkey/Liberator,N=3135
Button/Hotkey/LiberatorAAMode,D=3136
Button/Hotkey/LiberatorAAMode_NRS,D=3137
Button/Hotkey/LiberatorAAMode_SC1,D=3138
Button/Hotkey/LiberatorAAMode_USD,D=3139
Button/Hotkey/LiberatorAAMode_USDL,D=3140
Button/Hotkey/LiberatorAGMode,E=3141
Button/Hotkey/LiberatorAGMode_NRS,E=3142
Button/Hotkey/LiberatorAGMode_SC1,E=3143
Button/Hotkey/LiberatorAGMode_USD,E=3144
Button/Hotkey/LiberatorAGMode_USDL,E=3145
Button/Hotkey/Liberator_NRS,I=3146
Button/Hotkey/Liberator_SC1,N=3147
Button/Hotkey/Liberator_USD,N=3148
Button/Hotkey/Liberator_USDL,I=3149
Button/Hotkey/LightningBomb,D=3150
Button/Hotkey/LightningBomb_NRS,B=3151
Button/Hotkey/LightningBomb_SC1,B=3152
Button/Hotkey/LightningBomb_USD,D=3153
Button/Hotkey/LightningBomb_USDL,B=3154
Button/Hotkey/LockOn,C=3155
Button/Hotkey/LockOnCancel,Escape=3156
Button/Hotkey/LockOnCancel_GLS,B,Escape=3157
Button/Hotkey/LockOnCancel_GRS,Slash,F12,Escape=3158
Button/Hotkey/LockOnCancel_NRS,F12,Escape=3159
Button/Hotkey/LockOnCancel_USD,Escape=3160
Button/Hotkey/LockOnCancel_USDL,F12,Escape=3161
Button/Hotkey/LockOn_NRS,C=3162
Button/Hotkey/LockOn_SC1,C=3163
Button/Hotkey/LockOn_USD,C=3164
Button/Hotkey/LockOn_USDL,C=3165
Button/Hotkey/LocustMPFlyingSwoop,Z=3166
Button/Hotkey/LocustMPFlyingSwoop_NRS,Z=3167
Button/Hotkey/LocustMPFlyingSwoop_SC1,Z=3168
Button/Hotkey/LocustMPFlyingSwoop_USD,Z=3169
Button/Hotkey/LocustMPFlyingSwoop_USDL,Z=3170
Button/Hotkey/LurkerCancelHoldFire,G=3171
Button/Hotkey/LurkerCancelHoldFire_NRS,G=3172
Button/Hotkey/LurkerCancelHoldFire_SC1,G=3173
Button/Hotkey/LurkerCancelHoldFire_USD,G=3174
Button/Hotkey/LurkerCancelHoldFire_USDL,G=3175
Button/Hotkey/LurkerHoldFire,F=3176
Button/Hotkey/LurkerHoldFire_NRS,F=3177
Button/Hotkey/LurkerHoldFire_SC1,F=3178
Button/Hotkey/LurkerHoldFire_USD,F=3179
Button/Hotkey/LurkerHoldFire_USDL,F=3180
Button/Hotkey/LurkerMP,E=3181
Button/Hotkey/LurkerMP_NRS,E=3182
Button/Hotkey/LurkerMP_SC1,E=3183
Button/Hotkey/LurkerMP_USD,E=3184
Button/Hotkey/LurkerMP_USDL,E=3185
Button/Hotkey/MorphToGuardianMP,D=3186
Button/Hotkey/MorphToGuardianMP_NRS,D=3187
Button/Hotkey/MorphToGuardianMP_SC1,D=3188
Button/Hotkey/MorphToGuardianMP_USD,D=3189
Button/Hotkey/MorphToGuardianMP_USDL,D=3190
Button/Hotkey/MorphToRavager_NRS,V=3191
Button/Hotkey/MorphToRavager_SC1,V=3192
Button/Hotkey/MorphToRavager_USD,V=3193
Button/Hotkey/MorphToRavager_USDL,V=3194
Button/Hotkey/MorphToWaspFlyingAir,F=3195
Button/Hotkey/MorphToWaspFlyingAir_NRS,F=3196
Button/Hotkey/MorphToWaspFlyingAir_SC1,F=3197
Button/Hotkey/MorphToWaspFlyingAir_USD,F=3198
Button/Hotkey/MorphToWaspFlyingAir_USDL,F=3199
Button/Hotkey/MorphtoOverlordTransport,T=3200
Button/Hotkey/MorphtoOverlordTransport_NRS,T=3201
Button/Hotkey/MorphtoOverlordTransport_SC1,T=3202
Button/Hotkey/MorphtoOverlordTransport_USD,T=3203
Button/Hotkey/MorphtoOverlordTransport_USDL,T=3204
Button/Hotkey/MothershipMassRecall,R=3205
Button/Hotkey/MothershipMassRecall_NRS,U=3206
Button/Hotkey/MothershipMassRecall_SC1,U=3207
Button/Hotkey/MothershipMassRecall_USD,R=3208
Button/Hotkey/MothershipMassRecall_USDL,U=3209
Button/Hotkey/MutateintoLurkerDen,D=3210
Button/Hotkey/MutateintoLurkerDen_NRS,D=3211
Button/Hotkey/MutateintoLurkerDen_SC1,L=3212
Button/Hotkey/MutateintoLurkerDen_USD,D=3213
Button/Hotkey/MutateintoLurkerDen_USDL,D=3214
Button/Hotkey/OracleBuildStasisTrap,T=3215
Button/Hotkey/OracleBuildStasisTrap_NRS,T=3216
Button/Hotkey/OracleBuildStasisTrap_SC1,T=3217
Button/Hotkey/OracleBuildStasisTrap_USD,T=3218
Button/Hotkey/OracleBuildStasisTrap_USDL,T=3219
Button/Hotkey/OracleCloakingFieldTargeted,F=3220
Button/Hotkey/OracleCloakingFieldTargeted_NRS,F=3221
Button/Hotkey/OracleCloakingFieldTargeted_SC1,F=3222
Button/Hotkey/OracleCloakingFieldTargeted_USD,F=3223
Button/Hotkey/OracleCloakingFieldTargeted_USDL,F=3224
Button/Hotkey/OraclePhaseShift,E=3225
Button/Hotkey/OraclePhaseShift_NRS,E=3226
Button/Hotkey/OraclePhaseShift_SC1,E=3227
Button/Hotkey/OraclePhaseShift_USD,E=3228
Button/Hotkey/OraclePhaseShift_USDL,E=3229
Button/Hotkey/OracleStasisTrap,T=3230
Button/Hotkey/OracleStasisTrap_NRS,T=3231
Button/Hotkey/OracleStasisTrap_SC1,T=3232
Button/Hotkey/OracleStasisTrap_USD,T=3233
Button/Hotkey/OracleStasisTrap_USDL,T=3234
Button/Hotkey/OracleWeaponOff,D=3235
Button/Hotkey/OracleWeaponOff_NRS,N=3236
Button/Hotkey/OracleWeaponOff_SC1,N=3237
Button/Hotkey/OracleWeaponOff_USD,D=3238
Button/Hotkey/OracleWeaponOff_USDL,N=3239
Button/Hotkey/OracleWeaponOn,C=3240
Button/Hotkey/OracleWeaponOn_NRS,J=3241
Button/Hotkey/OracleWeaponOn_SC1,J=3242
Button/Hotkey/OracleWeaponOn_USD,C=3243
Button/Hotkey/OracleWeaponOn_USDL,J=3244
Button/Hotkey/Overcharge,V=3245
Button/Hotkey/Overcharge_NRS,V=3246
Button/Hotkey/Overcharge_SC1,V=3247
Button/Hotkey/Overcharge_USD,V=3248
Button/Hotkey/Overcharge_USDL,V=3249
Button/Hotkey/ParasiticBomb,R=3250
Button/Hotkey/ParasiticBomb_NRS,R=3251
Button/Hotkey/ParasiticBomb_SC1,R=3252
Button/Hotkey/ParasiticBomb_USD,R=3253
Button/Hotkey/ParasiticBomb_USDL,R=3254
Button/Hotkey/PenetratingShot,T=3255
Button/Hotkey/PhaseShield,D=3256
Button/Hotkey/PhaseShield_NRS,U=3257
Button/Hotkey/PhaseShield_SC1,U=3258
Button/Hotkey/PhaseShield_USD,D=3259
Button/Hotkey/PhaseShield_USDL,U=3260
Button/Hotkey/PulsarCannon,C=3261
Button/Hotkey/PulsarCannon_NRS,I=3262
Button/Hotkey/PulsarCannon_SC1,I=3263
Button/Hotkey/PulsarCannon_USD,C=3264
Button/Hotkey/PulsarCannon_USDL,I=3265
Button/Hotkey/PurificationNova,V=3266
Button/Hotkey/PurificationNovaTargeted,V=3267
Button/Hotkey/PurificationNova_NRS,V=3268
Button/Hotkey/PurificationNova_SC1,V=3269
Button/Hotkey/PurificationNova_USD,V=3270
Button/Hotkey/PurificationNova_USDL,V=3271
Button/Hotkey/QueenMPEnsnare,E=3272
Button/Hotkey/QueenMPEnsnare_NRS,E=3273
Button/Hotkey/QueenMPEnsnare_SC1,E=3274
Button/Hotkey/QueenMPEnsnare_USD,E=3275
Button/Hotkey/QueenMPEnsnare_USDL,E=3276
Button/Hotkey/QueenMPInfestCommandCenter,C=3277
Button/Hotkey/QueenMPInfestCommandCenter_NRS,C=3278
Button/Hotkey/QueenMPInfestCommandCenter_SC1,C=3279
Button/Hotkey/QueenMPInfestCommandCenter_USD,C=3280
Button/Hotkey/QueenMPInfestCommandCenter_USDL,C=3281
Button/Hotkey/QueenMPSpawnBroodlings,B=3282
Button/Hotkey/QueenMPSpawnBroodlings_NRS,B=3283
Button/Hotkey/QueenMPSpawnBroodlings_SC1,B=3284
Button/Hotkey/QueenMPSpawnBroodlings_USD,B=3285
Button/Hotkey/QueenMPSpawnBroodlings_USDL,B=3286
Button/Hotkey/Ravager,V=3287
Button/Hotkey/RavagerCorrosiveBile,C=3288
Button/Hotkey/RavagerCorrosiveBile_NRS,C=3289
Button/Hotkey/RavagerCorrosiveBile_SC1,C=3290
Button/Hotkey/RavagerCorrosiveBile_USD,C=3291
Button/Hotkey/RavagerCorrosiveBile_USDL,C=3292
Button/Hotkey/Ravager_NRS,V=3293
Button/Hotkey/Ravager_SC1,V=3294
Button/Hotkey/Ravager_USD,V=3295
Button/Hotkey/Ravager_USDL,V=3296
Button/Hotkey/ReleaseInterceptors,R=3297
Button/Hotkey/ReleaseInterceptors_NRS,R=3298
Button/Hotkey/ReleaseInterceptors_SC1,R=3299
Button/Hotkey/ReleaseInterceptors_USD,R=3300
Button/Hotkey/ReleaseInterceptors_USDL,R=3301
Button/Hotkey/ResearchAdeptKillBounce,D=3302
Button/Hotkey/ResearchAdeptKillBounce_NRS,D=3303
Button/Hotkey/ResearchAdeptKillBounce_SC1,D=3304
Button/Hotkey/ResearchAdeptKillBounce_USD,D=3305
Button/Hotkey/ResearchAdeptKillBounce_USDL,D=3306
Button/Hotkey/ResearchAdeptShieldUpgrade,S=3307
Button/Hotkey/ResearchAdeptShieldUpgrade_NRS,S=3308
Button/Hotkey/ResearchAdeptShieldUpgrade_SC1,S=3309
Button/Hotkey/ResearchAdeptShieldUpgrade_USD,S=3310
Button/Hotkey/ResearchAdeptShieldUpgrade_USDL,S=3311
Button/Hotkey/ResearchBallisticRange,N=3312
Button/Hotkey/ResearchBallisticRange_NRS,N=3313
Button/Hotkey/ResearchBallisticRange_SC1,N=3314
Button/Hotkey/ResearchBallisticRange_USD,N=3315
Button/Hotkey/ResearchBallisticRange_USDL,N=3316
Button/Hotkey/ResearchBarrier,R=3317
Button/Hotkey/ResearchBarrier_NRS,R=3318
Button/Hotkey/ResearchBarrier_SC1,R=3319
Button/Hotkey/ResearchBarrier_USD,R=3320
Button/Hotkey/ResearchBarrier_USDL,R=3321
Button/Hotkey/ResearchDrillClaws,C=3322
Button/Hotkey/ResearchDrillClaws_NRS,P=3323
Button/Hotkey/ResearchDrillClaws_SC1,P=3324
Button/Hotkey/ResearchDrillClaws_USD,C=3325
Button/Hotkey/ResearchDrillClaws_USDL,P=3326
Button/Hotkey/ResearchExplosiveShrapnelShells,E=3327
Button/Hotkey/ResearchExplosiveShrapnelShells_NRS,E=3328
Button/Hotkey/ResearchExplosiveShrapnelShells_SC1,E=3329
Button/Hotkey/ResearchExplosiveShrapnelShells_USD,E=3330
Button/Hotkey/ResearchExplosiveShrapnelShells_USDL,E=3331
Button/Hotkey/ResearchHighCapacityFuelTanks,R=3332
Button/Hotkey/ResearchHighCapacityFuelTanks_NRS,R=3333
Button/Hotkey/ResearchHighCapacityFuelTanks_SC1,R=3334
Button/Hotkey/ResearchHighCapacityFuelTanks_USD,R=3335
Button/Hotkey/ResearchHighCapacityFuelTanks_USDL,R=3336
Button/Hotkey/ResearchImmortalRevive,R=3337
Button/Hotkey/ResearchImmortalRevive_NRS,R=3338
Button/Hotkey/ResearchImmortalRevive_SC1,R=3339
Button/Hotkey/ResearchImmortalRevive_USD,R=3340
Button/Hotkey/ResearchImmortalRevive_USDL,R=3341
Button/Hotkey/ResearchLiberatorAGMode,N=3342
Button/Hotkey/ResearchLiberatorAGMode_NRS,N=3343
Button/Hotkey/ResearchLiberatorAGMode_SC1,N=3344
Button/Hotkey/ResearchLiberatorAGMode_USD,N=3345
Button/Hotkey/ResearchLiberatorAGMode_USDL,N=3346
Button/Hotkey/ResearchLockOnRangeUpgrade,R=3347
Button/Hotkey/ResearchLockOnRangeUpgrade_NRS,R=3348
Button/Hotkey/ResearchLockOnRangeUpgrade_SC1,R=3349
Button/Hotkey/ResearchLockOnRangeUpgrade_USD,R=3350
Button/Hotkey/ResearchLockOnRangeUpgrade_USDL,R=3351
Button/Hotkey/ResearchLurkerRange,S=3352
Button/Hotkey/ResearchLurkerRange_NRS,S=3353
Button/Hotkey/ResearchLurkerRange_SC1,S=3354
Button/Hotkey/ResearchLurkerRange_USD,S=3355
Button/Hotkey/ResearchLurkerRange_USDL,S=3356
Button/Hotkey/ResearchRapidDeployment,R=3357
Button/Hotkey/ResearchRapidDeployment_NRS,R=3358
Button/Hotkey/ResearchRapidDeployment_SC1,R=3359
Button/Hotkey/ResearchRapidDeployment_USD,R=3360
Button/Hotkey/ResearchRapidDeployment_USDL,R=3361
Button/Hotkey/ResearchRavagerRange,R=3362
Button/Hotkey/ResearchRavagerRange_NRS,R=3363
Button/Hotkey/ResearchRavagerRange_SC1,R=3364
Button/Hotkey/ResearchRavagerRange_USD,R=3365
Button/Hotkey/ResearchRavagerRange_USDL,R=3366
Button/Hotkey/RipField,B=3367
Button/Hotkey/RipField_NRS,B=3368
Button/Hotkey/RipField_SC1,B=3369
Button/Hotkey/RipField_USD,B=3370
Button/Hotkey/RipField_USDL,B=3371
Button/Hotkey/RoachSupply,S=3372
Button/Hotkey/RoachSupply_NRS,S=3373
Button/Hotkey/RoachSupply_SC1,S=3374
Button/Hotkey/RoachSupply_USD,S=3375
Button/Hotkey/RoachSupply_USDL,S=3376
Button/Hotkey/Scout,T=3377
Button/Hotkey/Scout_NRS,T=3378
Button/Hotkey/Scout_SC1,T=3379
Button/Hotkey/Scout_USD,T=3380
Button/Hotkey/Scout_USDL,T=3381
Button/Hotkey/SelfRepair,R=3382
Button/Hotkey/SelfRepair_NRS,R=3383
Button/Hotkey/SelfRepair_SC1,R=3384
Button/Hotkey/SelfRepair_USD,R=3385
Button/Hotkey/SelfRepair_USDL,R=3386
Button/Hotkey/SlaynElementalGrab,Q=3387
Button/Hotkey/SpawnInterceptors,B=3388
Button/Hotkey/SpawnInterceptors_NRS,B=3389
Button/Hotkey/SpawnInterceptors_SC1,B=3390
Button/Hotkey/SpawnInterceptors_USD,B=3391
Button/Hotkey/SpawnInterceptors_USDL,B=3392
Button/Hotkey/TemporalField,T=3393
Button/Hotkey/TemporalField_NRS,Y=3394
Button/Hotkey/TemporalField_SC1,Y=3395
Button/Hotkey/TemporalField_USD,T=3396
Button/Hotkey/TemporalField_USDL,Y=3397
Button/Hotkey/TerranVehicleAndShipPlatingLevel1,V=3398
Button/Hotkey/TerranVehicleAndShipPlatingLevel1_NRS,V=3399
Button/Hotkey/TerranVehicleAndShipPlatingLevel1_SC1,P=3400
Button/Hotkey/TerranVehicleAndShipPlatingLevel1_USD,V=3401
Button/Hotkey/TerranVehicleAndShipPlatingLevel1_USDL,V=3402
Button/Hotkey/TerranVehicleAndShipWeaponsLevel1,E=3403
Button/Hotkey/TerranVehicleAndShipWeaponsLevel1_NRS,A=3404
Button/Hotkey/TerranVehicleAndShipWeaponsLevel1_SC1,W=3405
Button/Hotkey/TerranVehicleAndShipWeaponsLevel1_USD,E=3406
Button/Hotkey/TerranVehicleAndShipWeaponsLevel1_USDL,A=3407
Button/Hotkey/TimeStop,E=3408
Button/Hotkey/TrainHERC,E=3409
Button/Hotkey/TrainHERC_NRS,E=3410
Button/Hotkey/TrainHERC_SC1,E=3411
Button/Hotkey/TrainHERC_USD,E=3412
Button/Hotkey/TrainHERC_USDL,E=3413
Button/Hotkey/VoidRaySwarmDamageBoost,E=3414
Button/Hotkey/VoidRaySwarmDamageBoost_NRS,B=3415
Button/Hotkey/VoidRaySwarmDamageBoost_SC1,B=3416
Button/Hotkey/VoidRaySwarmDamageBoost_USD,E=3417
Button/Hotkey/VoidRaySwarmDamageBoost_USDL,B=3418
Button/Hotkey/VoidSwarmHostSpawnLocust,C=3419
Button/Hotkey/VortexKO,V=3420
Button/Hotkey/VortexKO_NRS,V=3421
Button/Hotkey/VortexKO_SC1,V=3422
Button/Hotkey/VortexKO_USD,V=3423
Button/Hotkey/VortexKO_USDL,V=3424
Button/Hotkey/WarpInAdept,H=3425
Button/Hotkey/WarpInAdept_NRS,D=3426
Button/Hotkey/WarpInAdept_SC1,H=3427
Button/Hotkey/WarpInAdept_USD,H=3428
Button/Hotkey/WarpInAdept_USDL,D=3429
Button/Hotkey/WarpinDisruptor,D=3430
Button/Hotkey/WarpinDisruptor_NRS,R=3431
Button/Hotkey/WarpinDisruptor_SC1,U=3432
Button/Hotkey/WarpinDisruptor_USD,D=3433
Button/Hotkey/WarpinDisruptor_USDL,R=3434
Button/Hotkey/WarpinWasp,Z=3435
Button/Hotkey/WarpinWasp_NRS,Z=3436
Button/Hotkey/WarpinWasp_SC1,Z=3437
Button/Hotkey/WarpinWasp_USD,Z=3438
Button/Hotkey/WarpinWasp_USDL,Z=3439
Button/Hotkey/Wasp,A=3440
Button/Hotkey/WaspSwoop,G=3441
Button/Hotkey/WaspSwoop_NRS,G=3442
Button/Hotkey/WaspSwoop_SC1,G=3443
Button/Hotkey/WaspSwoop_USD,G=3444
Button/Hotkey/WaspSwoop_USDL,G=3445
Button/Hotkey/Wasp_NRS,A=3446
Button/Hotkey/Wasp_SC1,B=3447
Button/Hotkey/Wasp_USD,B=3448
Button/Hotkey/Wasp_USDL,A=3449
Button/Hotkey/AdeptResearchPiercingUpgrade_NRS,A=3450
Button/Hotkey/AdeptResearchPiercingUpgrade_SC1,A=3451
Button/Hotkey/AdeptResearchPiercingUpgrade_USD,A=3452
Button/Hotkey/AdeptResearchPiercingUpgrade_USDL,A=3453
Button/Hotkey/AmorphousArmorcloud,C=3454
Button/Hotkey/AmorphousArmorcloud_NRS,C=3455
Button/Hotkey/AmorphousArmorcloud_SC1,C=3456
Button/Hotkey/AmorphousArmorcloud_USD,C=3457
Button/Hotkey/AmorphousArmorcloud_USDL,C=3458
Button/Hotkey/BatteryOvercharge,B=3459
Button/Hotkey/BatteryOvercharge_NRS,B=3460
Button/Hotkey/BatteryOvercharge_SC1,B=3461
Button/Hotkey/BatteryOvercharge_USD,B=3462
Button/Hotkey/BatteryOvercharge_USDL,B=3463
Button/Hotkey/BurrowLurkerMP_SC1,D=3464
Button/Hotkey/CarrierCapacity,C=3465
Button/Hotkey/CarrierCapacity_NRS,C=3466
Button/Hotkey/CarrierCapacity_SC1,C=3467
Button/Hotkey/CarrierCapacity_USD,C=3468
Button/Hotkey/CarrierCapacity_USDL,C=3469
Button/Hotkey/CarrierLeashRangeUpgrade,A=3470
Button/Hotkey/CarrierLeashRangeUpgrade_NRS,A=3471
Button/Hotkey/CarrierLeashRangeUpgrade_SC1,A=3472
Button/Hotkey/CarrierLeashRangeUpgrade_USD,A=3473
Button/Hotkey/CarrierLeashRangeUpgrade_USDL,A=3474
Button/Hotkey/ChronoBoostEnergyCost,C=3475
Button/Hotkey/ChronoBoostEnergyCost_NRS,C=3476
Button/Hotkey/ChronoBoostEnergyCost_SC1,C=3477
Button/Hotkey/ChronoBoostEnergyCost_USD,C=3478
Button/Hotkey/ChronoBoostEnergyCost_USDL,C=3479
Button/Hotkey/CycloneResearchLockOnAir,E=3480
Button/Hotkey/CycloneResearchLockOnAir_NRS,E=3481
Button/Hotkey/CycloneResearchLockOnAir_SC1,E=3482
Button/Hotkey/CycloneResearchLockOnAir_USD,E=3483
Button/Hotkey/CycloneResearchLockOnAir_USDL,E=3484
Button/Hotkey/DarkTemplarBlink,B=3485
Button/Hotkey/DarkTemplarBlink_NRS,B=3486
Button/Hotkey/DarkTemplarBlink_SC1,B=3487
Button/Hotkey/DarkTemplarBlink_USD,B=3488
Button/Hotkey/DarkTemplarBlink_USDL,B=3489
Button/Hotkey/EvolveAmorphousArmorcloud,C=3490
Button/Hotkey/EvolveAmorphousArmorcloud_NRS,C=3491
Button/Hotkey/EvolveAmorphousArmorcloud_SC1,C=3492
Button/Hotkey/EvolveAmorphousArmorcloud_USD,C=3493
Button/Hotkey/EvolveAmorphousArmorcloud_USDL,C=3494
Button/Hotkey/EvolveDiggingClaws,D=3495
Button/Hotkey/EvolveDiggingClaws_NRS,D=3496
Button/Hotkey/EvolveDiggingClaws_SC1,D=3497
Button/Hotkey/EvolveDiggingClaws_USD,D=3498
Button/Hotkey/EvolveDiggingClaws_USDL,D=3499
Button/Hotkey/EvolveGroovedSpines,G=3500
Button/Hotkey/EvolveGroovedSpines_NRS,G=3501
Button/Hotkey/EvolveGroovedSpines_SC1,G=3502
Button/Hotkey/EvolveGroovedSpines_USD,G=3503
Button/Hotkey/EvolveGroovedSpines_USDL,G=3504
Button/Hotkey/EvolveMuscularAugments,H=3505
Button/Hotkey/EvolveMuscularAugments_NRS,H=3506
Button/Hotkey/EvolveMuscularAugments_SC1,H=3507
Button/Hotkey/EvolveMuscularAugments_USD,H=3508
Button/Hotkey/EvolveMuscularAugments_USDL,H=3509
Button/Hotkey/EvolvePropulsivePeristalsis,S=3510
Button/Hotkey/EvolvePropulsivePeristalsis_NRS,S=3511
Button/Hotkey/EvolvePropulsivePeristalsis_SC1,S=3512
Button/Hotkey/EvolvePropulsivePeristalsis_USD,S=3513
Button/Hotkey/EvolvePropulsivePeristalsis_USDL,S=3514
Button/Hotkey/InfestorEnsnare,T=3515
Button/Hotkey/InfestorEnsnare_NRS,T=3516
Button/Hotkey/InfestorEnsnare_SC1,T=3517
Button/Hotkey/InfestorEnsnare_USD,T=3518
Button/Hotkey/InfestorEnsnare_USDL,T=3519
Button/Hotkey/LockOnAir,T=3520
Button/Hotkey/LockOnAir_NRS,T=3521
Button/Hotkey/LockOnAir_SC1,T=3522
Button/Hotkey/LockOnAir_USD,T=3523
Button/Hotkey/LockOnAir_USDL,T=3524
Button/Hotkey/MorphtoObserver,T=3525
Button/Hotkey/MorphtoObserverSiege,E=3526
Button/Hotkey/MorphtoObserverSiege_NRS,E=3527
Button/Hotkey/MorphtoObserverSiege_SC1,E=3528
Button/Hotkey/MorphtoObserverSiege_USD,E=3529
Button/Hotkey/MorphtoObserverSiege_USDL,E=3530
Button/Hotkey/MorphtoObserver_NRS,T=3531
Button/Hotkey/MorphtoObserver_SC1,T=3532
Button/Hotkey/MorphtoObserver_USD,T=3533
Button/Hotkey/MorphtoObserver_USDL,T=3534
Button/Hotkey/NexusMassRecall,R=3535
Button/Hotkey/NexusMassRecall_NRS,R=3536
Button/Hotkey/NexusMassRecall_SC1,A=3537
Button/Hotkey/NexusMassRecall_USD,R=3538
Button/Hotkey/NexusMassRecall_USDL,R=3539
Button/Hotkey/NexusShieldOvercharge,S=3540
Button/Hotkey/NexusShieldOverchargeOff,F=3541
Button/Hotkey/NexusShieldOverchargeOff_NRS,F=3542
Button/Hotkey/NexusShieldOverchargeOff_SC1,F=3543
Button/Hotkey/NexusShieldOverchargeOff_USD,F=3544
Button/Hotkey/NexusShieldOverchargeOff_USDL,F=3545
Button/Hotkey/NexusShieldOvercharge_NRS,S=3546
Button/Hotkey/NexusShieldOvercharge_SC1,S=3547
Button/Hotkey/NexusShieldOvercharge_USD,S=3548
Button/Hotkey/NexusShieldOvercharge_USDL,S=3549
Button/Hotkey/NexusShieldRecharge,S=3550
Button/Hotkey/NexusShieldRechargeOnPylon,S=3551
Button/Hotkey/NexusShieldRechargeOnPylon_NRS,S=3552
Button/Hotkey/NexusShieldRechargeOnPylon_SC1,S=3553
Button/Hotkey/NexusShieldRechargeOnPylon_USD,S=3554
Button/Hotkey/NexusShieldRechargeOnPylon_USDL,S=3555
Button/Hotkey/NexusShieldRecharge_NRS,S=3556
Button/Hotkey/NexusShieldRecharge_SC1,S=3557
Button/Hotkey/NexusShieldRecharge_USD,S=3558
Button/Hotkey/NexusShieldRecharge_USDL,S=3559
Button/Hotkey/PsionicSurge,R=3560
Button/Hotkey/PsionicSurge_NRS,R=3561
Button/Hotkey/PsionicSurge_SC1,R=3562
Button/Hotkey/PsionicSurge_USD,R=3563
Button/Hotkey/PsionicSurge_USDL,R=3564
Button/Hotkey/PurificationNovaTargeted_NRS,V=3565
Button/Hotkey/PurificationNovaTargeted_SC1,V=3566
Button/Hotkey/PurificationNovaTargeted_USD,V=3567
Button/Hotkey/PurificationNovaTargeted_USDL,V=3568
Button/Hotkey/RavenRepairDrone,D=3569
Button/Hotkey/RavenRepairDroneHeal,E=3570
Button/Hotkey/RavenRepairDroneHeal_NRS,E=3571
Button/Hotkey/RavenRepairDroneHeal_SC1,E=3572
Button/Hotkey/RavenRepairDroneHeal_USD,E=3573
Button/Hotkey/RavenRepairDroneHeal_USDL,E=3574
Button/Hotkey/RavenRepairDrone_NRS,D=3575
Button/Hotkey/RavenRepairDrone_SC1,D=3576
Button/Hotkey/RavenRepairDrone_USD,D=3577
Button/Hotkey/RavenRepairDrone_USDL,D=3578
Button/Hotkey/RavenResearchEnhancedMunitions,E=3579
Button/Hotkey/RavenResearchEnhancedMunitions_NRS,E=3580
Button/Hotkey/RavenResearchEnhancedMunitions_SC1,E=3581
Button/Hotkey/RavenResearchEnhancedMunitions_USD,E=3582
Button/Hotkey/RavenResearchEnhancedMunitions_USDL,E=3583
Button/Hotkey/RavenScramblerMissile,C=3584
Button/Hotkey/RavenScramblerMissile_NRS,C=3585
Button/Hotkey/RavenScramblerMissile_SC1,C=3586
Button/Hotkey/RavenScramblerMissile_USD,C=3587
Button/Hotkey/RavenScramblerMissile_USDL,C=3588
Button/Hotkey/RavenShredderMissile,R=3589
Button/Hotkey/RavenShredderMissile_NRS,R=3590
Button/Hotkey/RavenShredderMissile_SC1,R=3591
Button/Hotkey/RavenShredderMissile_USD,R=3592
Button/Hotkey/RavenShredderMissile_USDL,R=3593
Button/Hotkey/ResearchAmplifiedShielding,S=3594
Button/Hotkey/ResearchAmplifiedShielding_NRS,S=3595
Button/Hotkey/ResearchAmplifiedShielding_SC1,S=3596
Button/Hotkey/ResearchAmplifiedShielding_USD,S=3597
Button/Hotkey/ResearchAmplifiedShielding_USDL,S=3598
Button/Hotkey/ResearchArmorPiercingRockets,A=3599
Button/Hotkey/ResearchArmorPiercingRockets_NRS,A=3600
Button/Hotkey/ResearchArmorPiercingRockets_SC1,A=3601
Button/Hotkey/ResearchArmorPiercingRockets_USD,A=3602
Button/Hotkey/ResearchArmorPiercingRockets_USDL,A=3603
Button/Hotkey/ResearchCarrierCapacity,C=3604
Button/Hotkey/ResearchCarrierCapacity_NRS,C=3605
Button/Hotkey/ResearchCarrierCapacity_SC1,C=3606
Button/Hotkey/ResearchCarrierCapacity_UDSL,C=3607
Button/Hotkey/ResearchCarrierCapacity_USD,C=3608
Button/Hotkey/ResearchCarrierLeashRangeUpgrade,A=3609
Button/Hotkey/ResearchCarrierLeashRangeUpgrade_NRS,A=3610
